Player,PLayerID,"concat('https://baseballsavant.mlb.com/player?player_id=',PlayerID,'&pos=',Po,'&player_type=batter&season=2017&tab=zone_chart_tab#')"
"McCutchen, A",457705,https://baseballsavant.mlb.com/player?player_id=457705&pos=CF&player_type=batter&season=2017&tab=zone_chart_tab#
"Castro, J",488771,https://baseballsavant.mlb.com/player?player_id=488771&pos=C&player_type=batter&season=2017&tab=zone_chart_tab#
"Kiermaier, K",595281,https://baseballsavant.mlb.com/player?player_id=595281&pos=CF&player_type=batter&season=2017&tab=zone_chart_tab#
"Sanchez, G",596142,https://baseballsavant.mlb.com/player?player_id=596142&pos=C&player_type=batter&season=2017&tab=zone_chart_tab#
"Forsythe, L",523253,https://baseballsavant.mlb.com/player?player_id=523253&pos=2B&player_type=batter&season=2017&tab=zone_chart_tab#
"Hamilton, B",571740,https://baseballsavant.mlb.com/player?player_id=571740&pos=CF&player_type=batter&season=2017&tab=zone_chart_tab#
"Orlando, P",449181,https://baseballsavant.mlb.com/player?player_id=449181&pos=RF&player_type=batter&season=2017&tab=zone_chart_tab#
"Dickerson, C",572816,https://baseballsavant.mlb.com/player?player_id=572816&pos=LF&player_type=batter&season=2017&tab=zone_chart_tab#
"Healy, R",592387,https://baseballsavant.mlb.com/player?player_id=592387&pos=1B&player_type=batter&season=2017&tab=zone_chart_tab#
"Crawford, J",641487,https://baseballsavant.mlb.com/player?player_id=641487&pos=SS&player_type=batter&season=2017&tab=zone_chart_tab#
"Iglesias, J",578428,https://baseballsavant.mlb.com/player?player_id=578428&pos=SS&player_type=batter&season=2017&tab=zone_chart_tab#
"Altherr, A",571437,https://baseballsavant.mlb.com/player?player_id=571437&pos=RF&player_type=batter&season=2017&tab=zone_chart_tab#
"Goldschmidt, P",502671,https://baseballsavant.mlb.com/player?player_id=502671&pos=1B&player_type=batter&season=2017&tab=zone_chart_tab#
"Ramirez, J",608070,https://baseballsavant.mlb.com/player?player_id=608070&pos=3B&player_type=batter&season=2017&tab=zone_chart_tab#
