Los Angeles Clippers,LAC,SF,71.7,52.0,69.3,26.4,9.4,5.4,1.8,2.0,4.6,40.0,83.0,4.4,30
Minnesota Timberwolves,MIN,PF,67.4,100.4,83.3,49.4,24.0,8.0,2.4,2.6,4.0,56.0,69.0,5.6,1
Sacramento Kings,SAC,PF,68.8,86.2,67.1,41.4,21.8,8.0,1.6,2.0,4.6,48.0,81.0,5.2,2
New York Knicks,NYK,PF,63.7,85.3,75.6,44.2,20.0,5.2,3.0,2.0,3.2,52.0,73.0,5.2,3
Detroit Pistons,DET,PF,71.0,85.1,85.9,37.8,24.2,7.8,1.8,1.6,3.6,44.0,55.0,4.2,4
Oklahoma City Thunder,OKC,PF,61.2,82.2,71.1,41.8,18.4,5.2,2.2,4.0,2.8,46.0,70.0,6.2,5
Philadelphia 76ers,PHI,PF,64.3,77.1,58.0,35.0,17.0,8.0,2.4,2.6,2.2,51.0,78.0,4.2,6
Portland Trail Blazers,POR,PF,65.1,74.8,77.6,36.0,18.4,7.6,1.2,1.6,4.2,46.0,61.0,3.0,7
Miami Heat,MIA,PF,58.5,73.7,49.6,34.6,17.4,6.8,3.0,1.6,4.4,43.0,68.0,5.4,8
Milwaukee Bucks,MIL,PF,60.6,73.0,67.2,35.3,20.2,4.0,1.2,3.0,1.7,56.0,71.0,4.7,9
Los Angeles Lakers,LAL,PF,66.8,72.2,66.1,32.4,18.8,5.2,2.6,2.4,2.8,46.0,64.0,3.6,10
Phoenix Suns,PHX,PF,63.0,69.6,62.2,30.0,21.4,4.8,1.6,1.6,2.0,41.0,68.0,3.4,11
Atlanta Hawks,ATL,PF,66.3,69.3,58.5,29.8,15.5,6.0,3.8,2.3,1.0,46.0,47.0,3.5,12
Chicago Bulls,CHI,PF,75.6,69.2,86.3,31.6,17.4,5.6,1.6,3.0,2.6,47.0,59.0,3.6,13
Los Angeles Clippers,LAC,PF,67.1,68.6,71.3,30.4,20.8,4.8,1.4,1.8,2.2,44.0,78.0,4.6,14
Orlando Magic,ORL,PF,64.7,68.3,71.6,38.2,15.0,4.8,1.8,1.0,2.4,51.0,74.0,4.2,15
Dallas Mavericks,DAL,PF,63.7,67.6,60.7,31.6,14.2,6.8,2.4,2.4,3.0,49.0,58.0,4.4,16
Utah Jazz,UTA,PF,59.4,65.9,56.7,29.6,15.2,7.0,2.8,1.8,1.8,41.0,80.0,5.4,17
Houston Rockets,HOU,PF,59.7,64.3,74.9,31.4,13.8,6.0,2.4,1.8,3.4,49.0,95.0,3.6,18
Washington Wizards,WAS,PF,60.1,63.8,55.3,34.2,15.2,4.4,1.8,1.8,3.4,47.0,76.0,6.4,19
Toronto Raptors,TOR,PF,62.4,63.5,62.3,31.0,16.6,4.8,1.8,1.4,2.0,46.0,82.0,4.4,20
Cleveland Cavaliers,CLE,PF,67.1,63.2,64.9,29.8,16.0,5.0,2.0,1.6,3.0,50.0,80.0,2.6,21
Boston Celtics,BOS,PF,65.3,62.8,66.2,28.7,18.3,3.2,1.2,3.0,2.7,53.0,52.0,4.2,22
Brooklyn Nets,BKN,PF,71.3,60.8,59.3,28.6,13.8,5.8,2.4,1.6,2.4,48.0,61.0,4.0,23
Golden State Warriors,GSW,PF,61.0,60.5,65.4,26.8,15.0,5.2,2.6,1.4,2.4,47.0,57.0,3.4,24
Denver Nuggets,DEN,PF,64.4,60.5,60.3,32.3,10.8,7.0,0.7,2.2,2.3,44.0,47.0,3.0,25
Memphis Grizzlies,MEM,PF,68.0,59.9,66.3,28.0,12.8,4.2,2.8,2.2,2.2,51.0,55.0,2.0,26
Charlotte Hornets,CHA,PF,67.7,58.7,71.7,30.0,11.4,5.0,2.6,1.2,2.6,58.0,79.0,2.0,27
San Antonio Spurs,SAS,PF,57.6,46.1,58.9,21.6,12.4,3.2,2.2,0.6,2.4,42.0,68.0,2.8,28
New Orleans Pelicans,NOP,PF,64.4,45.6,45.1,21.8,13.5,2.8,1.0,0.5,1.8,53.0,46.0,2.2,29
Indiana Pacers,IND,PF,64.6,39.4,66.4,18.7,10.5,4.5,0.8,0.2,2.0,45.0,31.0,2.8,30
Portland Trail Blazers,POR,C,54.4,81.6,70.5,33.2,24.6,6.6,1.0,3.6,1.8,50.0,74.0,4.2,1
Brooklyn Nets,BKN,C,66.1,79.2,67.4,36.6,21.6,4.4,1.8,2.8,1.4,50.0,64.0,3.4,2
Cleveland Cavaliers,CLE,C,56.6,75.0,63.3,34.4,20.4,4.8,2.0,2.8,2.4,60.0,65.0,4.6,3
Atlanta Hawks,ATL,C,55.7,74.6,63.5,31.8,17.8,7.2,3.0,2.5,1.0,52.0,68.0,4.5,4
Memphis Grizzlies,MEM,C,55.9,73.7,63.5,29.2,21.4,4.4,3.0,3.0,1.4,53.0,66.0,4.2,5
New Orleans Pelicans,NOP,C,62.7,71.8,61.4,32.3,22.2,3.7,1.2,1.7,2.0,57.0,70.0,2.3,6
Phoenix Suns,PHX,C,57.7,69.4,62.6,28.4,20.0,4.6,1.4,3.6,1.4,54.0,62.0,4.2,7
Miami Heat,MIA,C,49.2,68.8,57.7,27.6,18.8,5.4,2.6,3.2,1.6,49.0,76.0,5.8,8
Dallas Mavericks,DAL,C,60.9,68.6,65.3,25.4,21.4,6.6,1.6,2.2,1.2,54.0,31.0,5.2,9
Los Angeles Clippers,LAC,C,61.2,68.2,68.9,27.2,21.2,5.0,1.5,2.2,0.7,48.0,66.0,3.5,10
Utah Jazz,UTA,C,51.8,66.2,63.0,29.0,15.6,5.6,2.4,3.4,1.6,47.0,67.0,5.2,11
Charlotte Hornets,CHA,C,57.5,64.1,70.3,28.8,16.8,5.6,1.6,1.8,3.0,58.0,92.0,3.6,12
Minnesota Timberwolves,MIN,C,56.7,63.7,54.6,33.2,17.0,2.4,1.6,1.8,1.6,57.0,85.0,3.0,13
Toronto Raptors,TOR,C,57.1,62.7,68.8,30.2,16.6,4.8,1.2,1.8,0.6,55.0,84.0,3.6,14
Milwaukee Bucks,MIL,C,54.6,62.5,54.9,30.2,18.0,3.2,0.8,2.2,0.7,62.0,68.0,3.3,15
Oklahoma City Thunder,OKC,C,53.7,62.2,49.0,30.0,12.4,6.8,1.6,2.4,2.0,51.0,64.0,5.4,16
Washington Wizards,WAS,C,51.5,62.2,59.2,32.0,15.8,4.4,1.2,1.6,2.2,55.0,72.0,4.8,17
Golden State Warriors,GSW,C,50.0,60.5,56.7,24.6,17.2,3.8,3.8,1.0,1.2,52.0,60.0,3.6,18
Detroit Pistons,DET,C,55.5,59.9,48.8,25.4,18.8,4.0,0.6,2.2,1.2,46.0,60.0,2.4,19
San Antonio Spurs,SAS,C,53.8,59.7,59.7,24.0,16.8,5.6,1.6,2.2,1.4,50.0,44.0,3.8,20
Los Angeles Lakers,LAL,C,59.9,58.8,53.4,25.2,16.2,4.2,2.0,2.2,1.8,52.0,74.0,3.2,21
Sacramento Kings,SAC,C,58.9,58.7,54.9,23.2,17.7,4.8,1.3,2.2,1.2,39.0,71.0,3.2,22
Indiana Pacers,IND,C,56.2,58.0,52.1,28.7,16.2,5.0,1.2,0.5,1.5,56.0,59.0,4.8,23
New York Knicks,NYK,C,54.7,57.5,55.8,21.6,18.8,4.0,2.0,2.0,1.8,49.0,68.0,3.8,24
Chicago Bulls,CHI,C,63.2,56.7,75.4,22.2,17.8,3.4,1.2,3.0,0.8,47.0,57.0,2.6,25
Orlando Magic,ORL,C,59.2,54.5,59.6,25.4,16.6,2.4,0.6,2.0,0.6,55.0,63.0,3.2,26
Boston Celtics,BOS,C,48.7,53.6,56.9,22.7,16.0,3.2,0.8,3.0,0.8,50.0,48.0,4.0,27
Denver Nuggets,DEN,C,55.2,53.0,52.0,25.2,12.0,5.3,0.7,2.8,1.3,42.0,33.0,4.3,28
Philadelphia 76ers,PHI,C,56.5,48.6,51.3,20.5,12.2,4.2,1.0,2.7,0.8,53.0,67.0,2.3,29
Houston Rockets,HOU,C,45.3,48.3,56.8,22.6,13.8,2.2,1.6,1.4,0.8,55.0,79.0,2.4,30
