RFPred,RFPer,RF_M,RF_P,Actual,Salary,Name,HTeam,Opp,Pts,Pos,Xgb,XgbPer,xgb_M,xgb_P,DNN,DNNPer
10.25177778,0.320368056,-2,7,0,3200,Ezequiel Carrera (L),TOR,LAA,1.9,OF,0,0,0,0,0,0
6.593277778,0.143332126,-8,18,9,4600,Freddie Freeman (L),ATL,PHI,1.6,1B/3B,0,0,0,0,0,0
10.13294444,0.281470679,-8,8,2,3600,Buster Posey (R),SF,LAD,1.5,1B/C,0,0,0,0,0,0
10.05966667,0.279435185,-9,8,5,3600,Steve Pearce (R),TOR,LAA,1.8,OF,0,0,0,0,0,0
6.201,0.134804348,-8,6,14,4600,Adam Duvall (R),CIN,MIA,1.5,OF,0,0,0,0,0,0
10.01711111,0.244319783,-7,4,0,4100,Jose Bautista (R),TOR,LAA,1.9,OF,0,0,0,0,0,0
9.967666667,0.255581197,-9,9,9,3900,Justin Upton (R),DET,HOU,2.1,OF,0,0,0,0,0,0
6.063,0.131804348,-8,18,0,4600,Anthony Rendon (R),WSH,COL,1.5,3B,0,0,0,0,0,0
9.730944444,0.207041371,-6,10,5,4700,Josh Donaldson (R),TOR,LAA,1.6,3B,0,0,0,0,0,0
14.83077778,0.32957284,-8,26,3,4500,Manny Machado (R),BAL,TEX,2,3B,0,0,0,0,0,0
9.580666667,0.252122807,-9,35,0,3800,Yasiel Puig (R),LAD,SF,1.9,OF,0,0,0,0,0,0
10.67944444,0.237320988,-9,14,5,4500,Travis Shaw (L),MIL,CHC,1.6,3B,0,0,0,0,0,0
10.04838889,0.223297531,-4,9,3,4500,Elvis Andrus (R),TEX,BAL,1.9,SS,0,0,0,0,0,0
9.547777778,0.258048048,-8,13,10,3700,Ian Kinsler (R),DET,HOU,2.1,2B,0,0,0,0,0,0
7.528888889,0.167308642,-6,9,3,4500,Starling Marte (R),PIT,SD,1.6,OF,0,0,0,0,0,0
7.043,0.156511111,-12,15,0,4500,Jose Ramirez (S),CLE,CWS,1.7,2B/3B,0,0,0,0,0,0
6.572722222,0.146060494,-10,8,16,4500,Marcell Ozuna (R),MIA,CIN,1.5,OF,0,0,0,0,0,0
9.323388889,0.194237269,-6,22,5,4800,Chris Taylor (R),LAD,SF,1.8,2B/OF,0,0,0,0,0,0
6.437111111,0.143046914,-10,9,18,4500,Christian Yelich (L),MIA,CIN,1.6,OF,0,0,0,0,0,0
6.207611111,0.137946914,-3,13,15,4500,Carlos Santana (S),CLE,CWS,1.6,1B,0,0,0,0,0,0
9.214444444,0.263269841,-8,11,2,3500,Tim Beckham (R),TB,NYY,1.6,SS,0,0,0,0,0,0
5.891111111,0.13091358,-12,12,25,4500,Whit Merrifield (R),KC,BOS,1.7,2B,0,0,0,0,0,0
10.86644444,0.246964646,-14,23,2,4400,Ian Happ (S),CHC,MIL,1.7,2B/OF,0,0,0,0,0,0
9.170333333,0.458516667,-6,16,0,2000,Jae-gyun Hwang (R),SF,LAD,2,3B,0,0,0,0,0,0
9.5655,0.217397727,-7,11,0,4400,Mike Moustakas (L),KC,BOS,1.4,3B,0,0,0,0,0,0
9.401388889,0.213667929,-4,14,5,4400,Hanley Ramirez (R),BOS,KC,1.6,1B,0,0,0,0,0,0
6.739333333,0.153166667,-6,6,7,4400,DJ LeMahieu (R),COL,WSH,1.5,2B,0,0,0,0,0,0
5.506611111,0.125150253,-9,15,12,4400,Mark Reynolds (R),COL,WSH,1.4,1B,0,0,0,0,0,0
9.065,0.28328125,-10,16,9,3200,Mikie Mahtook (R),DET,HOU,1.8,OF,0,0,0,0,0,0
5.210888889,0.118429293,-7,19,0,4400,David Peralta (L),ARI,STL,1.6,OF,0,0,0,0,0,0
8.958555556,0.308915709,-7,9,14,2900,Hunter Pence (R),SF,LAD,1.9,OF,0,0,0,0,0,0
8.887777778,0.197506173,-7,8,5,4500,Marwin Gonzalez (S),HOU,DET,1.6,3B/OF,0,0,0,0,0,0
4.538055556,0.103137626,-24,8,0,4400,Scooter Gennett (L),CIN,MIA,1.4,2B/OF,0,0,0,0,0,0
4.477055556,0.101751263,-10,12,14,4400,Ryan Braun (R),MIL,CHC,1.6,OF,0,0,0,0,0,0
10.77894444,0.250673127,-13,11,10,4300,Chris Davis (L),BAL,TEX,2,1B,0,0,0,0,0,0
8.409944444,0.182824879,-7,5,0,4600,Yulieski Gurriel (R),HOU,DET,1.6,1B,0,0,0,0,0,0
10.31477778,0.239878553,-8,10,16,4300,Trevor Story (R),COL,WSH,1.3,SS,0,0,0,0,0,0
8.358888889,0.232191358,-9,28,3,3600,Jake Marisnick (R),HOU,DET,1.7,OF,0,0,0,0,0,0
9.166444444,0.213173127,-11,12,18,4300,Dee Gordon (L),MIA,CIN,1.9,2B,0,0,0,0,0,0
7.597111111,0.176677003,-9,5,0,4300,Ryan Zimmerman (R),WSH,COL,1.7,1B,0,0,0,0,0,0
8.319388889,0.224848348,-8,19,20,3700,Lucas Duda (L),TB,NYY,1.9,1B,0,0,0,0,0,0
8.3015,0.286258621,0,23,9,2900,Yunel Escobar (R),LAA,TOR,2.4,3B,0,0,0,0,0,0
7.467944444,0.173673127,-14,8,0,4300,Brian Goodwin (L),WSH,COL,1.8,OF,0,0,0,0,0,0
7.423055556,0.172629199,-7,10,5,4300,Ben Zobrist (S),CHC,MIL,1.9,2B/OF,0,0,0,0,0,0
8.242722222,0.249779461,-7,14,0,3300,Trevor Plouffe (R),TB,NYY,1.8,3B,0,0,0,0,0,0
8.186388889,0.233896825,-6,3,10,3500,Derek Fisher (L),HOU,DET,1.5,OF,0,0,0,0,0,0
8.164444444,0.189870801,-4,7,4,4300,Justin Turner (R),LAD,SF,1.8,3B,0,0,0,0,0,0
6.655166667,0.154771318,-9,2,2,4300,Josh Harrison (R),PIT,SD,1.6,2B/3B,0,0,0,0,0,0
7.888833333,0.187829365,-9,8,4,4200,Andrew McCutchen (R),PIT,SD,1.7,OF,0,0,0,0,0,0
8.009444444,0.195352304,-8,6,0,4100,Clint Frazier (R),NYY,TB,1.7,OF,0,0,0,0,0,0
9.558444444,0.233132791,-9,2,8,4100,Shin-Soo Choo (L),TEX,BAL,2,OF,0,0,0,0,0,0
8.538,0.208243902,-10,12,6,4100,Adam Frazier (L),PIT,SD,1.4,OF,0,0,0,0,0,0
7.711277778,0.188079946,-7,8,4,4100,Josh Bell (S),PIT,SD,1.6,1B,0,0,0,0,0,0
6.029722222,0.147066396,-16,9,16,4100,Miguel Sano (R),MIN,OAK,1.7,3B,0,0,0,0,0,0
5.047611111,0.123112466,-15,6,5,4100,Eric Thames (L),MIL,CHC,1.8,1B/OF,0,0,0,0,0,0
4.414444444,0.107669377,-8,7,0,4100,Kyle Schwarber (L),CHC,MIL,1.8,OF,0,0,0,0,0,0
10.70644444,0.267661111,-3,26,0,4000,Khris Davis (R),OAK,MIN,1.8,OF,0,0,0,0,0,0
9.058555556,0.226463889,-8,12,5,4000,J.T. Realmuto (R),MIA,CIN,1.8,C,0,0,0,0,0,0
7.568555556,0.189213889,-8,7,11,4000,Aaron Altherr (R),PHI,ATL,1.9,OF,0,0,0,0,0,0
6.975666667,0.174391667,-12,3,3,4000,Brian Dozier (R),MIN,OAK,2,2B,0,0,0,0,0,0
6.445944444,0.161148611,-5,17,8,4000,David Freese (R),PIT,SD,1.4,3B,0,0,0,0,0,0
5.979611111,0.149490278,-9,5,9,4000,Eddie Rosario (L),MIN,OAK,1.5,OF,0,0,0,0,0,0
5.909666667,0.147741667,-4,10,7,4000,Jorge Bonifacio (R),KC,BOS,1.7,OF,0,0,0,0,0,0
7.635666667,0.305426667,-9,16,9,2500,Ryan Goins (L),TOR,LAA,2,2B/SS,0,0,0,0,0,0
5.700055556,0.142501389,-10,3,3,4000,Marcus Semien (R),OAK,MIN,1.8,SS,0,0,0,0,0,0
5.629611111,0.140740278,-8,10,5,4000,Paul DeJong (R),STL,ARI,1.6,2B/SS,0,0,0,0,0,0
4.812333333,0.120308333,-8,10,7,4000,Hunter Renfroe (R),SD,PIT,1.5,OF,0,0,0,0,0,0
4.647555556,0.116188889,-7,31,5,4000,Billy Hamilton (S),CIN,MIA,1.5,OF,0,0,0,0,0,0
11.16333333,0.286239316,-14,13,0,3900,Javier Baez (R),CHC,MIL,1.7,2B/SS,0,0,0,0,0,0
10.41833333,0.267136752,-12,11,3,3900,Tommy Pham (R),STL,ARI,1.8,OF,0,0,0,0,0,0
9.408888889,0.241253561,-11,1,7,3900,Wilmer Difo (S),WSH,COL,1.7,2B/SS,0,0,0,0,0,0
7.479388889,0.219982026,-8,5,0,3400,Denard Span (L),SF,LAD,1.9,OF,0,0,0,0,0,0
9.211722222,0.236198006,-5,10,5,3900,Seth Smith (L),BAL,TEX,1.9,OF,0,0,0,0,0,0
7.875055556,0.201924501,-11,15,2,3900,Mike Napoli (R),TEX,BAL,1.9,1B,0,0,0,0,0,0
7.3005,0.187192308,-9,16,2,3900,Mark Trumbo (R),BAL,TEX,2.1,OF,0,0,0,0,0,0
7.383277778,0.217155229,-7,20,3,3400,Miguel Cabrera (R),DET,HOU,2.1,1B,0,0,0,0,0,0
12.37672222,0.325703216,-12,11,6,3800,Rougned Odor (L),TEX,BAL,1.9,2B,0,0,0,0,0,0
9.2905,0.244486842,-8,6,13,3800,Cesar Hernandez (S),PHI,ATL,2,2B,0,0,0,0,0,0
8.547666667,0.224938596,-6,20,2,3800,Nomar Mazara (L),TEX,BAL,2,OF,0,0,0,0,0,0
7.983166667,0.210083333,-15,20,0,3800,Robinson Cano (L),SEA,NYM,1.7,2B,0,0,0,0,0,0
7.61,0.200263158,-7,10,24,3800,Manuel Margot (R),SD,PIT,1.8,OF,0,0,0,0,0,0
7.286444444,0.191748538,-5,9,7,3800,Andrelton Simmons (R),LAA,TOR,1.7,SS,0,0,0,0,0,0
7.103055556,0.186922515,-10,17,23,3800,Lorenzo Cain (R),KC,BOS,1.8,OF,0,0,0,0,0,0
7.054444444,0.185643275,-9,5,20,3800,Jose Pirela (R),SD,PIT,1.6,OF,0,0,0,0,0,0
9.219888889,0.249186186,-7,2,16,3700,Trey Mancini (R),BAL,TEX,2.1,1B/OF,0,0,0,0,0,0
9.079777778,0.245399399,-12,18,0,3700,Eugenio Suarez (R),CIN,MIA,1.9,3B,0,0,0,0,0,0
8.517611111,0.230205706,-5,15,8,3700,Carlos Gomez (R),TEX,BAL,2.2,OF,0,0,0,0,0,0
7.044055556,0.234801852,-4,3,3,3000,Jesus Sucre (R),TB,NYY,0,C,0,0,0,0,0,0
7.900111111,0.213516517,-11,32,5,3700,Randal Grichuk (R),STL,ARI,1.6,OF,0,0,0,0,0,0
7.581055556,0.204893393,-11,16,0,3700,Joey Gallo (L),TEX,BAL,1.9,1B/3B,0,0,0,0,0,0
7.354888889,0.198780781,-7,12,0,3700,Adam Lind (L),WSH,COL,1.5,1B,0,0,0,0,0,0
7.308722222,0.197533033,-10,20,8,3700,Xander Bogaerts (R),BOS,KC,1.8,SS,0,0,0,0,0,0
5.005888889,0.135294294,-11,14,2,3700,Matt Adams (L),ATL,PHI,1.8,1B,0,0,0,0,0,0
6.897277778,0.229909259,-7,11,5,3000,Brandon Crawford (L),SF,LAD,1.8,SS,0,0,0,0,0,0
3.911888889,0.105726727,-9,17,5,3700,Tommy Joseph (R),PHI,ATL,1.9,1B,0,0,0,0,0,0
8.371611111,0.232544753,-8,4,10,3600,Austin Jackson (R),CLE,CWS,1.7,OF,0,0,0,0,0,0
7.103111111,0.197308642,-8,11,14,3600,Jason Heyward (L),CHC,MIL,1.9,OF,0,0,0,0,0,0
6.634833333,0.184300926,-5,26,20,3600,Jose Abreu (R),CWS,CLE,1.6,1B,0,0,0,0,0,0
6.634111111,0.184280864,-4,10,4,3600,Daniel Descalso (L),ARI,STL,1.6,2B/OF,0,0,0,0,0,0
6.447055556,0.179084877,-7,17,9,3600,Tyler Flowers (R),ATL,PHI,1.7,C,0,0,0,0,0,0
6.315666667,0.175435185,-9,4,11,3600,Jackie Bradley (L),BOS,KC,1.9,OF,0,0,0,0,0,0
6.314388889,0.175399691,-9,16,4,3600,Andrew Benintendi (L),BOS,KC,1.9,OF,0,0,0,0,0,0
6.230833333,0.173078704,-2,10,8,3600,Ender Inciarte (L),ATL,PHI,2.1,OF,0,0,0,0,0,0
5.163888889,0.143441358,-7,-2,7,3600,Brandon Moss (L),KC,BOS,1.6,OF,0,0,0,0,0,0
4.271333333,0.118648148,-7,9,0,3600,Nick Williams (L),PHI,ATL,1.9,OF,0,0,0,0,0,0
3.138222222,0.08717284,-14,9,12,3600,Carlos Gonzalez (L),COL,WSH,1.5,OF,0,0,0,0,0,0
6.599555556,0.212888889,-7,6,5,3100,Kole Calhoun (L),LAA,TOR,2,OF,0,0,0,0,0,0
10.7035,0.305814286,-8,9,8,3500,Salvador Perez (R),KC,BOS,1.8,C,0,0,0,0,0,0
10.34838889,0.295668254,-7,11,33,3500,Eduardo Nunez (R),BOS,KC,2.2,3B/OF,0,0,0,0,0,0
8.152611111,0.232931746,-12,14,7,3500,Yonder Alonso (L),OAK,MIN,1.8,1B,0,0,0,0,0,0
6.501222222,0.158566396,-13,15,2,4100,Todd Frazier (R),NYY,TB,1.6,3B,0,0,0,0,0,0
6.861222222,0.196034921,-7,12,18,3500,Brandon Phillips (R),ATL,PHI,2.1,2B,0,0,0,0,0,0
6.6505,0.190014286,-7,31,7,3500,Nelson Cruz (R),SEA,NYM,1.9,OF,0,0,0,0,0,0
6.238888889,0.178253968,-5,5,2,3500,Jordy Mercer (R),PIT,SD,1.5,SS,0,0,0,0,0,0
6.157111111,0.17591746,-7,2,5,3500,Ben Gamel (L),SEA,NYM,1.8,OF,0,0,0,0,0,0
6.3885,0.138880435,-8,11,2,4600,Didi Gregorius (L),NYY,TB,1.5,SS,0,0,0,0,0,0
6.109777778,0.174565079,-7,20,2,3500,Derek Dietrich (L),MIA,CIN,1.7,3B,0,0,0,0,0,0
5.549444444,0.158555556,-6,12,5,3500,Johan Camargo (S),ATL,PHI,1.5,3B,0,0,0,0,0,0
5.386611111,0.153903175,-10,10,0,3500,Manny Pina (R),MIL,CHC,1.6,C,0,0,0,0,0,0
5.286111111,0.151031746,-4,3,4,3500,Mitch Moreland (L),BOS,KC,1.7,1B,0,0,0,0,0,0
4.755222222,0.135863492,-3,10,5,3500,Hernan Perez (R),MIL,CHC,2,3B/OF,0,0,0,0,0,0
10.55716667,0.310504902,-10,12,8,3400,Eduardo Escobar (S),MIN,OAK,1.7,3B/SS,0,0,0,0,0,0
6.245055556,0.152318428,-9,10,5,4100,Carlos Beltran (S),HOU,DET,1.6,OF,0,0,0,0,0,0
8.261388889,0.242982026,-7,13,24,3400,Odubel Herrera (L),PHI,ATL,1.9,OF,0,0,0,0,0,0
8.249388889,0.242629085,-6,7,14,3400,Kyle Seager (L),SEA,NYM,1.8,3B,0,0,0,0,0,0
7.326333333,0.215480392,-7,7,6,3400,Joe Mauer (L),MIN,OAK,1.8,1B,0,0,0,0,0,0
6.922722222,0.203609477,-3,11,12,3400,Matt Carpenter (L),STL,ARI,2,1B,0,0,0,0,0,0
5.697,0.167558824,-8,7,29,3400,Rajai Davis (R),OAK,MIN,2.4,OF,0,0,0,0,0,0
5.538222222,0.162888889,-7,11,17,3400,Nick Markakis (L),ATL,PHI,1.7,OF,0,0,0,0,0,0
6.120555556,0.149281843,-8,8,6,4100,Yasmani Grandal (S),LAD,SF,1.7,C,0,0,0,0,0,0
11.5215,0.349136364,-11,12,0,3300,Freddy Galvis (S),PHI,ATL,2,SS,0,0,0,0,0,0
10.41988889,0.315754209,-7,13,2,3300,Cameron Rupp (R),PHI,ATL,1.8,C,0,0,0,0,0,0
6.031833333,0.137087121,-8,8,2,4400,Evan Longoria (R),TB,NYY,1.6,3B,0,0,0,0,0,0
8.344611111,0.252867003,-5,2,14,3300,Caleb Joseph (R),BAL,TEX,2,C,0,0,0,0,0,0
7.809055556,0.236638047,-12,10,4,3300,Yan Gomes (R),CLE,CWS,1.8,C,0,0,0,0,0,0
7.330444444,0.22213468,-9,28,0,3300,Jedd Gyorko (R),STL,ARI,1.9,3B,0,0,0,0,0,0
5.9275,0.296375,-4,3,12,2000,Darwin Barney (R),TOR,LAA,2.7,2B/3B,0,0,0,0,0,0
6.396944444,0.193846801,-9,1,14,3300,Ryon Healy (R),OAK,MIN,2.1,1B/3B,0,0,0,0,0,0
6.377055556,0.193244108,-6,22,2,3300,Carlos Asuaje (L),SD,PIT,1.8,2B,0,0,0,0,0,0
5.6785,0.172075758,-11,10,3,3300,Jean Segura (R),SEA,NYM,2.3,SS,0,0,0,0,0,0
5.541388889,0.167920875,-7,15,5,3300,Max Kepler (L),MIN,OAK,2.1,OF,0,0,0,0,0,0
5.726277778,0.15069152,-7,13,0,3800,Joc Pederson (L),LAD,SF,0,OF,0,0,0,0,0,0
5.185388889,0.157132997,-4,9,2,3300,Orlando Arcia (R),MIL,CHC,1.8,SS,0,0,0,0,0,0
7.013166667,0.219161458,-8,3,2,3200,Maikel Franco (R),PHI,ATL,2,3B,0,0,0,0,0,0
6.804277778,0.212633681,-10,-1,0,3200,Erik Gonzalez (R),CLE,CWS,1.8,2B/SS,0,0,0,0,0,0
5.305777778,0.165805556,-3,11,2,3200,Yoan Moncada (S),CWS,CLE,1.5,2B/3B,0,0,0,0,0,0
5.618722222,0.144069801,-7,18,0,3900,Kendrys Morales (S),TOR,LAA,1.8,1B,0,0,0,0,0,0
5.562333333,0.264873016,-10,9,5,2100,Shane Robinson (R),LAA,TOR,0,OF,0,0,0,0,0,0
5.251666667,0.164114583,-3,17,16,3200,Melky Cabrera (S),CWS,CLE,1.8,OF,0,0,0,0,0,0
4.609944444,0.144060764,-13,24,0,3200,Mike Zunino (R),SEA,NYM,1.7,C,0,0,0,0,0,0
3.820555556,0.119392361,-6,0,0,3200,Matt Davidson (R),CWS,CLE,1.7,1B/3B,0,0,0,0,0,0
5.508666667,0.229527778,-4,16,0,2400,Jim Adduci (L),DET,HOU,2.9,OF,0,0,0,0,0,0
10.23233333,0.330075269,-7,11,0,3100,Yadier Molina (R),STL,ARI,1.9,C,0,0,0,0,0,0
7.736944444,0.249578853,-8,10,18,3100,Alen Hanson (S),CWS,CLE,1.3,2B/OF,0,0,0,0,0,0
5.342444444,0.254402116,-5,8,2,2100,Cliff Pennington (S),LAA,TOR,2.3,2B/3B,0,0,0,0,0,0
7.622388889,0.245883513,-7,14,8,3100,Cory Spangenberg (L),SD,PIT,1.9,3B/OF,0,0,0,0,0,0
5.785722222,0.186636201,-8,8,0,3100,Kolten Wong (L),STL,ARI,1.8,2B,0,0,0,0,0,0
4.642,0.149741935,-5,19,20,3100,Ketel Marte (S),ARI,STL,1.6,SS,0,0,0,0,0,0
3.786888889,0.122157706,-5,6,3,3100,Eric Sogard (L),MIL,CHC,2.2,2B/SS,0,0,0,0,0,0
9.528555556,0.317618519,-8,21,8,3000,Rafael Devers (L),BOS,KC,2.3,3B,0,0,0,0,0,0
7.742388889,0.25807963,-6,9,16,3000,Alex Gordon (L),KC,BOS,1.7,OF,0,0,0,0,0,0
7.279333333,0.242644444,-4,8,0,3000,Jonathan Lucroy (R),TEX,BAL,2.1,C,0,0,0,0,0,0
7.060611111,0.243469349,-7,20,5,2900,Jed Lowrie (S),OAK,MIN,2.1,2B,0,0,0,0,0,0
7.023277778,0.242181992,-7,22,7,2900,Hector Sanchez (S),SD,PIT,2.2,C,0,0,0,0,0,0
5.0325,0.157265625,-3,11,2,3200,Albert Pujols (R),LAA,TOR,2.1,1B,0,0,0,0,0,0
5.03,0.173448276,-14,33,2,2900,Martin Maldonado (R),LAA,TOR,2,C,0,0,0,0,0,0
4.991777778,0.172130268,-7,3,0,2900,Jabari Blash (R),SD,PIT,1.8,OF,0,0,0,0,0,0
4.740333333,0.16345977,-6,13,7,2900,Jason Castro (L),MIN,OAK,1.8,C,0,0,0,0,0,0
4.990722222,0.142592063,-6,14,4,3500,Nick Castellanos (R),DET,HOU,2,3B,0,0,0,0,0,0
4.606388889,0.158840996,-9,10,7,2900,Tim Anderson (R),CWS,CLE,1.5,SS,0,0,0,0,0,0
4.141555556,0.142812261,-5,3,2,2900,Ruben Tejada (R),BAL,TEX,2,3B/SS,0,0,0,0,0,0
7.418444444,0.264944444,-5,9,3,2800,Robbie Grossman (S),MIN,OAK,2,OF,0,0,0,0,0,0
6.787833333,0.242422619,-5,11,14,2800,Matt Chapman (R),OAK,MIN,2.1,3B,0,0,0,0,0,0
4.751166667,0.148473958,-10,10,16,3200,Jose Iglesias (R),DET,HOU,1.8,SS,0,0,0,0,0,0
4.746111111,0.169503968,-7,6,0,2800,Adeiny Hechavarria (R),TB,NYY,1.7,SS,0,0,0,0,0,0
6.682111111,0.238646825,-9,12,0,2800,Tomas Telis (S),MIA,CIN,1.9,C,0,0,0,0,0,0
9.911111111,0.367078189,-10,14,2,2700,Lewis Brinson (R),MIL,CHC,2.3,OF,0,0,0,0,0,0
6.621222222,0.245230453,-6,12,8,2700,Alcides Escobar (R),KC,BOS,2,SS,0,0,0,0,0,0
6.536166667,0.242080247,-8,17,2,2700,Harrison Bader (R),STL,ARI,1.8,OF,0,0,0,0,0,0
6.388388889,0.236606996,-7,25,3,2700,Danny Valencia (R),SEA,NYM,2.1,1B,0,0,0,0,0,0
4.854888889,0.1798107,-7,7,15,2700,Jarrod Dyson (L),SEA,NYM,2.1,OF,0,0,0,0,0,0
4.682166667,0.17341358,-6,10,5,2700,Matt Wieters (S),WSH,COL,2.1,C,0,0,0,0,0,0
4.430277778,0.170395299,-7,5,10,2600,Jeff Mathis (R),ARI,STL,1.9,C,0,0,0,0,0,0
4.5405,0.133544118,-6,19,8,3400,Ronald Torreyes (R),NYY,TB,1.5,3B/SS,0,0,0,0,0,0
4.155777778,0.159837607,-4,15,0,2600,Francisco Cervelli (R),PIT,SD,2,C,0,0,0,0,0,0
4.537611111,0.141800347,-7,13,13,3200,Victor Martinez (S),DET,HOU,2,1B,0,0,0,0,0,0
3.591944444,0.138151709,-3,31,6,2600,Adam Engel (R),CWS,CLE,1.5,OF,0,0,0,0,0,0
4.468,0.148933333,-9,2,16,3000,Peter Bourjos (R),TB,NYY,2.3,OF,0,0,0,0,0,0
6.832777778,0.273311111,-9,1,3,2500,Carlos Sanchez (S),CWS,CLE,2.2,2B,0,0,0,0,0,0
6.316111111,0.252644444,-9,1,9,2500,Patrick Kivlehan (R),CIN,MIA,2.3,OF,0,0,0,0,0,0
4.311555556,0.139082437,-5,13,22,3100,Miguel Montero (L),TOR,LAA,1.8,C,0,0,0,0,0,0
4.704111111,0.188164444,-8,8,3,2500,Miguel Rojas (R),MIA,CIN,2,3B/SS,0,0,0,0,0,0
4.2265,0.156537037,-7,4,5,2700,Gorkys Hernandez (R),SF,LAD,1.7,OF,0,0,0,0,0,0
2.383722222,0.095348889,-7,11,0,2500,Devin Mesoraco (R),CIN,MIA,0,C,0,0,0,0,0,0
7.746555556,0.322773148,-8,5,22,2400,Christian Vazquez (R),BOS,KC,2.3,C,0,0,0,0,0,0
5.292666667,0.220527778,-11,8,5,2400,Jose Peraza (R),CIN,MIA,2.4,2B/SS,0,0,0,0,0,0
4.127666667,0.128989583,-10,6,2,3200,Logan Forsythe (R),LAD,SF,2.2,2B/3B,0,0,0,0,0,0
