RFPred,RFPer,RF_M,RF_P,Actual,Salary,Name,HTeam,Opp,Pts,Pos,Xgb,XgbPer,xgb_M,xgb_P,DNN,DNNPer
9.684222222,0.333938697,-9,27,21,2900,Freddy Galvis (S),PHI,MIA,2.8,SS,0,0,0,0,0,0
9.624388889,0.253273392,-9,7,0,3800,Yadier Molina (R),STL,CIN,1.9,C,0,0,0,0,0,0
9.536722222,0.183398504,-10,24,20,5200,Rhys Hoskins (R),PHI,MIA,1.6,1B/OF,0,0,0,0,0,0
9.479,0.19344898,-9,13,0,4900,Nolan Arenado (R),COL,ARI,1.4,3B,0,0,0,0,0,0
9.370666667,0.176805031,-10,14,7,5300,Edwin Encarnacion (R),CLE,KC,1.3,1B,0,0,0,0,0,0
9.317333333,0.266209524,-7,3,5,3500,Brandon Phillips (R),LAA,HOU,1.9,2B/3B,0,0,0,0,0,0
9.316833333,0.258800926,-10,9,3,3600,Eugenio Suarez (R),CIN,STL,1.7,3B,0,0,0,0,0,0
9.24,0.22,-5,5,9,4200,Xander Bogaerts (R),BOS,OAK,2.1,SS,0,0,0,0,0,0
9.157777778,0.228944444,-8,13,0,4000,Justin Bour (L),MIA,PHI,1.8,1B,0,0,0,0,0,0
9.115,0.233717949,-18,9,11,3900,Eric Hosmer (L),KC,CLE,1.6,1B,0,0,0,0,0,0
9.100666667,0.233350427,-8,13,9,3900,Gregor Blanco (L),ARI,COL,2,OF,0,0,0,0,0,0
9.037,0.177196078,-4,11,9,5100,Joey Votto (L),CIN,STL,1.3,1B,0,0,0,0,0,0
9.031055556,0.244082583,-12,17,12,3700,Adam Lind (L),WSH,ATL,1.6,1B/OF,0,0,0,0,0,0
8.970111111,0.37375463,-5,8,4,2400,Tyler Moore (R),MIA,PHI,2.4,1B,0,0,0,0,0,0
8.956833333,0.248800926,-8,9,13,3600,Chris Iannetta (R),ARI,COL,2.2,C,0,0,0,0,0,0
8.954722222,0.24201952,-9,18,0,3700,J.T. Realmuto (R),MIA,PHI,2,C,0,0,0,0,0,0
8.889277778,0.261449346,-11,27,14,3400,Luis Valbuena (L),LAA,HOU,1.6,1B/3B,0,0,0,0,0,0
8.847555556,0.201080808,-14,11,11,4400,Paul DeJong (R),STL,CIN,1.8,2B/SS,0,0,0,0,0,0
8.750833333,0.301752874,-5,13,14,2900,Jorge Alfaro (R),PHI,MIA,2,C,0,0,0,0,0,0
8.730777778,0.212945799,-6,8,0,4100,DJ LeMahieu (R),COL,ARI,1.6,2B,0,0,0,0,0,0
8.688833333,0.163940252,-7,14,41,5300,Aaron Judge (R),NYY,BAL,1.6,OF,0,0,0,0,0,0
8.615166667,0.277908602,-8,11,8,3100,Nick Williams (L),PHI,MIA,2.3,OF,0,0,0,0,0,0
8.534777778,0.284492593,-9,18,10,3000,Ichiro Suzuki (L),MIA,PHI,2.2,OF,0,0,0,0,0,0
8.444,0.241257143,-5,9,17,3500,Ryon Healy (R),OAK,BOS,1.9,1B/3B,0,0,0,0,0,0
8.337944444,0.22534985,-12,-1,3,3700,Dee Gordon (L),MIA,PHI,2.4,2B,0,0,0,0,0,0
8.286944444,0.360301932,-9,18,0,2300,Alex Mejia (R),STL,CIN,2.4,3B/SS,0,0,0,0,0,0
8.203,0.227861111,-10,9,15,3600,Jacoby Ellsbury (L),NYY,BAL,2.3,OF,0,0,0,0,0,0
8.180888889,0.209766382,-3,16,40,3900,Yoan Moncada (S),CWS,DET,1.8,2B,0,0,0,0,0,0
8.160833333,0.181351852,-16,9,2,4500,Ian Happ (S),CHC,NYM,1.7,2B/OF,0,0,0,0,0,0
8.16,0.189767442,-4,7,42,4300,Avisail Garcia (R),CWS,DET,1.6,OF,0,0,0,0,0,0
8.121888889,0.27072963,-8,6,19,3000,Jeimer Candelario (S),DET,CWS,2,3B,0,0,0,0,0,0
8.120277778,0.225563272,-6,23,0,3600,Phillip Ervin (R),CIN,STL,0,OF,0,0,0,0,0,0
8.086222222,0.179693827,-8,13,10,4500,Josh Reddick (L),HOU,LAA,1.6,OF,0,0,0,0,0,0
8.074166667,0.207029915,-3,16,3,3900,Adam Jones (R),BAL,NYY,1.6,OF,0,0,0,0,0,0
8.042777778,0.217372372,-9,6,4,3700,Ben Gamel (L),SEA,TEX,1.8,OF,0,0,0,0,0,0
8.012666667,0.235666667,-4,10,8,3400,Kevin Pillar (R),TOR,MIN,1.9,OF,0,0,0,0,0,0
8.004944444,0.235439542,-11,13,16,3400,Ozzie Albies (S),ATL,WSH,1.8,2B,0,0,0,0,0,0
8.000777778,0.210546784,-5,17,0,3800,Lorenzo Cain (R),KC,CLE,1.8,OF,0,0,0,0,0,0
7.990611111,0.235017974,-6,7,17,3400,Matt Davidson (R),CWS,DET,2.1,1B/3B,0,0,0,0,0,0
7.934055556,0.172479469,-2,28,0,4600,Elvis Andrus (R),TEX,SEA,1.9,SS,0,0,0,0,0,0
7.928944444,0.22654127,-10,0,2,3500,Kole Calhoun (L),LAA,HOU,1.7,OF,0,0,0,0,0,0
7.922277778,0.214115616,-9,5,0,3700,Ender Inciarte (L),ATL,WSH,1.9,OF,0,0,0,0,0,0
7.764611111,0.287578189,-7,-2,0,2700,Richard Urena (S),TOR,MIN,2.5,SS,0,0,0,0,0,0
7.738,0.143296296,-10,7,6,5400,Jose Altuve (R),HOU,LAA,1.4,2B,0,0,0,0,0,0
7.731277778,0.368156085,-6,11,0,2100,Renato Nunez (R),OAK,BOS,0,3B,0,0,0,0,0,0
7.663722222,0.239491319,-7,7,0,3200,Alex Gordon (L),KC,CLE,1.5,OF,0,0,0,0,0,0
7.578555556,0.142991614,-8,28,21,5300,Andrew Benintendi (L),BOS,OAK,1.6,OF,0,0,0,0,0,0
7.531888889,0.150637778,-9,9,0,5000,Charlie Blackmon (L),COL,ARI,1.5,OF,0,0,0,0,0,0
7.426555556,0.212187302,-7,18,19,3500,Trey Mancini (R),BAL,NYY,1.7,1B/OF,0,0,0,0,0,0
7.410166667,0.296406667,-8,0,7,2500,J.P. Crawford (L),PHI,MIA,2.4,3B/SS,0,0,0,0,0,0
7.4095,0.134718182,-9,11,11,5500,Paul Goldschmidt (R),ARI,COL,1.5,1B,0,0,0,0,0,0
7.394222222,0.171958656,-13,11,0,4300,Carlos Correa (R),HOU,LAA,1.6,SS,0,0,0,0,0,0
7.375888889,0.245862963,-6,9,0,3000,Ronald Torreyes (R),NYY,BAL,1.8,2B/SS,0,0,0,0,0,0
7.369,0.188948718,-5,16,14,3900,Marwin Gonzalez (S),HOU,LAA,1.7,OF/SS,0,0,0,0,0,0
7.340611111,0.236793907,-6,4,5,3100,Seth Smith (L),BAL,NYY,1.6,OF,0,0,0,0,0,0
7.313222222,0.197654655,-4,19,11,3700,Yulieski Gurriel (R),HOU,LAA,1.5,1B,0,0,0,0,0,0
7.258722222,0.241957407,-5,9,22,3000,Jason Heyward (L),CHC,NYM,2.1,OF,0,0,0,0,0,0
7.189333333,0.163393939,-10,18,3,4400,Adrian Beltre (R),TEX,SEA,1.8,3B,0,0,0,0,0,0
7.145777778,0.16240404,-8,20,16,4400,A.J. Pollock (R),ARI,COL,1.6,OF,0,0,0,0,0,0
7.135555556,0.203873016,-6,22,3,3500,Andrelton Simmons (R),LAA,HOU,1.7,SS,0,0,0,0,0,0
7.082666667,0.196740741,-4,8,0,3600,Jose Peraza (R),CIN,STL,1.8,2B/SS,0,0,0,0,0,0
7.0795,0.15062766,-5,15,0,4700,George Springer (R),HOU,LAA,1.6,OF,0,0,0,0,0,0
7.052666667,0.167920635,-6,5,0,4200,Delino DeShields (R),TEX,SEA,2,OF,0,0,0,0,0,0
7.045833333,0.27099359,-12,11,13,2600,Brian Anderson (R),MIA,PHI,2,3B,0,0,0,0,0,0
7.015666667,0.200447619,-7,0,3,3500,Jackie Bradley (L),BOS,OAK,2,OF,0,0,0,0,0,0
6.998555556,0.18915015,-8,9,0,3700,Ketel Marte (S),ARI,COL,1.7,SS,0,0,0,0,0,0
6.9205,0.147244681,-6,27,4,4700,Jake Lamb (L),ARI,COL,1.7,3B,0,0,0,0,0,0
6.856555556,0.195901587,-11,24,14,3500,Christian Vazquez (R),BOS,OAK,2,C,0,0,0,0,0,0
6.7955,0.194157143,-7,16,0,3500,Mike Napoli (R),TEX,SEA,0,1B,0,0,0,0,0,0
6.782833333,0.161496032,-12,25,3,4200,Trevor Story (R),COL,ARI,1.5,SS,0,0,0,0,0,0
6.734166667,0.269366667,-7,17,17,2500,Victor Robles (R),WSH,ATL,2.5,OF,0,0,0,0,0,0
6.710055556,0.268402222,-7,12,2,2500,Josh Phegley (R),OAK,BOS,0,C,0,0,0,0,0,0
6.5985,0.199954545,-8,12,6,3300,Salvador Perez (R),KC,CLE,1.8,C,0,0,0,0,0,0
6.5825,0.188071429,-4,3,9,3500,Maikel Franco (R),PHI,MIA,2,3B,0,0,0,0,0,0
6.555888889,0.187311111,-3,8,0,3500,Alex Presley (L),DET,CWS,1.9,OF,0,0,0,0,0,0
6.548333333,0.181898148,-8,14,27,3600,Todd Frazier (R),NYY,BAL,1.9,3B,0,0,0,0,0,0
6.508166667,0.216938889,-10,21,11,3000,Adrian Sanchez (R),WSH,ATL,1.7,2B/SS,0,0,0,0,0,0
6.453,0.169815789,-14,2,14,3800,Ian Kinsler (R),DET,CWS,2.1,2B,0,0,0,0,0,0
6.446555556,0.153489418,-12,1,9,4200,Dustin Pedroia (R),BOS,OAK,1.9,2B,0,0,0,0,0,0
6.420111111,0.17833642,-11,10,7,3600,Chase Headley (S),NYY,BAL,1.9,1B/3B,0,0,0,0,0,0
6.378333333,0.245320513,-10,6,5,2600,Miguel Rojas (R),MIA,PHI,2,SS,0,0,0,0,0,0
6.376833333,0.15553252,-10,9,10,4100,Kyle Schwarber (L),CHC,NYM,1.7,OF,0,0,0,0,0,0
6.361944444,0.124744009,-7,7,6,5100,Carlos Santana (S),CLE,KC,1.3,1B,0,0,0,0,0,0
6.320333333,0.17081982,-7,1,0,3700,Jose Bautista (R),TOR,MIN,1.8,OF,0,0,0,0,0,0
6.302611111,0.185370915,-7,8,0,3400,Welington Castillo (R),BAL,NYY,1.5,C,0,0,0,0,0,0
6.144166667,0.236314103,-6,16,3,2600,Ryan Goins (L),TOR,MIN,2,2B/SS,0,0,0,0,0,0
6.138277778,0.198008961,-8,16,0,3100,C.J. Cron (R),LAA,HOU,1.6,1B,0,0,0,0,0,0
6.137055556,0.125246032,-6,19,37,4900,Nelson Cruz (R),SEA,TEX,1.7,OF,0,0,0,0,0,0
6.085444444,0.108668651,-13,8,20,5600,Jose Ramirez (S),CLE,KC,1.4,2B/3B,0,0,0,0,0,0
6.076222222,0.217007937,-7,26,3,2800,JaCoby Jones (R),DET,CWS,2,OF,0,0,0,0,0,0
6.010444444,0.125217593,-15,24,24,4800,Jose Abreu (R),CWS,DET,1.6,1B,0,0,0,0,0,0
6.006333333,0.182010101,-6,9,14,3300,Jon Jay (L),CHC,NYM,2.2,OF,0,0,0,0,0,0
5.998222222,0.146298103,-8,18,17,4100,Justin Smoak (S),TOR,MIN,1.7,1B,0,0,0,0,0,0
5.942611111,0.169788889,-3,2,16,3500,Albert Pujols (R),LAA,HOU,1.7,1B,0,0,0,0,0,0
5.934055556,0.219779835,-4,24,9,2700,Rafael Lopez (L),TOR,MIN,0,C,0,0,0,0,0,0
5.926055556,0.185189236,-8,9,3,3200,Johan Camargo (S),ATL,WSH,1.6,3B/SS,0,0,0,0,0,0
5.846888889,0.13921164,-7,7,6,4200,Gerardo Parra (L),COL,ARI,1.4,OF,0,0,0,0,0,0
5.755777778,0.147584046,-7,9,5,3900,Robinson Chirinos (R),TEX,SEA,0,C,0,0,0,0,0,0
5.745555556,0.16415873,-11,3,2,3500,Melky Cabrera (S),KC,CLE,1.8,OF,0,0,0,0,0,0
5.702555556,0.271550265,-9,20,3,2100,Tony Wolters (L),COL,ARI,2.1,C,0,0,0,0,0,0
5.695555556,0.153933934,-8,5,3,3700,Mike Moustakas (L),KC,CLE,1.6,3B,0,0,0,0,0,0
5.660611111,0.104826132,-11,22,0,5400,Mike Trout (R),LAA,HOU,1.4,OF,0,0,0,0,0,0
5.634111111,0.187803704,-8,4,13,3000,Mark Canha (R),OAK,BOS,1.8,OF,0,0,0,0,0,0
5.611444444,0.102026263,-14,15,7,5500,Trea Turner (R),WSH,ATL,1.6,SS,0,0,0,0,0,0
5.554277778,0.146165205,-13,3,9,3800,Alex Bregman (R),HOU,LAA,1.7,3B/SS,0,0,0,0,0,0
5.512944444,0.11250907,-12,2,2,4900,Freddie Freeman (L),ATL,WSH,1.4,1B/3B,0,0,0,0,0,0
5.420388889,0.150566358,-10,24,17,3600,Scott Schebler (L),CIN,STL,1.7,OF,0,0,0,0,0,0
5.332611111,0.156841503,-6,5,3,3400,Chris Davis (L),BAL,NYY,1.7,1B,0,0,0,0,0,0
5.320888889,0.147802469,-7,3,2,3600,Kendrys Morales (S),TOR,MIN,1.8,1B,0,0,0,0,0,0
5.276833333,0.138864035,-9,10,14,3800,Jonathan Schoop (R),BAL,NYY,1.7,2B,0,0,0,0,0,0
5.181777778,0.167154122,-10,4,17,3100,Miguel Cabrera (R),DET,CWS,2.3,1B,0,0,0,0,0,0
5.074388889,0.15376936,-9,4,5,3300,Carlos Beltran (S),HOU,LAA,1.8,OF,0,0,0,0,0,0
5.051555556,0.148575163,-5,2,0,3400,Wilmer Difo (S),WSH,ATL,1.9,2B/SS,0,0,0,0,0,0
5.036388889,0.201455556,-11,-1,6,2500,Matt Chapman (R),OAK,BOS,2.4,3B,0,0,0,0,0,0
5.030333333,0.14372381,-3,8,5,3500,Matt Holliday (R),NYY,BAL,2,1B,0,0,0,0,0,0
4.939333333,0.176404762,-5,15,8,2800,Kevan Smith (R),CWS,DET,2,C,0,0,0,0,0,0
4.9145,0.10456383,-9,10,0,4700,Manny Machado (R),BAL,NYY,1.5,3B,0,0,0,0,0,0
4.8715,0.19486,-5,15,5,2500,Andrew Romine (S),DET,CWS,2.4,2B/OF,0,0,0,0,0,0
4.837555556,0.146592593,-7,14,5,3300,Brian McCann (L),HOU,LAA,1.6,C,0,0,0,0,0,0
4.828444444,0.166498084,-10,13,5,2900,Ezequiel Carrera (L),TOR,MIN,1.9,OF,0,0,0,0,0,0
4.822444444,0.172230159,-9,12,7,2800,Jose Iglesias (R),DET,CWS,2,SS,0,0,0,0,0,0
4.717111111,0.109700258,-7,17,9,4300,Jay Bruce (L),CLE,KC,1.6,OF,0,0,0,0,0,0
4.698333333,0.134238095,-7,21,6,3500,Brandon Drury (R),ARI,COL,2,2B,0,0,0,0,0,0
4.643111111,0.125489489,-12,4,3,3700,Brandon Moss (L),KC,CLE,1.5,1B/OF,0,0,0,0,0,0
4.601444444,0.143795139,-9,5,9,3200,Alcides Escobar (R),KC,CLE,1.5,SS,0,0,0,0,0,0
4.561277778,0.138220539,-3,6,0,3300,Dansby Swanson (R),ATL,WSH,1.5,SS,0,0,0,0,0,0
4.4425,0.134621212,-9,6,3,3300,Chad Pinder (R),OAK,BOS,2.1,OF/SS,0,0,0,0,0,0
4.414333333,0.152218391,-2,3,4,2900,Brock Holt (L),BOS,OAK,2,2B/OF,0,0,0,0,0,0
4.409277778,0.133614478,-6,12,0,3300,Nick Markakis (L),ATL,WSH,1.7,OF,0,0,0,0,0,0
4.372666667,0.128607843,-20,-5,0,3400,Yan Gomes (R),CLE,KC,1.6,C,0,0,0,0,0,0
4.219,0.117194444,-8,6,5,3600,Ian Desmond (R),COL,ARI,1.5,1B/OF,0,0,0,0,0,0
4.141888889,0.121820261,-11,1,3,3400,Matt Kemp (R),ATL,WSH,1.8,OF,0,0,0,0,0,0
3.855388889,0.167625604,-4,4,0,2300,Tyler Saladino (R),CWS,DET,2.6,2B/3B,0,0,0,0,0,0
3.804166667,0.095104167,-9,1,5,4000,Tim Beckham (R),BAL,NYY,1.7,SS,0,0,0,0,0,0
3.419388889,0.097696825,-7,8,3,3500,Mark Trumbo (R),BAL,NYY,1.6,OF,0,0,0,0,0,0
3.347555556,0.139481481,-5,3,4,2400,Guillermo Heredia (S),SEA,TEX,2.5,OF,0,0,0,0,0,0
3.284666667,0.076387597,-7,19,0,4300,Michael Taylor (R),WSH,ATL,1.6,OF,0,0,0,0,0,0
2.997944444,0.090846801,-5,6,14,3300,Clint Frazier (R),NYY,BAL,1.7,OF,0,0,0,0,0,0
2.756222222,0.098436508,-3,5,5,2800,Martin Maldonado (R),LAA,HOU,1.6,C,0,0,0,0,0,0
2.673388889,0.086238351,-13,11,0,3100,Yandy Diaz (R),CLE,KC,1.6,3B,0,0,0,0,0,0
2.586388889,0.076070261,-2,31,5,3400,Adam Engel (R),CWS,DET,1.7,OF,0,0,0,0,0,0
2.317166667,0.057929167,-7,14,5,4000,Lonnie Chisenhall (L),CLE,KC,0,OF,0,0,0,0,0,0
2.296055556,0.074066308,-4,13,8,3100,Jayson Werth (R),WSH,ATL,2.3,OF,0,0,0,0,0,0
1.7095,0.071229167,-2,10,2,2400,Jose Lobaton (S),WSH,ATL,0,C,0,0,0,0,0,0
1.644722222,0.048374183,-14,11,7,3400,Abraham Almonte (S),CLE,KC,0,OF,0,0,0,0,0,0
