RFPred,RFPer,RF_M,RF_P,Actual,Salary,Name,HTeam,Opp,Pts,Pos,C1B,C2B,C3B,C4B,C5B,C6B,C7B,C8B,C9B,C1P,C2P,C3P,C4P,C5P,C6P,C7P,C8P,C9P,Xgb,XgbPer,xgb_M,xgb_P,DNN,DNNPer
4.550111111,0,-4,8,0,2900,Rene Rivera,NYM,STL,2,C,0.4342,1.6302,1.6317,1.729,1.8018,2.8952,0.8544,2.1784,1.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.953,0,-8,6,5,3500,Jose Reyes,NYM,STL,1.9,3B/SS,1.6017,1.2272,1.4706,1.8282,2.0538,1.7105,1.4382,1.5504,0.3996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.159388889,0,-8,23,13,3100,Welington Castillo,BAL,TEX,2,C,1.081,1.9092,1.3104,2.201,3.104,2.2561,1.638,1.632,1.2485,0.6392,0.963,1.2432,1.8904,2.201,1.6965,0.516,1.7748,1.5736,0,0,0,0,0,0
5.291944444,0,-10,3,12,3000,Joey Rickard,BAL,TEX,1.8,OF,0,0,0,0,0,0,0,0,0,0.6392,0.963,1.2432,1.8904,2.201,1.6965,0.516,1.7748,1.5736,0,0,0,0,0,0
9.577,0,-10,29,2,3700,Trey Mancini,BAL,TEX,1.8,1B/OF,1.0788,0.9146,0.7938,1.7732,3.3466,2.2977,0.95,2.9716,2.1082,0.6392,0.963,1.2432,1.8904,2.201,1.6965,0.516,1.7748,1.5736,0,0,0,0,0,0
4.140166667,0,-4,3,13,3500,Ruben Tejada,BAL,TEX,1.5,3B/SS,0,0,0,0,0,0,0,0,0,0.6392,0.963,1.2432,1.8904,2.201,1.6965,0.516,1.7748,1.5736,0,0,0,0,0,0
11.218,0,-8,11,21,4200,Jonathan Schoop,BAL,TEX,1.8,2B,0.9956,1.4625,1.1165,1.7649,2.8314,2.5854,1.2528,2.1909,1.5372,0.6392,0.963,1.2432,1.8904,2.201,1.6965,0.516,1.7748,1.5736,0,0,0,0,0,0
9.304666667,0,-11,8,25,3700,Adam Jones,BAL,TEX,2.2,OF,0.4843,0.8917,0.939,1.92,2.373,2.3432,1.3464,2.0764,2.1357,0.6392,0.963,1.2432,1.8904,2.201,1.6965,0.516,1.7748,1.5736,0,0,0,0,0,0
8.545,0,-9,20,16,4000,Mark Trumbo,BAL,TEX,1.8,OF,0,0,0,0,0,0,0,0,0,0.6392,0.963,1.2432,1.8904,2.201,1.6965,0.516,1.7748,1.5736,0,0,0,0,0,0
9.033722222,0,-8,28,2,4700,Manny Machado,BAL,TEX,1.7,3B,1.1781,0.7276,0.6468,1.2584,2.6026,1.8703,1.72,1.525,2.408,0.6392,0.963,1.2432,1.8904,2.201,1.6965,0.516,1.7748,1.5736,0,0,0,0,0,0
6.151666667,0,-6,14,14,4400,Chris Davis,BAL,TEX,1.7,1B,1.0176,0.6256,0.9009,1.9278,1.7577,1.7108,1.8836,1.23,1.52,0.6392,0.963,1.2432,1.8904,2.201,1.6965,0.516,1.7748,1.5736,0,0,0,0,0,0
4.548888889,0,-7,30,7,3800,Xander Bogaerts,BOS,TOR,1.9,SS,0.7,1.1726,0.9396,2.5281,3.192,1.8648,0.9114,1.9631,1.9388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.89994444,0,-6,29,2,3200,Chris Young,BOS,TOR,2.5,OF,0.62,0.6578,0.57,0.7104,2.6724,3.0156,0.5863,2.1978,0.7315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.55627778,0,-8,11,2,3500,Jackie Bradley,BOS,TOR,2.2,OF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.414111111,0,-8,16,2,4100,Hanley Ramirez,BOS,TOR,1.9,1B,1.0304,0.8806,0.7755,1.6752,1.8972,2.4332,0.752,1.9647,1.3916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.09822222,0,-12,7,14,5400,Mookie Betts,BOS,TOR,1.7,OF,0.754,1.4,1.6014,1.8876,2.2977,2.1758,0.7917,1.5982,1.9951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.859,0,-9,26,9,2900,Sandy Leon,BOS,TOR,2.2,C,1.3772,1.4652,0.5106,1.7175,2.472,1.5963,1.41,1.5096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.178888889,0,-6,9,24,4400,Dustin Pedroia,BOS,TOR,1.7,2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.430277778,0,-4,7,9,3400,Brock Holt,BOS,TOR,1.6,2B/OF,1.55,0.7714,0.3731,2.0572,1.596,0.5863,2.7522,0.8142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.588,0,-7,3,5,2900,Deven Marrero,BOS,TOR,2.1,3B,0.95,0.96,1.1,2.2313,1.6428,2.96,1.4652,0.777,1.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
