"","RFPred","RFPer","RF_M","RF_P","Actual","Salary","Name","HTeam","Opp","Pts","Pos","Xgb","XgbPer","xgb_M","xgb_P","DNN","DNNPer"
"31562",6.17,0.118653846153846,-9,12,4,5200,"Charlie Blackmon (L)","COL","ARI",1.6,"OF",0,0,0,0,0,0
"31563",7.33261111111111,0.183315277777778,-6,26,7,4000,"DJ LeMahieu (R)","COL","ARI",1.7,"2B",0,0,0,0,0,0
"31564",5.05544444444445,0.12330352303523,-6,9,34,4100,"Carlos Gonzalez (L)","COL","ARI",1.6,"OF",0,0,0,0,0,0
"31565",5.85211111111111,0.146302777777778,-8,6,5,4000,"Mark Reynolds (R)","COL","ARI",1.5,"1B",0,0,0,0,0,0
"31566",5.02588888888889,0.143596825396825,-2,4,5,3500,"Jonathan Lucroy (R)","COL","ARI",1.5,"C",0,0,0,0,0,0
"31567",8.47505555555556,0.229055555555556,-14,7,5,3700,"Trevor Story (R)","COL","ARI",1.8,"SS",0,0,0,0,0,0
"31568",5.82911111111111,0.114296296296296,-8,17,2,5100,"Nolan Arenado (R)","COL","ARI",1.4,"3B",0,0,0,0,0,0
"31569",11.7087222222222,0.272295865633075,-8,13,8,4300,"Gerardo Parra (L)","COL","ARI",1.4,"OF",0,0,0,0,0,0
"31570",5.78344444444445,0.123052009456265,-8,11,5,4700,"Daniel Murphy (L)","WSH","ATL",1.5,"2B",0,0,0,0,0,0
"31571",6.84344444444444,0.126730452674897,-8,17,3,5400,"Trea Turner (R)","WSH","ATL",1.6,"SS",0,0,0,0,0,0
"31572",7.33327777777778,0.293331111111111,-5,9,2,2500,"Matt Wieters (S)","WSH","ATL",2.2,"C",0,0,0,0,0,0
"31573",8.39816666666666,0.18256884057971,-7,17,3,4600,"Anthony Rendon (R)","WSH","ATL",1.5,"3B",0,0,0,0,0,0
"31574",1.556,0.0361860465116279,-7,0,6,4300,"Michael Taylor (R)","WSH","ATL",1.5,"OF",0,0,0,0,0,0
"31575",7.71444444444445,0.220412698412698,-9,10,5,3500,"Adam Lind (L)","WSH","ATL",1.6,"1B/OF",0,0,0,0,0,0
"31576",6.01055555555556,0.136603535353535,-10,43,6,4400,"Ryan Zimmerman (R)","WSH","ATL",1.6,"1B",0,0,0,0,0,0
"31577",7.79627777777778,0.177188131313131,-12,9,3,4400,"Howie Kendrick (R)","WSH","ATL",1.6,"2B/OF",0,0,0,0,0,0
"31578",7.85655555555556,0.212339339339339,-10,22,5,3700,"Kendrys Morales (S)","TOR","BAL",1.7,"1B",0,0,0,0,0,0
"31579",5.68444444444444,0.142111111111111,-9,17,0,4000,"Jose Bautista (R)","TOR","BAL",1.6,"OF",0,0,0,0,0,0
"31580",5.25183333333333,0.119359848484848,-4,13,12,4400,"Justin Smoak (S)","TOR","BAL",1.6,"1B",0,0,0,0,0,0
"31581",7.44722222222222,0.155150462962963,-14,8,5,4800,"Josh Donaldson (R)","TOR","BAL",1.5,"3B",0,0,0,0,0,0
"31582",5.88588888888889,0.280280423280423,-7,18,10,2100,"Luke Maile (R)","TOR","BAL",2,"C",0,0,0,0,0,0
"31583",4.73261111111111,0.143412457912458,-6,9,4,3300,"Kevin Pillar (R)","TOR","BAL",1.8,"OF",0,0,0,0,0,0
"31584",6.49461111111111,0.249792735042735,-7,12,0,2600,"Ryan Goins (L)","TOR","BAL",1.9,"2B/SS",0,0,0,0,0,0
"31585",9.50272222222222,0.316757407407407,-12,20,3,3000,"Teoscar Hernandez (R)","TOR","BAL",1.8,"OF",0,0,0,0,0,0
"31586",6.08938888888889,0.2255329218107,-7,11,11,2700,"Richard Urena (S)","TOR","BAL",2.5,"SS",0,0,0,0,0,0
"31587",4.1105,0.146803571428571,-8,10,6,2800,"Chad Pinder (R)","OAK","BOS",2.5,"OF/SS",0,0,0,0,0,0
"31588",6.67983333333333,0.185550925925926,-7,9,0,3600,"Ryon Healy (R)","OAK","BOS",1.8,"1B/3B",0,0,0,0,0,0
"31589",4.27316666666667,0.152613095238095,-10,4,4,2800,"Dustin Garneau (R)","OAK","BOS",1.7,"C",0,0,0,0,0,0
"31590",10.4798333333333,0.23817803030303,-10,15,5,4400,"Matt Olson (L)","OAK","BOS",1.4,"1B/OF",0,0,0,0,0,0
"31591",7.46522222222222,0.298608888888889,-5,13,0,2500,"Mark Canha (R)","OAK","BOS",2.1,"OF",0,0,0,0,0,0
"31592",4.37338888888889,0.190147342995169,-11,18,0,2300,"Matt Chapman (R)","OAK","BOS",2.6,"3B",0,0,0,0,0,0
"31593",6.22011111111111,0.151710027100271,-8,9,9,4100,"Jed Lowrie (S)","OAK","BOS",1.6,"2B",0,0,0,0,0,0
"31594",8.10783333333333,0.197752032520325,-7,12,0,4100,"Khris Davis (R)","OAK","BOS",1.8,"OF",0,0,0,0,0,0
"31595",8.87783333333334,0.216532520325203,-12,18,0,4100,"Marcus Semien (R)","OAK","BOS",1.8,"SS",0,0,0,0,0,0
"31596",5.23977777777778,0.194065843621399,-4,16,0,2700,"Dominic Smith (L)","NYM","CHC",1.7,"1B",0,0,0,0,0,0
"31597",11.8035,0.281035714285714,-12,14,5,4200,"Jose Reyes (S)","NYM","CHC",1.5,"3B/SS",0,0,0,0,0,0
"31598",6.84688888888889,0.180181286549708,-6,25,11,3800,"Asdrubal Cabrera (S)","NYM","CHC",1.5,"2B/SS",0,0,0,0,0,0
"31599",8.94800000000001,0.372833333333334,-6,14,4,2400,"Travis Taijeron (R)","NYM","CHC",2.2,"OF",0,0,0,0,0,0
"31600",3.59222222222222,0.108855218855219,-13,12,2,3300,"Travis dArnaud (R)","NYM","CHC",1.6,"C",0,0,0,0,0,0
"31601",3.18177777777778,0.102637992831541,-5,11,11,3100,"Juan Lagares (R)","NYM","CHC",1.6,"OF",0,0,0,0,0,0
"31602",11.3987222222222,0.379957407407408,-7,20,8,3000,"Amed Rosario (R)","NYM","CHC",1.6,"SS",0,0,0,0,0,0
"31603",8.87266666666667,0.277270833333333,-7,16,6,3200,"Nori Aoki (L)","NYM","CHC",1.8,"OF",0,0,0,0,0,0
"31604",9.20616666666667,0.242267543859649,-10,7,18,3800,"Yadier Molina (R)","STL","CIN",1.7,"C",0,0,0,0,0,0
"31605",12.3146111111111,0.273658024691358,-12,5,22,4500,"Tommy Pham (R)","STL","CIN",1.7,"OF",0,0,0,0,0,0
"31606",11.2768888888889,0.275046070460705,-9,-1,21,4100,"Jose Martinez (R)","STL","CIN",1.6,"1B/OF",0,0,0,0,0,0
"31607",7.51983333333334,0.221171568627451,-10,11,5,3400,"Harrison Bader (R)","STL","CIN",1.8,"OF",0,0,0,0,0,0
"31608",6.01683333333333,0.167134259259259,-6,14,10,3600,"Kolten Wong (L)","STL","CIN",1.8,"2B",0,0,0,0,0,0
"31609",6.94283333333333,0.178021367521368,-10,7,26,3900,"Paul DeJong (R)","STL","CIN",1.8,"2B/SS",0,0,0,0,0,0
"31610",10.4498888888889,0.307349673202614,-6,13,19,3400,"Matt Carpenter (L)","STL","CIN",2.3,"1B",0,0,0,0,0,0
"31611",8.4145,0.227418918918919,-11,11,5,3700,"Randal Grichuk (R)","STL","CIN",1.7,"OF",0,0,0,0,0,0
"31612",6.96838888888889,0.268014957264957,-7,26,0,2600,"Jeimer Candelario (S)","DET","CLE",1.6,"1B/3B",0,0,0,0,0,0
"31613",6.18372222222222,0.247348888888889,-6,11,0,2500,"Efren Navarro (L)","DET","CLE",1.1,"1B/OF",0,0,0,0,0,0
"31614",4.19283333333333,0.174701388888889,-7,7,0,2400,"Andrew Romine (S)","DET","CLE",1.5,"2B/OF",0,0,0,0,0,0
"31615",5.24527777777778,0.187331349206349,-6,15,3,2800,"Tyler Collins (L)","DET","CLE",1.4,"OF",0,0,0,0,0,0
"31616",7.17977777777778,0.224368055555556,-11,13,5,3200,"Ian Kinsler (R)","DET","CLE",1.8,"2B",0,0,0,0,0,0
"31617",7.45888888888889,0.226026936026936,-9,15,8,3300,"Nick Castellanos (R)","DET","CLE",1.5,"3B",0,0,0,0,0,0
"31618",6.92738888888889,0.223464157706093,-7,5,0,3100,"Miguel Cabrera (R)","DET","CLE",1.6,"1B",0,0,0,0,0,0
"31619",7.23327777777777,0.249423371647509,-6,20,5,2900,"Alex Presley (L)","DET","CLE",1.6,"OF",0,0,0,0,0,0
"31620",7.08716666666667,0.354358333333333,-9,8,0,2000,"Bryan Holaday (R)","DET","CLE",1.7,"C",0,0,0,0,0,0
"31621",6.72111111111111,0.186697530864197,-6,8,0,3600,"Ketel Marte (S)","ARI","COL",1.6,"SS",0,0,0,0,0,0
"31622",14.7484444444444,0.351153439153439,-7,28,5,4200,"A.J. Pollock (R)","ARI","COL",1.6,"OF",0,0,0,0,0,0
"31623",5.28427777777778,0.135494301994302,-4,10,6,3900,"David Peralta (L)","ARI","COL",1.9,"OF",0,0,0,0,0,0
"31624",5.80772222222222,0.145193055555556,-9,16,3,4000,"Daniel Descalso (L)","ARI","COL",1.5,"2B/OF",0,0,0,0,0,0
"31625",10.0575,0.182863636363636,-10,8,19,5500,"J.D. Martinez (R)","ARI","COL",1.3,"OF",0,0,0,0,0,0
"31626",5.42616666666667,0.115450354609929,-7,8,2,4700,"Jake Lamb (L)","ARI","COL",1.6,"3B",0,0,0,0,0,0
"31627",7.84116666666667,0.224033333333333,-10,6,5,3500,"Chris Iannetta (R)","ARI","COL",2.1,"C",0,0,0,0,0,0
"31628",8.61727777777778,0.16571688034188,-5,15,0,5200,"Paul Goldschmidt (R)","ARI","COL",1.5,"1B",0,0,0,0,0,0
