"","RFPred","RFPer","RF_M","RF_P","Actual","Salary","Name","HTeam","Opp","Pts","Pos","C1B","C2B","C3B","C4B","C5B","C6B","C7B","C8B","C9B","C1P","C2P","C3P","C4P","C5P","C6P","C7P","C8P","C9P","Xgb","XgbPer","xgb_M","xgb_P","DNN","DNNPer"
"33093",8.43555555555556,0,-7,7,0,3200,"Nick Markakis","NYM","ATL",1.5,"OF",0,1.375,0.9,1.66,3.55,1.6,2.68,1.5106,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33094",15.2921666666667,0,-7,11,0,2800,"Denard Span","NYM","ATL",2.2,"OF",1.5984,1.95,0.7992,2.0979,1.1726,1.26,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33095",7.31238888888889,0,-3,13,0,2800,"Drew Robinson","NYM","ATL",1.8,"OF",0,0,0.825,0,2.25,2.2011,3.4,0,1.3986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33096",9.53822222222222,0,-9,17,0,2900,"Nick Williams","NYM","ATL",1.9,"OF",0,0.9,0,2,2.7,3.6018,0,2.675,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33097",14.5874444444444,0,-7,12,0,4300,"Trevor Story","NYM","ATL",2.2,"SS",0,0.8375,0.76,0,1.85,1.42,3.06,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33098",9.68388888888889,0,-7,14,0,2700,"Eric Sogard","NYM","ATL",2.1,"2B/SS",0,2.7,0,0,3.3633,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33099",6.06488888888888,0,-6,2,0,2400,"Cliff Pennington","NYM","ATL",2.1,"2B/SS",3.4,0,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33100",10.7168333333333,0,-6,21,0,2900,"Logan Morrison","NYM","ATL",2,"1B",0,0,0,0,0,0,2.9348,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33101",9.46483333333333,0,-9,12,0,3900,"Jose Abreu","NYM","ATL",1.6,"1B",0,0,0,1.475,4.14,3.9,0,3.3689,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33102",7.02966666666667,0,-13,1,0,2900,"Abraham Almonte","NYM","ATL",1.7,"OF",0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33103",7.60511111111111,0,-5,0,0,3100,"Dan Vogelbach","NYM","ATL",1.5,"1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33104",10.6706111111111,0,-3,12,0,4300,"Lorenzo Cain","NYM","ATL",1.5,"OF",0,2.04,0,2.002,4.1144,3.075,0,1.1,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33105",8.9485,0,-7,6,0,4100,"Paul DeJong","NYM","ATL",1.6,"SS",0,5.025,0,1.6,2.3738,1.0153,0,2.5311,2.3643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33106",12.3384444444444,0,-6,12,0,4300,"Nick Castellanos","CLE","BAL",1.7,"OF",0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"33107",6.74111111111111,0,-7,7,0,3000,"Jorge Soler","CLE","BAL",2,"OF",0,0,1.8009,0,2.56,1.5984,0,2.4,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"33108",9.64255555555556,0,-3,7,0,4200,"Carlos Gonzalez","CLE","BAL",1.8,"OF",0,1.7,1.1322,3.84,1.2155,3,1.8648,1.275,0.425,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"33109",8.22822222222222,0,-7,16,0,4500,"Willson Contreras","CLE","BAL",2.1,"C",3,2.4375,1.1655,3.66,1.67,2.6,0,1.0855,1.725,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"33110",4.53966666666667,0,-4,1,0,2700,"Jurickson Profar","CLE","BAL",1.8,"2B/SS",2.7,2.05,0,0,0,0,0,4.3355,2.5308,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"33111",16.6643888888889,0,-8,24,0,3500,"Ender Inciarte","CLE","BAL",1.7,"OF",0.8866,1.225,0,1.85,0.6847,0,0,2.45,2.45,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"33112",14.7944444444444,0,-8,5,0,4300,"Robinson Cano","CLE","BAL",1.5,"2B",0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"33113",8.7915,0,-10,10,0,4300,"Joey Gallo","CLE","BAL",1.8,"1B/OF",0,0.7014,1.4,2.9601,3.2396,0,0.89,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"33114",15.6297222222222,0,-12,9,0,3000,"Preston Tucker","CLE","BAL",1.6,"OF",2.6,0,0,1.625,3.861,0,3.4684,3.12,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"33115",12.6871111111111,0,-2,24,0,4400,"Ian Happ","CLE","BAL",1.9,"OF",0,1.7649,0,1.78,4.35,2.35,0,2.717,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"33116",13.922,0,-12,15,0,3200,"J.T. Realmuto","CLE","BAL",1.7,"C",0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"33117",7.61327777777778,0,-6,17,0,3000,"Dixon Machado","CLE","BAL",1.8,"2B",1.4985,2.2977,0,2.7,2.5179,1.6,0,0,2.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"33118",7.40905555555556,0,-9,2,0,2400,"Juan Centeno","COL","CHC",2,"C",0,0,0,0,0,0,0,0,0,0,0,0,0,1.4157,0,0,0,0,0,0,0,0,0,0
"33119",6.51211111111111,0,-6,14,0,3400,"Nomar Mazara","COL","CHC",1.4,"OF",0,2.7375,0,2.6,2.08,2.6,1.5651,2.2308,3.1349,0,0,0,0,1.4157,0,0,0,0,0,0,0,0,0,0
"33120",12.8777222222222,0,-6,4,0,2900,"Jordy Mercer","COL","CHC",2,"SS",0,0,2.025,2.7,1.3527,2.1645,1.9,1.35,0,0,0,0,0,1.4157,0,0,0,0,0,0,0,0,0,0
"33121",6.28138888888889,0,-8,15,0,3100,"Colin Moran","COL","CHC",1.6,"3B",3.0015,1.125,0,2.85,3.06,2.56,2.9637,0,1.6983,0,0,0,0,1.4157,0,0,0,0,0,0,0,0,0,0
"33122",8.34927777777778,0,-9,13,0,2900,"Pedro Alvarez","COL","CHC",1.6,"1B/3B",2.45,0,0,1.8648,6.3,0,1.3986,0,0,0,0,0,0,1.4157,0,0,0,0,0,0,0,0,0,0
"33123",10.6313333333333,0,-10,12,0,3600,"Kyle Seager","COL","CHC",2.1,"3B",1.35,2.6013,0,2.325,2.95,0,1.4652,3.1317,0.85,0,0,0,0,1.4157,0,0,0,0,0,0,0,0,0,0
"33124",6.47438888888889,0,-6,11,0,2500,"Cam Gallagher","COL","CHC",2.2,"C",0,0,0,3,10.4,0,0,2.25,0,0,0,0,0,1.4157,0,0,0,0,0,0,0,0,0,0
"33125",6.146,0,-1,11,0,3200,"Daniel Robertson","COL","CHC",1.5,"2B/SS",0,0,1.65,0,5.3,0,1.2987,2.1978,0,0,0,0,0,1.4157,0,0,0,0,0,0,0,0,0,0
"33126",5.14944444444444,0,-8,5,0,2900,"Miguel Rojas","COL","CHC",1.7,"SS",3.1,0,1.1655,3.5402,1.95,1.1655,0,3.27,2.35,0,0,0,0,1.4157,0,0,0,0,0,0,0,0,0,0
"33127",6.45938888888889,0,-8,6,0,2900,"Andrew Knapp","COL","CHC",1.8,"C",0,0,0,3.25,3.3966,1.85,0,0,1.8648,0,0,0,0,1.4157,0,0,0,0,0,0,0,0,0,0
"33128",11.0697777777778,0,-6,24,0,4500,"Starling Marte","COL","CHC",1.6,"OF",1.5651,1.5651,0,0,4.1205,1.88,0,1.9647,3.75,0,0,0,0,1.4157,0,0,0,0,0,0,0,0,0,0
"33129",9.39666666666666,0,-6,17,0,3200,"Harrison Bader","COL","CHC",2,"OF",0,0,0,0,6.1364,1.8981,0,0,0,0,0,0,0,1.4157,0,0,0,0,0,0,0,0,0,0
"33130",9.00794444444445,0,-7,-2,0,3000,"Jon Jay","STL","CIN",1.8,"OF",0,2.82,0,0.858,2.5641,1.175,1.38,3.4684,1.075,0,0,0,0,0,12.4,0,0,2.825,0,0,0,0,0,0
"33131",11.5771111111111,0,-6,21,0,3400,"Mallex Smith","STL","CIN",1.5,"OF",1.4985,1,2.25,4.2021,1.36,0,2,0,3.42,0,0,0,0,0,12.4,0,0,2.825,0,0,0,0,0,0
"33132",7.13122222222222,0,-10,25,0,2900,"Lewis Brinson","STL","CIN",1.8,"OF",0,0,0,2.0306,1.1189,1.0153,0,0,0.95,0,0,0,0,0,12.4,0,0,2.825,0,0,0,0,0,0
"33133",7.81711111111111,0,-8,5,0,3000,"Alex Blandino","STL","CIN",1.7,"3B",0,0,0,0,0,0,0,7.65,0,0,0,0,0,0,12.4,0,0,2.825,0,0,0,0,0,0
"33134",5.31216666666667,0,-6,8,0,2500,"Tony Wolters","STL","CIN",2,"C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,0,2.825,0,0,0,0,0,0
"33135",6.706,0,-9,10,0,3100,"Yan Gomes","STL","CIN",1.7,"C",1.3986,0,0,0,1.6317,2.275,0,2.1,3.08,0,0,0,0,0,12.4,0,0,2.825,0,0,0,0,0,0
"33136",6.79594444444444,0,-7,6,0,2400,"Ryan Goins","STL","CIN",1.6,"2B/SS",0,0,0,0,0,9.8,0,4.92,0,0,0,0,0,0,12.4,0,0,2.825,0,0,0,0,0,0
