Date,PLayerID,PBreak1,PBreak2,PBreak3,PBreak4,PBreak5,PBreak6,PBreak7,PBreak8,PBreak9,PB1,PB2,PB3,PB4,PlayerName,Breakdown,CPBrea,PPerreak1,PPerreak2,PPerreak3,PPerreak4,PPerreak5,PPerreak6,PPerreak7,PPerreak8,PPerreak9,PPer1,PPer2,PPer3,PPer4,PlayerNamePer,BreakdownPer,PerCP,BAvg1,BAvg2,BAvg3,BAvg4,BAvg5,BAvg6,BAvg7,BAvg8,BAvg9,BAvgQ1,BAvgQ2,BAvgQ3,BAvgQ4,PlayerNameBAvg,BAvgQ,BAvgQCP,EVAvg1,EVAvg2,EVAvg3,EVAvg4,EVAvg5,EVAvg6,EVAvg7,EVAvg8,EVAvg9,EVAvgQ1,EVAvgQ2,EVAvgQ3,EVAvgQ4,PlayerNameEVA,EVAvgQ,EVAvgQCP
2018-04-09,435263,57,68,56,115,76,72,111,87,58,201,101,345,234,"Brian McCann","Pitch Breakdown","[Catcher Perspective]",3.6,4.3,3.5,7.3,4.8,4.6,7.0,5.5,3.7,12.7,6.4,21.8,14.8,"Brian McCann","Pitch ","[Catcher Perspective]",.238,.208,.158,.220,.407,.350,.257,.176,.231,.323,.111,.241,.095,"Brian McCann","Batting Avg","[Catcher Perspective]",89.7,84.4,80.0,92.4,92.5,81.8,89.8,88.7,90.3,85.9,83.5,84.0,83.8,"Brian McCann","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,489149,102,111,65,176,155,113,145,147,100,262,208,401,369,"Logan Morrison","Pitch Breakdown","[Catcher Perspective]",4.3,4.7,2.8,7.5,6.6,4.8,6.2,6.2,4.2,11.1,8.8,17.0,15.7,"Logan Morrison","Pitch ","[Catcher Perspective]",.185,.220,.231,.379,.333,.206,.217,.333,.350,.160,.182,.098,.034,"Logan Morrison","Batting Avg","[Catcher Perspective]",92.9,89.4,83.4,91.7,92.5,85.1,86.7,90.9,95.6,90.6,76.1,80.2,83.6,"Logan Morrison","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,400085,46,52,27,77,74,40,51,56,43,119,59,129,92,"Ichiro Suzuki","Pitch Breakdown","[Catcher Perspective]",5.3,6.0,3.1,8.9,8.6,4.6,5.9,6.5,5.0,13.8,6.8,14.9,10.6,"Ichiro Suzuki","Pitch ","[Catcher Perspective]",.167,.278,.273,.308,.250,.273,.444,.286,.200,.444,.100,.095,.143,"Ichiro Suzuki","Batting Avg","[Catcher Perspective]",86.1,84.7,70.4,83.3,84.2,71.9,74.2,79.5,81.4,78.1,76.3,75.1,66.1,"Ichiro Suzuki","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,488671,77,89,52,142,123,87,102,104,79,229,84,237,204,"Alex Avila","Pitch Breakdown","[Catcher Perspective]",4.8,5.5,3.2,8.8,7.6,5.4,6.3,6.5,4.9,14.2,5.2,14.7,12.7,"Alex Avila","Pitch ","[Catcher Perspective]",.056,.370,.200,.279,.349,.353,.360,.179,.333,.000,.500,.200,.000,"Alex Avila","Batting Avg","[Catcher Perspective]",101.1,98.2,85.4,94.7,93.4,91.1,84.6,84.8,97.3,79.4,90.5,85.8,57.1,"Alex Avila","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,596144,19,36,29,26,51,45,21,27,38,54,68,57,100,"Cheslor Cuthbert","Pitch Breakdown","[Catcher Perspective]",3.3,6.3,5.1,4.6,8.9,7.9,3.7,4.7,6.7,9.5,11.9,10.0,17.5,"Cheslor Cuthbert","Pitch ","[Catcher Perspective]",.444,.444,.125,.100,.278,.385,.333,.167,.000,.111,.100,.143,.125,"Cheslor Cuthbert","Batting Avg","[Catcher Perspective]",86.2,93.4,89.4,77.8,91.9,87.2,91.4,85.0,80.4,66.0,83.7,60.3,77.7,"Cheslor Cuthbert","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,571875,99,105,73,172,175,140,189,181,94,293,156,518,357,"Jake Lamb","Pitch Breakdown","[Catcher Perspective]",3.9,4.1,2.9,6.7,6.9,5.5,7.4,7.1,3.7,11.5,6.1,20.3,14.0,"Jake Lamb","Pitch ","[Catcher Perspective]",.240,.125,.185,.224,.471,.345,.160,.288,.281,.143,.063,.106,.150,"Jake Lamb","Batting Avg","[Catcher Perspective]",90.1,90.8,82.7,93.7,94.4,89.5,84.9,85.2,92.5,83.2,76.6,78.5,84.5,"Jake Lamb","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,502082,56,40,39,73,71,56,67,55,48,133,101,180,151,"Lonnie Chisenhall","Pitch Breakdown","[Catcher Perspective]",5.2,3.7,3.6,6.8,6.6,5.2,6.3,5.1,4.5,12.4,9.4,16.8,14.1,"Lonnie Chisenhall","Pitch ","[Catcher Perspective]",.154,.417,.091,.308,.455,.300,.320,.435,.350,.000,.111,.348,.083,"Lonnie Chisenhall","Batting Avg","[Catcher Perspective]",87.7,95.9,73.9,87.5,86.2,83.1,87.0,93.7,87.1,77.7,76.0,85.5,71.3,"Lonnie Chisenhall","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,624428,101,94,61,139,135,88,113,106,67,291,133,207,193,"Adam Frazier","Pitch Breakdown","[Catcher Perspective]",5.8,5.4,3.5,8.0,7.8,5.1,6.5,6.1,3.9,16.8,7.7,12.0,11.2,"Adam Frazier","Pitch ","[Catcher Perspective]",.143,.200,.286,.368,.367,.353,.387,.292,.292,.192,.143,.189,.056,"Adam Frazier","Batting Avg","[Catcher Perspective]",90.6,87.3,78.3,88.2,88.6,87.5,83.1,89.5,84.3,86.4,61.8,74.0,75.3,"Adam Frazier","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,544725,57,61,37,84,77,69,62,74,50,158,78,161,143,"Leury Garcia","Pitch Breakdown","[Catcher Perspective]",5.1,5.5,3.3,7.6,6.9,6.2,5.6,6.7,4.5,14.2,7.0,14.5,12.9,"Leury Garcia","Pitch ","[Catcher Perspective]",.286,.400,.353,.259,.313,.400,.333,.333,.167,.115,.267,.091,.111,"Leury Garcia","Batting Avg","[Catcher Perspective]",83.7,88.0,82.1,91.0,88.5,81.4,83.2,88.8,83.9,74.9,87.5,69.4,65.7,"Leury Garcia","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,456665,51,82,61,68,94,107,49,74,85,81,168,133,319,"Steve Pearce","Pitch Breakdown","[Catcher Perspective]",3.7,6.0,4.4,5.0,6.9,7.8,3.6,5.4,6.2,5.9,12.2,9.7,23.3,"Steve Pearce","Pitch ","[Catcher Perspective]",.429,.455,.333,.273,.275,.261,.000,.278,.136,.083,.136,.083,.115,"Steve Pearce","Batting Avg","[Catcher Perspective]",81.6,92.2,90.5,84.3,93.4,89.9,70.2,90.0,78.9,78.2,84.5,56.0,75.9,"Steve Pearce","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,642082,2,3,2,9,3,8,6,10,4,19,3,19,8,"Chance Sisco","Pitch Breakdown","[Catcher Perspective]",2.1,3.1,2.1,9.4,3.1,8.3,6.3,10.4,4.2,19.8,3.1,19.8,8.3,"Chance Sisco","Pitch ","[Catcher Perspective]",,,,.500,1.000,.333,.500,.000,.500,,,.000,.000,"Chance Sisco","Batting Avg","[Catcher Perspective]",,,,91.3,100.9,90.4,60.0,71.4,98.2,,,,,"Chance Sisco","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,571431,49,38,42,92,84,71,100,85,81,172,125,255,241,"Matt Adams","Pitch Breakdown","[Catcher Perspective]",3.4,2.6,2.9,6.4,5.9,4.9,7.0,5.9,5.6,12.0,8.7,17.8,16.8,"Matt Adams","Pitch ","[Catcher Perspective]",.176,.250,.273,.379,.345,.227,.438,.393,.286,.188,.000,.196,.217,"Matt Adams","Batting Avg","[Catcher Perspective]",92.5,95.9,89.2,90.4,96.5,90.8,89.5,96.7,88.1,80.8,68.3,78.6,86.3,"Matt Adams","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,488771,65,88,63,138,117,98,128,115,78,161,114,275,203,"Jason Castro","Pitch Breakdown","[Catcher Perspective]",4.0,5.4,3.8,8.4,7.1,6.0,7.8,7.0,4.7,9.8,6.9,16.7,12.4,"Jason Castro","Pitch ","[Catcher Perspective]",.000,.227,.154,.256,.354,.256,.326,.341,.154,.091,.167,.069,.176,"Jason Castro","Batting Avg","[Catcher Perspective]",91.0,94.2,83.2,91.4,90.8,87.4,84.2,90.3,92.4,69.6,71.1,74.4,76.6,"Jason Castro","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,592348,6,2,0,6,2,5,8,6,9,7,3,21,11,"Niko Goodrum","Pitch Breakdown","[Catcher Perspective]",7.0,2.3,0.0,7.0,2.3,5.8,9.3,7.0,10.5,8.1,3.5,24.4,12.8,"Niko Goodrum","Pitch ","[Catcher Perspective]",.500,,.000,,,.000,.000,.000,.000,,,.000,.000,"Niko Goodrum","Batting Avg","[Catcher Perspective]",100.0,,,,,80.0,96.8,76.9,,,,67.9,,"Niko Goodrum","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,527043,12,15,22,24,45,36,30,43,35,33,45,83,120,"Jefry Marte","Pitch Breakdown","[Catcher Perspective]",2.2,2.8,4.1,4.4,8.3,6.6,5.5,7.9,6.4,6.1,8.3,15.3,22.1,"Jefry Marte","Pitch ","[Catcher Perspective]",.000,.222,.000,.333,.267,.400,.000,.222,.100,.000,.167,.000,.118,"Jefry Marte","Batting Avg","[Catcher Perspective]",75.9,96.8,87.1,90.5,82.6,85.8,83.5,90.8,80.7,66.9,87.8,,76.3,"Jefry Marte","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,608384,41,59,41,86,77,76,77,77,47,178,115,216,125,"Nick Williams","Pitch Breakdown","[Catcher Perspective]",3.4,4.9,3.4,7.1,6.3,6.3,6.3,6.3,3.9,14.7,9.5,17.8,10.3,"Nick Williams","Pitch ","[Catcher Perspective]",.167,.238,.214,.576,.458,.393,.346,.375,.214,.333,.182,.047,.071,"Nick Williams","Batting Avg","[Catcher Perspective]",89.5,92.7,75.7,93.4,95.8,90.0,89.4,96.0,90.6,85.0,76.9,73.5,79.0,"Nick Williams","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,518595,46,95,71,55,104,113,35,71,93,125,185,89,277,"Travis d Arnaud","Pitch Breakdown","[Catcher Perspective]",3.4,7.0,5.2,4.0,7.7,8.3,2.6,5.2,6.8,9.2,13.6,6.5,20.4,"Travis d Arnaud","Pitch ","[Catcher Perspective]",.421,.185,.261,.370,.292,.250,.375,.296,.235,.250,.086,.182,.087,"Travis d Arnaud","Batting Avg","[Catcher Perspective]",87.7,91.3,91.8,93.6,91.5,86.9,95.6,88.2,82.0,84.7,83.3,89.7,75.4,"Travis d Arnaud","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,594694,95,74,66,77,93,69,58,74,42,231,160,117,167,"Wilmer Difo","Pitch Breakdown","[Catcher Perspective]",7.2,5.6,5.0,5.8,7.0,5.2,4.4,5.6,3.2,17.5,12.1,8.8,12.6,"Wilmer Difo","Pitch ","[Catcher Perspective]",.290,.290,.227,.171,.436,.250,.143,.318,.091,.441,.278,.100,.095,"Wilmer Difo","Batting Avg","[Catcher Perspective]",82.5,88.7,83.2,84.4,88.3,81.0,68.1,82.4,75.0,81.8,81.1,59.1,74.6,"Wilmer Difo","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,571718,64,48,33,103,84,63,78,50,33,186,83,182,135,"Brian Goodwin","Pitch Breakdown","[Catcher Perspective]",5.6,4.2,2.9,9.0,7.4,5.5,6.8,4.4,2.9,16.3,7.3,15.9,11.8,"Brian Goodwin","Pitch ","[Catcher Perspective]",.348,.133,.333,.244,.378,.526,.045,.286,.333,.375,.143,.048,.000,"Brian Goodwin","Batting Avg","[Catcher Perspective]",93.8,91.8,84.1,90.7,94.1,97.3,73.5,87.1,91.9,81.4,65.0,79.9,73.5,"Brian Goodwin","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,595284,31,28,15,61,64,51,46,56,48,112,55,133,116,"Andrew Knapp","Pitch Breakdown","[Catcher Perspective]",3.8,3.4,1.8,7.5,7.8,6.3,5.6,6.9,5.9,13.7,6.7,16.3,14.2,"Andrew Knapp","Pitch ","[Catcher Perspective]",.222,.429,.000,.435,.542,.273,.083,.071,.294,.000,.000,.143,.071,"Andrew Knapp","Batting Avg","[Catcher Perspective]",93.8,93.1,87.6,89.2,95.5,91.7,78.0,88.5,85.9,78.7,72.1,75.8,89.7,"Andrew Knapp","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,605357,0,0,2,1,0,7,1,2,2,0,0,1,7,"Mike Marjama","Pitch Breakdown","[Catcher Perspective]",0.0,0.0,8.7,4.3,0.0,30.4,4.3,8.7,8.7,0.0,0.0,4.3,30.4,"Mike Marjama","Pitch ","[Catcher Perspective]",.000,.000,.500,1.000,.000,.000,1.000,.000,.000,.000,.000,,,"Mike Marjama","Batting Avg","[Catcher Perspective]",,,101.4,63.0,,91.0,83.3,77.3,82.9,,,,,"Mike Marjama","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,592626,47,70,39,93,76,51,93,102,49,170,85,262,221,"Joc Pederson","Pitch Breakdown","[Catcher Perspective]",3.5,5.2,2.9,6.8,5.6,3.8,6.8,7.5,3.6,12.5,6.3,19.3,16.3,"Joc Pederson","Pitch ","[Catcher Perspective]",.200,.280,.500,.281,.300,.056,.233,.190,.250,.071,.143,.167,.056,"Joc Pederson","Batting Avg","[Catcher Perspective]",94.9,93.0,93.0,94.8,91.8,86.8,85.7,92.3,77.2,77.8,93.7,83.8,81.0,"Joc Pederson","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,621002,34,42,41,50,88,102,46,81,74,72,94,89,234,"Daniel Robertson","Pitch Breakdown","[Catcher Perspective]",3.2,4.0,3.9,4.8,8.4,9.7,4.4,7.7,7.1,6.9,9.0,8.5,22.3,"Daniel Robertson","Pitch ","[Catcher Perspective]",.273,.111,.143,.348,.375,.154,.083,.250,.150,.125,.000,.000,.103,"Daniel Robertson","Batting Avg","[Catcher Perspective]",79.8,88.3,99.5,86.0,91.6,83.7,94.1,85.0,85.8,69.1,78.7,80.0,72.9,"Daniel Robertson","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,519222,27,28,39,47,74,82,40,61,66,92,75,113,207,"Austin Romine","Pitch Breakdown","[Catcher Perspective]",2.8,2.9,4.1,4.9,7.8,8.6,4.2,6.4,6.9,9.7,7.9,11.9,21.8,"Austin Romine","Pitch ","[Catcher Perspective]",.000,.143,.167,.200,.235,.324,.263,.250,.227,.500,.000,.000,.185,"Austin Romine","Batting Avg","[Catcher Perspective]",68.0,98.2,97.5,77.1,93.4,90.6,91.4,89.4,82.3,72.9,82.5,87.1,72.1,"Austin Romine","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,624585,18,14,11,23,25,22,19,36,36,38,32,61,104,"Jorge Soler","Pitch Breakdown","[Catcher Perspective]",4.1,3.2,2.5,5.2,5.7,5.0,4.3,8.2,8.2,8.7,7.3,13.9,23.7,"Jorge Soler","Pitch ","[Catcher Perspective]",.500,.333,.000,.250,.077,.200,.167,.250,.071,.000,.143,.000,.083,"Jorge Soler","Batting Avg","[Catcher Perspective]",88.2,98.4,,86.4,96.3,99.4,88.1,89.7,83.2,86.7,90.8,57.9,79.5,"Jorge Soler","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,545358,7,7,5,5,9,10,10,4,6,5,14,16,33,"Max Stassi","Pitch Breakdown","[Catcher Perspective]",5.3,5.3,3.8,3.8,6.9,7.6,7.6,3.1,4.6,3.8,10.7,12.2,25.2,"Max Stassi","Pitch ","[Catcher Perspective]",.000,.250,.500,.000,.000,.333,.500,,.000,,.000,,.000,"Max Stassi","Batting Avg","[Catcher Perspective]",89.6,90.1,96.9,87.0,76.8,107.4,92.2,,54.8,,,,86.8,"Max Stassi","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,596129,4,7,2,10,6,4,19,9,5,22,5,32,24,"Daniel Vogelbach","Pitch Breakdown","[Catcher Perspective]",2.7,4.7,1.3,6.7,4.0,2.7,12.8,6.0,3.4,14.8,3.4,21.5,16.1,"Daniel Vogelbach","Pitch ","[Catcher Perspective]",.333,.500,.000,.333,.000,,.250,.500,,.000,,.200,.000,"Daniel Vogelbach","Batting Avg","[Catcher Perspective]",101.5,86.6,68.6,85.2,97.5,,79.9,83.3,,93.3,,93.0,84.0,"Daniel Vogelbach","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,595751,13,18,16,31,30,27,12,25,20,35,34,31,99,"Jorge Alfaro","Pitch Breakdown","[Catcher Perspective]",3.3,4.6,4.1,7.9,7.7,6.9,3.1,6.4,5.1,9.0,8.7,7.9,25.3,"Jorge Alfaro","Pitch ","[Catcher Perspective]",1.000,.333,.333,.389,.556,.500,.600,.286,.375,.000,.000,.200,.143,"Jorge Alfaro","Batting Avg","[Catcher Perspective]",76.3,97.7,84.3,84.9,102.4,99.3,105.6,82.6,80.1,80.1,,75.1,75.8,"Jorge Alfaro","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,460077,26,45,37,40,59,59,26,35,45,62,95,47,140,"Drew Butera","Pitch Breakdown","[Catcher Perspective]",3.6,6.3,5.2,5.6,8.2,8.2,3.6,4.9,6.3,8.7,13.3,6.6,19.6,"Drew Butera","Pitch ","[Catcher Perspective]",.167,.211,.273,.333,.233,.250,.333,.200,.250,.333,.125,.000,.000,"Drew Butera","Batting Avg","[Catcher Perspective]",87.4,87.2,89.0,82.4,87.8,81.3,80.7,78.1,85.9,82.6,78.9,86.4,82.9,"Drew Butera","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,605204,6,13,4,14,28,32,8,10,15,18,19,23,48,"J.D. Davis","Pitch Breakdown","[Catcher Perspective]",2.5,5.5,1.7,5.9,11.8,13.4,3.4,4.2,6.3,7.6,8.0,9.7,20.2,"J.D. Davis","Pitch ","[Catcher Perspective]",.333,.000,.000,.400,.545,.000,.250,.286,.333,.000,.000,.000,.167,"J.D. Davis","Batting Avg","[Catcher Perspective]",102.8,,,82.2,98.3,98.9,94.0,85.4,85.8,96.5,,60.5,73.3,"J.D. Davis","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,434658,46,58,45,59,103,102,64,89,102,100,96,145,320,"Rajai Davis","Pitch Breakdown","[Catcher Perspective]",3.5,4.4,3.4,4.4,7.8,7.7,4.8,6.7,7.7,7.5,7.2,10.9,24.1,"Rajai Davis","Pitch ","[Catcher Perspective]",.333,.211,.412,.208,.300,.387,.304,.188,.200,.143,.154,.111,.153,"Rajai Davis","Batting Avg","[Catcher Perspective]",74.8,85.4,92.4,82.4,87.0,86.4,92.4,90.9,85.1,75.9,82.9,77.1,79.6,"Rajai Davis","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,446386,30,41,37,45,61,45,29,40,54,70,95,100,114,"Brandon Guyer","Pitch Breakdown","[Catcher Perspective]",3.9,5.4,4.9,5.9,8.0,5.9,3.8,5.3,7.1,9.2,12.5,13.1,15.0,"Brandon Guyer","Pitch ","[Catcher Perspective]",.400,.231,.000,.250,.261,.125,.250,.200,.421,.000,.300,.167,.273,"Brandon Guyer","Batting Avg","[Catcher Perspective]",75.3,85.7,82.4,78.5,87.8,89.4,83.4,86.0,86.5,70.2,87.7,67.7,76.0,"Brandon Guyer","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,452104,146,116,99,157,157,110,123,135,88,402,221,305,269,"Chase Headley","Pitch Breakdown","[Catcher Perspective]",6.3,5.0,4.3,6.7,6.7,4.7,5.3,5.8,3.8,17.3,9.5,13.1,11.6,"Chase Headley","Pitch ","[Catcher Perspective]",.279,.429,.375,.344,.364,.283,.259,.188,.172,.100,.111,.167,.209,"Chase Headley","Batting Avg","[Catcher Perspective]",88.3,86.0,84.5,89.6,91.0,86.3,81.7,90.3,88.5,75.2,72.5,80.5,84.3,"Chase Headley","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,592407,3,4,4,6,7,9,4,5,6,12,10,7,15,"Bryan Holaday","Pitch Breakdown","[Catcher Perspective]",3.3,4.3,4.3,6.5,7.6,9.8,4.3,5.4,6.5,13.0,10.9,7.6,16.3,"Bryan Holaday","Pitch ","[Catcher Perspective]",.000,.500,.000,1.000,.167,.500,.000,.000,.000,.500,.250,,.000,"Bryan Holaday","Batting Avg","[Catcher Perspective]",86.4,85.9,42.2,79.7,89.2,89.1,95.1,49.5,75.8,81.8,83.6,,83.1,"Bryan Holaday","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,501571,41,51,46,69,80,79,34,51,51,127,112,108,184,"Juan Lagares","Pitch Breakdown","[Catcher Perspective]",4.0,4.9,4.5,6.7,7.7,7.6,3.3,4.9,4.9,12.3,10.8,10.5,17.8,"Juan Lagares","Pitch ","[Catcher Perspective]",.308,.250,.222,.222,.385,.250,.214,.533,.154,.250,.056,.261,.154,"Juan Lagares","Batting Avg","[Catcher Perspective]",89.4,90.8,97.7,85.9,87.1,91.1,84.0,92.5,75.4,75.4,83.8,85.7,65.4,"Juan Lagares","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,571980,7,6,5,16,7,6,11,11,5,28,10,30,14,"Tyler Naquin","Pitch Breakdown","[Catcher Perspective]",4.5,3.8,3.2,10.3,4.5,3.8,7.1,7.1,3.2,17.9,6.4,19.2,9.0,"Tyler Naquin","Pitch ","[Catcher Perspective]",,.000,.000,.500,.250,.500,.000,.333,.000,.000,.000,.167,.333,"Tyler Naquin","Batting Avg","[Catcher Perspective]",,,,93.6,98.3,86.3,81.4,92.7,84.4,77.8,46.7,74.4,74.8,"Tyler Naquin","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,519299,74,66,41,102,84,43,62,62,38,273,78,173,126,"Eric Sogard","Pitch Breakdown","[Catcher Perspective]",6.1,5.4,3.4,8.3,6.9,3.5,5.1,5.1,3.1,22.3,6.4,14.2,10.3,"Eric Sogard","Pitch ","[Catcher Perspective]",.389,.269,.375,.357,.314,.267,.125,.200,.300,.286,.214,.111,.250,"Eric Sogard","Batting Avg","[Catcher Perspective]",89.6,90.0,85.0,84.7,89.1,84.1,78.1,76.5,86.5,77.2,76.7,66.3,68.1,"Eric Sogard","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,455755,26,18,21,37,58,58,21,37,37,48,49,36,107,"Chris Stewart","Pitch Breakdown","[Catcher Perspective]",4.7,3.3,3.8,6.7,10.5,10.5,3.8,6.7,6.7,8.7,8.9,6.5,19.3,"Chris Stewart","Pitch ","[Catcher Perspective]",.167,.000,.000,.158,.296,.250,.143,.286,.111,.333,,.000,.000,"Chris Stewart","Batting Avg","[Catcher Perspective]",77.6,83.9,76.5,79.9,88.5,82.3,85.8,84.9,75.6,71.4,,68.8,74.8,"Chris Stewart","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,591720,45,54,57,51,82,100,41,55,79,105,146,65,194,"Ronald Torreyes","Pitch Breakdown","[Catcher Perspective]",4.2,5.0,5.3,4.7,7.6,9.3,3.8,5.1,7.4,9.8,13.6,6.1,18.1,"Ronald Torreyes","Pitch ","[Catcher Perspective]",.250,.444,.214,.435,.357,.459,.455,.235,.259,.150,.103,.286,.139,"Ronald Torreyes","Batting Avg","[Catcher Perspective]",72.0,85.3,85.4,84.1,85.2,82.0,91.4,85.4,77.7,65.3,79.5,85.4,71.5,"Ronald Torreyes","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,642162,32,40,34,34,60,58,21,31,46,84,97,43,105,"Pat Valaika","Pitch Breakdown","[Catcher Perspective]",4.7,5.8,5.0,5.0,8.8,8.5,3.1,4.5,6.7,12.3,14.2,6.3,15.3,"Pat Valaika","Pitch ","[Catcher Perspective]",.308,.222,.200,.438,.483,.278,.250,.286,.043,.333,.077,.143,.105,"Pat Valaika","Batting Avg","[Catcher Perspective]",81.1,79.7,103.1,85.1,89.8,87.8,79.1,87.0,70.6,86.8,77.4,89.6,72.3,"Pat Valaika","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,519048,94,81,76,143,138,117,141,141,94,319,191,396,326,"Mitch Moreland","Pitch Breakdown","[Catcher Perspective]",4.2,3.6,3.4,6.3,6.1,5.2,6.2,6.2,4.2,14.1,8.5,17.5,14.4,"Mitch Moreland","Pitch ","[Catcher Perspective]",.429,.435,.320,.345,.299,.220,.288,.241,.261,.136,.211,.105,.061,"Mitch Moreland","Batting Avg","[Catcher Perspective]",95.0,97.9,84.1,92.0,94.3,90.9,88.9,91.5,86.4,84.8,77.1,83.1,71.4,"Mitch Moreland","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,640461,42,49,57,68,84,97,42,75,85,84,83,124,279,"Chad Pinder","Pitch Breakdown","[Catcher Perspective]",3.6,4.2,4.9,5.8,7.2,8.3,3.6,6.4,7.3,7.2,7.1,10.6,23.9,"Chad Pinder","Pitch ","[Catcher Perspective]",.000,.083,.067,.281,.429,.444,.313,.250,.188,.000,.333,.125,.119,"Chad Pinder","Batting Avg","[Catcher Perspective]",79.9,92.2,95.2,86.9,95.7,96.9,93.9,88.0,89.5,63.9,87.0,83.0,77.2,"Chad Pinder","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,595777,18,10,4,18,20,10,27,19,10,45,18,44,34,"Jurickson Profar","Pitch Breakdown","[Catcher Perspective]",6.5,3.6,1.4,6.5,7.2,3.6,9.7,6.9,3.6,16.2,6.5,15.9,12.3,"Jurickson Profar","Pitch ","[Catcher Perspective]",.000,.000,.000,.200,.125,.000,.125,.167,.250,.250,.000,.375,.500,"Jurickson Profar","Batting Avg","[Catcher Perspective]",74.6,72.1,80.0,82.7,86.5,,80.8,69.2,97.8,96.9,87.9,88.2,89.4,"Jurickson Profar","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,425784,23,50,43,33,68,82,28,49,69,68,83,84,192,"Rene Rivera","Pitch Breakdown","[Catcher Perspective]",2.6,5.7,4.9,3.8,7.8,9.4,3.2,5.6,7.9,7.8,9.5,9.6,22.0,"Rene Rivera","Pitch ","[Catcher Perspective]",.167,.286,.333,.455,.231,.308,.267,.389,.250,.444,.000,.143,.176,"Rene Rivera","Batting Avg","[Catcher Perspective]",81.6,84.9,84.8,80.3,88.4,91.5,94.9,93.3,88.5,68.2,88.4,90.7,78.0,"Rene Rivera","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,519295,6,8,8,11,4,16,4,10,8,13,10,7,16,"Jake Smolinski","Pitch Breakdown","[Catcher Perspective]",5.0,6.6,6.6,9.1,3.3,13.2,3.3,8.3,6.6,10.7,8.3,5.8,13.2,"Jake Smolinski","Pitch ","[Catcher Perspective]",.000,.500,.000,.333,.000,.000,1.000,.667,.667,.000,.000,.000,.000,"Jake Smolinski","Batting Avg","[Catcher Perspective]",88.8,89.1,68.7,90.7,99.4,90.7,99.5,87.4,93.2,,,,39.9,"Jake Smolinski","Exit Velocity Against","[Catcher Perspective]"
2018-04-09,476883,2,9,1,15,1,3,8,11,9,21,7,18,23,"Pedro Alvarez","Pitch Breakdown","[Catcher Perspective]",1.6,7.0,0.8,11.7,0.8,2.3,6.3,8.6,7.0,16.4,5.5,14.1,18.0,"Pedro Alvarez","Pitch ","[Catcher Perspective]",,.500,,.333,1.000,,.600,.000,.000,.000,1.000,.000,.000,"Pedro Alvarez","Batting Avg","[Catcher Perspective]",,99.4,,94.5,109.5,,100.3,89.9,80.8,80.9,80.2,,,"Pedro Alvarez","Exit Velocity Against","[Catcher Perspective]"
