"","RFPred","RFPer","RF_M","RF_P","Actual","Salary","Name","HTeam","Opp","Pts","Pos","C1B","C2B","C3B","C4B","C5B","C6B","C7B","C8B","C9B","C1P","C2P","C3P","C4P","C5P","C6P","C7P","C8P","C9P","Xgb","XgbPer","xgb_M","xgb_P","DNN","DNNPer"
"20704",9.53161111111111,0,-10,8,18,"3600","Billy Hamilton","CIN","ARI",1.4,"OF",1.35,1.272,0.9856,1.7958,1.998,1.7703,0.9853,1.917,1.87,0.6707,0.9,0.8325,1.1872,1.9314,1.6172,1.2566,2.191,2.05,0,0,0,0,0,0
"20705",3.2505,0,-11,13,4,"3200","Scott Schebler","CIN","ARI",1.8,"OF",1.6016,1.3884,0.912,1.6165,2.1318,1.0845,1.1183,2.366,0.6336,0.6707,0.9,0.8325,1.1872,1.9314,1.6172,1.2566,2.191,2.05,0,0,0,0,0,0
"20706",10.648,0,-6,23,27,"3500","Zack Cozart","CIN","ARI",1.9,"SS",0.7918,2.3375,1.0176,1.1662,2.9016,3.5178,0.2387,2.1546,1.89,0.6707,0.9,0.8325,1.1872,1.9314,1.6172,1.2566,2.191,2.05,0,0,0,0,0,0
"20707",11.672,0,-9,8,5,"3200","Eugenio Suarez","CIN","ARI",1.9,"3B",1.435,0.9,0.4025,1.804,2.8584,1.7554,1.1515,2.0292,1.7688,0.6707,0.9,0.8325,1.1872,1.9314,1.6172,1.2566,2.191,2.05,0,0,0,0,0,0
"20708",6.43533333333333,0,-12,7,7,"3900","Adam Duvall","CIN","ARI",1.8,"OF",0.5735,0.8892,1.008,1.835,2.92,2.5979,0.7,1.788,1.4464,0.6707,0.9,0.8325,1.1872,1.9314,1.6172,1.2566,2.191,2.05,0,0,0,0,0,0
"20709",10.7673888888889,0,-10,66,8,"3900","Scooter Gennett","CIN","ARI",1.6,"2B/OF",2.5984,2.0945,1.224,1.496,2.1725,1.404,1.7316,2.2734,0.8,0.6707,0.9,0.8325,1.1872,1.9314,1.6172,1.2566,2.191,2.05,0,0,0,0,0,0
"20710",6.14522222222222,0,-7,13,10,"4400","Joey Votto","CIN","ARI",1.6,"1B",1.1844,1.683,0.5291,2.5641,3.3936,2.2382,1.5015,2.5901,1.29,0.6707,0.9,0.8325,1.1872,1.9314,1.6172,1.2566,2.191,2.05,0,0,0,0,0,0
"20711",4.35266666666667,0,-3,18,10,"2400","Tucker Barnhart","CIN","ARI",2,"C",1.5158,1.3,1.1322,2.244,2.4245,1.6352,0.84,1.8526,1.2324,0.6707,0.9,0.8325,1.1872,1.9314,1.6172,1.2566,2.191,2.05,0,0,0,0,0,0
"20712",10.6291666666667,0,-3,25,0,"3000","Victor Caratini","CHC","ATL",1.8,"C",0,2.475,0,0.9581,1.2432,3.7352,0.9853,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20713",7.44983333333333,0,-7,11,5,"4400","Ian Happ","CHC","ATL",1.7,"2B/OF",0.3071,0.315,0.4928,2.0306,2.8207,1.9647,1.5946,1.7199,1.9182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20714",2.40716666666667,0,-2,4,20,"4100","Addison Russell","CHC","ATL",1.5,"SS",1.0296,0.792,0.8,1.1914,1.703,2.1805,0.825,2.68,1.9276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20715",8.23883333333333,0,-5,10,0,"5400","Anthony Rizzo","CHC","ATL",1.4,"1B",0.6944,0.9102,1.155,1.953,2.5461,1.4986,2.3316,3.4017,0.7744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20716",6.82177777777777,0,-5,17,25,"3600","Javier Baez","CHC","ATL",1.8,"2B/SS",0.7548,0.8399,1.3904,2.0633,2.5281,1.9564,1.1552,2.2774,1.9712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20717",8.77583333333334,0,-8,10,3,"3100","Jon Jay","CHC","ATL",2.4,"OF",1.53,1.3988,1.2903,3.85,2.56,1.5846,1.1752,1.2596,1.7116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20718",13.0563888888889,0,-9,10,5,"5100","Kris Bryant","CHC","ATL",0,"3B",1.3875,1.5686,1.0062,2.06,2.3874,1.7584,0.8904,1.9656,0.7965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20719",3.41505555555556,0,-7,9,8,"4200","Kyle Schwarber","CHC","ATL",1.6,"OF",1.935,1.25,0.9768,1.4091,2.002,1.275,1.04,1.14,0.4256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20720",7.98561111111111,0,-12,8,7,"4100","Mike Napoli","TEX","BAL",1.7,"1B",0,0,0,0,0,0,0,0,0,1.4322,1.394,0.6292,2.808,2.4217,1.3038,1.554,2.821,1.0584,0,0,0,0,0,0
