,RFPred,Name,HTeam,Pos,Actual,H,SB,HR,BHSplit
156,10.5984,Matt Duffy,TBR,3B,0,1.5,0,0,0
160,8.762166667,C.J. Cron,TBR,DH,0,1,1,2,0.125
157,8.497933333,Denard Span,TBR,LF,0,0.75,0,1,0.5
158,8.0074,Mallex Smith,TBR,CF,0,1,1,0,0
153,7.530966667,Brad Miller,TBR,1B,0,1.25,0,0,0.2
159,7.489566667,Carlos Gomez,TBR,RF,0,NA,0,0,0.333333333
161,7.2869,Daniel Robertson,TBR,IF,0,1.2,0,2,0.25
155,6.191,Adeiny Hechavarria,TBR,SS,0,1,0,0,0
164,5.1946,Jesus Sucre,TBR,C,0,0,0,0,0
167,5.0596,Christian Arroyo,TBR,IF,0,1.333333333,0,0,0
154,4.836933333,Joey Wendle,TBR,2B,0,1,0,0,0
166,2.928,Brandon Snyder,TBR,3B,0,NA,0,0,0
162,1.963366667,Rob Refsnyder,TBR,UT,0,0,0,0,0
298,10.19143333,Ronald Guzman,TEX,1B,0,0.4,1,1,0.666666667
286,9.052433333,Joey Gallo,TEX,LF,0,0.666666667,0,1,0.625
291,8.762366667,Rougned Odor,TEX,2B,0,0.5,0,1,0.5
293,7.788666667,Jurickson Profar,TEX,SS,0,0.833333333,2,0,0.333333333
297,7.154966667,Isiah KinerFalefa,TEX,2B,0,0.6,1,0,0.5
289,6.873966667,ShinSoo Choo,TEX,DH,0,1.166666667,0,1,0.5
294,6.108966667,Drew Robinson,TEX,UT,0,NA,0,0,0
284,6.023333333,Robinson Chirinos,TEX,C,0,0.6,0,0,0.4
292,5.117033333,Elvis Andrus,TEX,SS,0,NA,0,0,0
285,4.584933333,Adrian Beltre,TEX,3B,0,NA,0,0,0
299,4.3708,Renato Nunez,TEX,UT,0,NA,0,0,0
288,4.327266667,Nomar Mazara,TEX,RF,0,0.666666667,0,0,0.5
300,2.840033333,Carlos Perez,TEX,C,0,1,0,0,0
3001,2.583933333,Carlos Perez,TEX,C,0,1,0,0,0
287,2.443466667,Delino DeShields,TEX,CF,0,0.333333333,1,0,0.333333333
290,1.959666667,Ryan Rua,TEX,LF,0,0,0,0,0
295,1.669133333,Juan Centeno,TEX,C,0,NA,0,0,0.5
296,1.465966667,Carlos Tocci,TEX,CF,0,NA,0,0,0
301,0,Hanser Alberto,TEX,3B,0,0,0,0,0
123,8.830466667,Kevin Pillar,TOR,CF,0,0.8,0,0,0.5
131,8.713233333,Teoscar Hernandez,TOR,RF,0,0.666666667,0,1,0.2
128,7.945666667,Yangervis Solarte,TOR,3B,0,1.4,0,1,0.625
125,7.6511,Josh Donaldson,TOR,UT,0,0.2,1,0,0.8
124,7.157933333,Kendrys Morales,TOR,DH,0,0.75,1,0,0.666666667
122,6.718733333,Curtis Granderson,TOR,LF,0,0.6,0,0,0.5
118,6.378466667,Russell Martin,TOR,C,0,0,0,0,0.6
119,5.746633333,Justin Smoak,TOR,1B,0,1,0,1,0
127,5.632533333,Steve Pearce,TOR,UT,0,NA,0,0,0
133,5.298,Dwight Smith,TOR,OF,0,0.6,0,0,0
126,4.975466667,Randal Grichuk,TOR,RF,0,NA,0,0,0
120,4.740066667,Devon Travis,TOR,2B,0,NA,0,0,0
137,4.1488,Gio Urshela,TOR,IF,0,0.5,0,1,0.5
130,4.062166667,Luke Maile,TOR,C,0,0.75,0,0,0
121,3.373766667,Aledmys Diaz,TOR,SS,0,NA,0,0,0.75
136,3.258266667,Richard Urena,TOR,SS,0,0.6,0,1,0
132,2.742466667,Lourdes Gurriel,TOR,MI,0,NA,0,0,0.666666667
135,1.757466667,Anthony Alford,TOR,LF,0,NA,0,0,0
129,1.472633333,Gift Ngoepe,TOR,UT,0,NA,0,0,0
134,1.083666667,Dalton Pompey,TOR,LF,0,NA,0,0,0
24,16.11366667,Bryce Harper,WSN,RF,0,0.666666667,0,1,0.857142857
36,11.2682,Mark Reynolds,WSN,1B,0,1,0,2,0.666666667
20,10.53233333,Trea Turner,WSN,SS,0,1,0,1,0.666666667
23,8.618066667,Michael Taylor,WSN,CF,0,0.666666667,2,0,0.333333333
19,8.074766667,Howie Kendrick,WSN,2B,0,1,0,0,0.333333333
21,7.618066667,Anthony Rendon,WSN,3B,0,0.166666667,0,0,0
26,7.0795,Adam Eaton,WSN,LF,0,NA,0,0,0
38,6.96,Juan Soto,WSN,LF,0,1,0,0,0
22,6.690966667,Matt Adams,WSN,LF,0,0.4,0,0,0.888888889
18,6.454666667,Ryan Zimmerman,WSN,1B,0,NA,0,0,0.333333333
25,5.289633333,Matt Wieters,WSN,C,0,NA,0,0,0
28,5.226,Wilmer Difo,WSN,IF,0,1.166666667,0,0,0.666666667
30,3.790633333,Pedro Severino,WSN,C,0,0.25,0,0,0
35,3.6077,Rafael Bautista,WSN,OF,0,NA,0,0,0
27,3.601233333,Brian Goodwin,WSN,OF,0,NA,0,0,0
34,3.2862,Adrian Sanchez,WSN,3B,0,0,0,0,0
37,2.685,Spencer Kieboom,WSN,C,0,0.5,0,0,0
32,2.034333333,Moises SierraDFA,WSN,OF,0,NA,0,0,0
31,1.925266667,Matt Reynolds,WSN,3B,0,NA,0,0,0
33,1.666733333,Andrew Stevenson,WSN,OF,0,0,0,0,0
29,0.996,Miguel MonteroDFA,WSN,C,0,NA,0,0,0
