"","RFPred","Name","HTeam","Pos"
"66018",6.97505555555556,"Abraham Almonte","KCR","CF"
"660171",6.51061111111111,"Abraham Almonte","KCR","CF"
"660181",6.77211111111111,"Abraham Almonte","KCR","CF"
"660092",4.57294444444445,"Alex Gordon","KCR","OF"
"660102",4.19105555555556,"Alex Gordon","KCR","OF"
"660192",4.92672222222222,"Alex Gordon","KCR","OF"
"660202",4.22377777777778,"Alex Gordon","KCR","OF"
"660093",4.73088888888889,"Alex Gordon","KCR","OF"
"660103",4.19844444444445,"Alex Gordon","KCR","OF"
"660193",4.71205555555555,"Alex Gordon","KCR","OF"
"660203",4.2275,"Alex Gordon","KCR","OF"
"660072",11.3926111111111,"Mike Moustakas","KCR","3B"
"660082",8.48338888888889,"Mike Moustakas","KCR","3B"
"660212",12.4318888888889,"Mike Moustakas","KCR","3B"
"660222",10.4388333333333,"Mike Moustakas","KCR","3B"
"660073",11.0095,"Mike Moustakas","KCR","3B"
"660083",7.99344444444444,"Mike Moustakas","KCR","3B"
"660213",11.9985555555556,"Mike Moustakas","KCR","3B"
"660223",9.55466666666667,"Mike Moustakas","KCR","3B"
"660152",4.3495,"Lucas Duda","KCR","1B"
"660162",4.44638888888889,"Lucas Duda","KCR","1B"
"660232",4.45122222222222,"Lucas Duda","KCR","1B"
"660242",4.761,"Lucas Duda","KCR","1B"
"660153",3.67366666666667,"Lucas Duda","KCR","1B"
"660163",4.51433333333333,"Lucas Duda","KCR","1B"
"660233",3.86005555555556,"Lucas Duda","KCR","1B"
"660243",4.85572222222222,"Lucas Duda","KCR","1B"
"66025",4.95072222222222,"Eduardo Escobar","MIN","SS"
"66026",3.06738888888889,"Mitch Garver","MIN","C"
"66027",7.71166666666667,"Joe Mauer","MIN","1B"
"66028",11.9147777777778,"Eddie Rosario","MIN","LF"
"66029",8.20172222222222,"Robbie Grossman","MIN","UT"
"66030",5.19488888888889,"Max Kepler","MIN","RF"
"66031",7.49105555555555,"Logan Morrison","MIN","DH"
"66032",8.30916666666667,"Brian Dozier","MIN","2B"
"66033",5.33877777777778,"Ehire Adrianza","MIN","SS"
"66034",2.44938888888889,"Ryan LaMarre","MIN","UT"
"66035",5.64055555555556,"Jean Segura","SEA","SS"
"66036",11.7167777777778,"Mitch Haniger","SEA","RF"
"66037",4.12994444444444,"David Freitas","SEA","C"
"66038",8.74705555555556,"Dee Gordon","SEA","CF"
"66039",7.51744444444445,"Ichiro Suzuki","SEA","UT"
"66040",8.50816666666667,"Robinson Cano","SEA","2B"
"66041",7.25388888888889,"Ben Gamel","SEA","LF"
"66042",8.279,"Ryon Healy","SEA","1B"
"66043",8.66066666666667,"Kyle Seager","SEA","3B"
"66044",5.89338888888889,"Nelson Cruz","SEA","DH"
"66045",3.59138888888889,"Lewis Brinson","MIA","CF"
"66046",4.73061111111111,"Starlin Castro","MIA","2B"
"66047",7.39966666666667,"J.T. Realmuto","MIA","C"
"66048",0.206,"Yadiel Rivera","MIA","UT"
"66049",3.83355555555556,"JB Shuck","MIA","OF"
"66050",6.61188888888889,"Cameron Maybin","MIA","RF"
"66051",3.57233333333333,"Derek Dietrich","MIA","LF"
"66052",5.51916666666667,"Martin Prado","MIA","3B"
"66053",6.36105555555555,"Brian Anderson","MIA","3B"
"66054",5.92833333333333,"Miguel Rojas","MIA","SS"
"66055",7.71744444444444,"Manny Machado","BAL","SS"
"66056",2.925,"Anthony Santander","BAL","RF"
"66057",7.9965,"Trey Mancini","BAL","LF"
"66058",7.37794444444445,"Adam Jones","BAL","CF"
"66059",1.04838888888889,"Luis Sardinas","BAL","2B"
"66060",3.19816666666667,"Pedro Alvarez","BAL","DH"
"66061",7.64233333333334,"Jace Peterson","BAL","OF"
"66064",8.06094444444444,"Jace Peterson","BAL","2B"
"66062",3.85011111111111,"Joey Rickard","BAL","OF"
"66063",3.80061111111111,"Chance Sisco","BAL","C"
"660611",7.30166666666666,"Jace Peterson","BAL","OF"
"660641",7.52911111111111,"Jace Peterson","BAL","2B"
"66065",4.4065,"Danny Valencia","BAL","UT"
"66066",2.97605555555556,"Caleb Joseph","BAL","C"
"66067",3.57533333333333,"Craig Gentry","BAL","OF"
"66068",8.875,"Matt Chapman","OAK","3B"
"66069",7.71066666666667,"Matt Olson","OAK","1B"
"66070",5.14233333333333,"Stephen Piscotty","OAK","RF"
"66071",4.92994444444445,"Bruce Maxwell","OAK","C"
"66072",9.64772222222222,"Marcus Semien","OAK","SS"
"66073",7.32111111111111,"Matthew Joyce","OAK","LF"
"66074",5.19372222222222,"Jake Smolinski","OAK","CF"
"66075",9.10688888888889,"Jed Lowrie","OAK","2B"
"66076",5.25911111111111,"Chad Pinder","OAK","UT"
"66077",7.27761111111111,"Mark Canha","OAK","CF"
"66078",7.18072222222222,"Khris Davis","OAK","DH"
"66079",10.6707777777778,"Yoan Moncada","CHW","2B"
"66080",10.8781666666667,"Yoan Moncada","CHW","2B"
"66087",10.6922222222222,"Yoan Moncada","CHW","2B"
"66088",10.9297222222222,"Yoan Moncada","CHW","2B"
"660791",11.151,"Yoan Moncada","CHW","2B"
"660801",10.3816666666667,"Yoan Moncada","CHW","2B"
"660871",11.1511111111111,"Yoan Moncada","CHW","2B"
"660881",10.1471666666667,"Yoan Moncada","CHW","2B"
"66081",6.48355555555556,"Tim Anderson","CHW","SS"
"66082",5.73266666666667,"Tim Anderson","CHW","SS"
"66105",5.96894444444444,"Tim Anderson","CHW","SS"
"66106",5.31288888888889,"Tim Anderson","CHW","SS"
"660811",6.24994444444444,"Tim Anderson","CHW","SS"
"660821",5.36905555555556,"Tim Anderson","CHW","SS"
"661051",5.57827777777778,"Tim Anderson","CHW","SS"
"661061",5.06905555555556,"Tim Anderson","CHW","SS"
"66083",7.99494444444445,"Matt Davidson","CHW","DH"
"66084",12.9397222222222,"Matt Davidson","CHW","DH"
"66101",9.23077777777778,"Matt Davidson","CHW","DH"
"66102",13.8242777777778,"Matt Davidson","CHW","DH"
"660831",8.45977777777778,"Matt Davidson","CHW","DH"
"660841",13.4094444444444,"Matt Davidson","CHW","DH"
"661011",9.73555555555556,"Matt Davidson","CHW","DH"
"661021",14.8993888888889,"Matt Davidson","CHW","DH"
"66085",4.9495,"Omar Narvaez","CHW","C"
"66086",5.90311111111111,"Omar Narvaez","CHW","C"
"66109",4.07433333333333,"Omar Narvaez","CHW","C"
"66110",5.46138888888889,"Omar Narvaez","CHW","C"
"660851",4.98038888888889,"Omar Narvaez","CHW","C"
"660861",6.45261111111111,"Omar Narvaez","CHW","C"
"661091",3.98322222222222,"Omar Narvaez","CHW","C"
"661101",5.61044444444445,"Omar Narvaez","CHW","C"
"660792",10.8338888888889,"Yoan Moncada","CHW","2B"
"660802",9.89238888888889,"Yoan Moncada","CHW","2B"
"660872",11.0174444444444,"Yoan Moncada","CHW","2B"
"660882",9.92344444444445,"Yoan Moncada","CHW","2B"
"660793",10.0053888888889,"Yoan Moncada","CHW","2B"
"660803",9.5265,"Yoan Moncada","CHW","2B"
"660873",10.3943333333333,"Yoan Moncada","CHW","2B"
"660883",9.96027777777778,"Yoan Moncada","CHW","2B"
"66089",6.90711111111112,"Yolmer Sanchez","CHW","3B"
"66090",5.97955555555556,"Yolmer Sanchez","CHW","3B"
"66091",7.00772222222222,"Yolmer Sanchez","CHW","3B"
"66092",6.30538888888889,"Yolmer Sanchez","CHW","3B"
"660891",7.25944444444445,"Yolmer Sanchez","CHW","3B"
"660901",7.24344444444445,"Yolmer Sanchez","CHW","3B"
"660911",7.39033333333334,"Yolmer Sanchez","CHW","3B"
"660921",7.21822222222223,"Yolmer Sanchez","CHW","3B"
"660892",7.31566666666667,"Yolmer Sanchez","CHW","3B"
"660902",6.37844444444444,"Yolmer Sanchez","CHW","3B"
"660912",7.31594444444444,"Yolmer Sanchez","CHW","3B"
"660922",6.70744444444444,"Yolmer Sanchez","CHW","3B"
"660893",7.37233333333333,"Yolmer Sanchez","CHW","3B"
"660903",7.10388888888889,"Yolmer Sanchez","CHW","3B"
"660913",7.34133333333333,"Yolmer Sanchez","CHW","3B"
"660923",7.19555555555556,"Yolmer Sanchez","CHW","3B"
"66093",6.90905555555556,"Nick Delmonico","CHW","LF"
"66094",4.45044444444444,"Nick Delmonico","CHW","LF"
"66115",7.03066666666667,"Nick Delmonico","CHW","LF"
"66116",4.89777777777778,"Nick Delmonico","CHW","LF"
"660931",6.43472222222222,"Nick Delmonico","CHW","LF"
"660941",4.55611111111111,"Nick Delmonico","CHW","LF"
"661151",6.45877777777778,"Nick Delmonico","CHW","LF"
"661161",4.74338888888889,"Nick Delmonico","CHW","LF"
"66095",2.58872222222222,"Trayce Thompson","CHW","CF"
"66096",1.89833333333333,"Trayce Thompson","CHW","CF"
"66111",3.89572222222222,"Trayce Thompson","CHW","OF"
"66112",3.23244444444444,"Trayce Thompson","CHW","OF"
"660951",2.86038888888889,"Trayce Thompson","CHW","CF"
"660961",2.5855,"Trayce Thompson","CHW","CF"
"661111",4.04744444444445,"Trayce Thompson","CHW","OF"
"661121",3.92194444444445,"Trayce Thompson","CHW","OF"
"66097",0,"Daniel Palka","CHW","UT"
"66098",0,"Daniel Palka","CHW","UT"
"660971",0,"Daniel Palka","CHW","UT"
"660981",0,"Daniel Palka","CHW","UT"
"66099",5.65,"Welington Castillo","CHW","C"
"66100",6.01772222222222,"Welington Castillo","CHW","C"
"660991",6.06161111111111,"Welington Castillo","CHW","C"
"661001",6.28072222222222,"Welington Castillo","CHW","C"
"660832",8.32638888888889,"Matt Davidson","CHW","DH"
"660842",13.4102222222222,"Matt Davidson","CHW","DH"
"661012",9.41433333333334,"Matt Davidson","CHW","DH"
"661022",14.2052222222222,"Matt Davidson","CHW","DH"
"660833",8.52811111111111,"Matt Davidson","CHW","DH"
"660843",12.2976111111111,"Matt Davidson","CHW","DH"
"661013",10.0729444444444,"Matt Davidson","CHW","DH"
"661023",13.4596666666667,"Matt Davidson","CHW","DH"
"66103",10.7708333333333,"Jose Abreu","CHW","1B"
"66104",9.89711111111111,"Jose Abreu","CHW","1B"
"66119",11.6658888888889,"Jose Abreu","CHW","1B"
"66120",10.6337222222222,"Jose Abreu","CHW","1B"
"661031",10.5608888888889,"Jose Abreu","CHW","1B"
"661041",10.0225,"Jose Abreu","CHW","1B"
"661191",11.2167222222222,"Jose Abreu","CHW","1B"
"661201",10.8322777777778,"Jose Abreu","CHW","1B"
"660812",6.54133333333333,"Tim Anderson","CHW","SS"
"660822",5.76233333333334,"Tim Anderson","CHW","SS"
"661052",5.91688888888889,"Tim Anderson","CHW","SS"
"661062",5.08255555555556,"Tim Anderson","CHW","SS"
"660813",6.51877777777778,"Tim Anderson","CHW","SS"
"660823",5.63988888888889,"Tim Anderson","CHW","SS"
"661053",5.82894444444445,"Tim Anderson","CHW","SS"
"661063",5.12205555555555,"Tim Anderson","CHW","SS"
"66107",9.021,"Leury Garcia","CHW","UT"
"66108",9.94022222222222,"Leury Garcia","CHW","UT"
"66113",8.76911111111111,"Leury Garcia","CHW","UT"
"66114",9.97422222222222,"Leury Garcia","CHW","UT"
"661071",9.37127777777778,"Leury Garcia","CHW","UT"
"661081",8.752,"Leury Garcia","CHW","UT"
"661131",9.89177777777778,"Leury Garcia","CHW","UT"
"661141",9.11177777777778,"Leury Garcia","CHW","UT"
"660852",4.92638888888889,"Omar Narvaez","CHW","C"
"660862",6.11344444444445,"Omar Narvaez","CHW","C"
"661092",4.03055555555556,"Omar Narvaez","CHW","C"
"661102",5.73255555555556,"Omar Narvaez","CHW","C"
"660853",4.88427777777778,"Omar Narvaez","CHW","C"
"660863",6.64216666666667,"Omar Narvaez","CHW","C"
"661093",3.9785,"Omar Narvaez","CHW","C"
"661103",6.07888888888889,"Omar Narvaez","CHW","C"
"660952",2.81361111111111,"Trayce Thompson","CHW","CF"
"660962",1.97766666666667,"Trayce Thompson","CHW","CF"
"661112",4.18283333333333,"Trayce Thompson","CHW","OF"
"661122",3.43183333333333,"Trayce Thompson","CHW","OF"
"660953",2.41405555555556,"Trayce Thompson","CHW","CF"
"660963",1.934,"Trayce Thompson","CHW","CF"
"661113",4.19811111111111,"Trayce Thompson","CHW","OF"
"661123",3.60644444444445,"Trayce Thompson","CHW","OF"
"661072",8.26522222222222,"Leury Garcia","CHW","UT"
"661082",8.4473888888889,"Leury Garcia","CHW","UT"
"661132",8.75044444444445,"Leury Garcia","CHW","UT"
"661142",9.12844444444445,"Leury Garcia","CHW","UT"
"661073",8.06427777777778,"Leury Garcia","CHW","UT"
"661083",8.51844444444445,"Leury Garcia","CHW","UT"
"661133",7.71661111111111,"Leury Garcia","CHW","UT"
"661143",8.86905555555556,"Leury Garcia","CHW","UT"
"660932",7.09527777777777,"Nick Delmonico","CHW","LF"
"660942",4.63872222222222,"Nick Delmonico","CHW","LF"
"661152",6.87027777777778,"Nick Delmonico","CHW","LF"
"661162",4.62661111111111,"Nick Delmonico","CHW","LF"
"660933",7.11311111111111,"Nick Delmonico","CHW","LF"
"660943",5.23927777777778,"Nick Delmonico","CHW","LF"
"661153",6.77805555555556,"Nick Delmonico","CHW","LF"
"661163",4.93672222222222,"Nick Delmonico","CHW","LF"
"66117",7.60505555555555,"Adam Engel","CHW","CF"
"66118",7.61244444444444,"Adam Engel","CHW","CF"
"661171",7.49594444444445,"Adam Engel","CHW","CF"
"661181",7.20283333333333,"Adam Engel","CHW","CF"
"661032",10.7719444444444,"Jose Abreu","CHW","1B"
"661042",10.1212777777778,"Jose Abreu","CHW","1B"
"661192",10.4782222222222,"Jose Abreu","CHW","1B"
"661202",9.9805,"Jose Abreu","CHW","1B"
"661033",9.86761111111111,"Jose Abreu","CHW","1B"
"661043",9.94333333333333,"Jose Abreu","CHW","1B"
"661193",10.7994444444444,"Jose Abreu","CHW","1B"
"661203",10.5133888888889,"Jose Abreu","CHW","1B"
"66121",10.5287777777778,"Brett Gardner","NYY","LF"
"66122",8.28694444444444,"Aaron Hicks","NYY","CF"
"66123",11.4745,"Aaron Judge","NYY","RF"
"66124",8.07577777777778,"Gary Sanchez","NYY","C"
"66125",6.76522222222222,"Giancarlo Stanton","NYY","DH"
"66126",3.68072222222222,"Ronald Torreyes","NYY","IF"
"66127",9.54294444444444,"Miguel Andujar","NYY","3B"
"66128",7.99388888888889,"Neil Walker","NYY","1B"
"66129",5.79211111111111,"Gleyber Torres","NYY","2B"
"66130",9.75644444444445,"Didi Gregorius","NYY","SS"
"66131",8.09883333333334,"Austin Slater","SFG","OF"
"66132",4.7875,"Austin Slater","SFG","OF"
"661311",7.46916666666667,"Austin Slater","SFG","OF"
"661321",4.83533333333333,"Austin Slater","SFG","OF"
"66133",3.965,"Pablo Sandoval","SFG","UT"
"66134",5.51183333333333,"Pablo Sandoval","SFG","UT"
"66151",4.29211111111111,"Pablo Sandoval","SFG","UT"
"66152",5.85555555555556,"Pablo Sandoval","SFG","UT"
"661331",4.59566666666667,"Pablo Sandoval","SFG","UT"
"661341",5.58833333333333,"Pablo Sandoval","SFG","UT"
"661511",4.61233333333333,"Pablo Sandoval","SFG","UT"
"661521",5.51044444444444,"Pablo Sandoval","SFG","UT"
"66135",1.83616666666667,"Kelby Tomlinson","SFG","MI"
"66136",2.44988888888889,"Kelby Tomlinson","SFG","MI"
"66153",2.37633333333333,"Kelby Tomlinson","SFG","MI"
"66154",2.94644444444444,"Kelby Tomlinson","SFG","MI"
"661351",1.88811111111111,"Kelby Tomlinson","SFG","MI"
"661361",2.57811111111111,"Kelby Tomlinson","SFG","MI"
"661531",2.487,"Kelby Tomlinson","SFG","MI"
"661541",3.05883333333333,"Kelby Tomlinson","SFG","MI"
"66137",3.70238888888889,"Nick Hundley","SFG","C"
"66138",3.864,"Nick Hundley","SFG","C"
"661371",4.11983333333333,"Nick Hundley","SFG","C"
"661381",4.64522222222222,"Nick Hundley","SFG","C"
"66139",9.17605555555556,"Brandon Crawford","SFG","SS"
"66140",9.36605555555555,"Brandon Crawford","SFG","SS"
"66157",9.33533333333334,"Brandon Crawford","SFG","SS"
"66158",9.64155555555556,"Brandon Crawford","SFG","SS"
"661391",8.44233333333333,"Brandon Crawford","SFG","SS"
"661401",8.7735,"Brandon Crawford","SFG","SS"
"661571",8.73355555555556,"Brandon Crawford","SFG","SS"
"661581",8.60222222222222,"Brandon Crawford","SFG","SS"
"66141",2.75844444444445,"Gregor Blanco","SFG","OF"
"66142",4.50616666666667,"Gregor Blanco","SFG","OF"
"661411",3.13127777777778,"Gregor Blanco","SFG","OF"
"661421",5.38077777777778,"Gregor Blanco","SFG","OF"
"66143",9.45783333333333,"Brandon Belt","SFG","1B"
"66144",8.32688888888889,"Brandon Belt","SFG","1B"
"66167",8.08927777777778,"Brandon Belt","SFG","1B"
"66168",6.90816666666667,"Brandon Belt","SFG","1B"
"661431",8.08866666666667,"Brandon Belt","SFG","1B"
"661441",8.51372222222222,"Brandon Belt","SFG","1B"
"661671",7.10788888888889,"Brandon Belt","SFG","1B"
"661681",7.28511111111111,"Brandon Belt","SFG","1B"
"66145",6.19877777777778,"Alen Hanson","SFG","2B"
"66146",9.66355555555555,"Alen Hanson","SFG","2B"
"661451",6.20422222222222,"Alen Hanson","SFG","2B"
"661461",9.52833333333334,"Alen Hanson","SFG","2B"
"66147",3.02811111111111,"Gorkys Hernandez","SFG","UT"
"66148",2.62888888888889,"Gorkys Hernandez","SFG","UT"
"66155",4.19038888888889,"Gorkys Hernandez","SFG","UT"
"66156",3.44322222222222,"Gorkys Hernandez","SFG","UT"
"661471",3.28611111111111,"Gorkys Hernandez","SFG","UT"
"661481",2.89222222222222,"Gorkys Hernandez","SFG","UT"
"661551",4.262,"Gorkys Hernandez","SFG","UT"
"661561",3.17961111111111,"Gorkys Hernandez","SFG","UT"
"66149",6.9735,"Andrew McCutchen","SFG","RF"
"66150",8.51783333333333,"Andrew McCutchen","SFG","RF"
"66163",7.34505555555556,"Andrew McCutchen","SFG","RF"
"66164",8.47722222222222,"Andrew McCutchen","SFG","RF"
"661491",6.36605555555556,"Andrew McCutchen","SFG","RF"
"661501",8.08155555555556,"Andrew McCutchen","SFG","RF"
"661631",6.72627777777778,"Andrew McCutchen","SFG","RF"
"661641",8.579,"Andrew McCutchen","SFG","RF"
"661332",4.30022222222222,"Pablo Sandoval","SFG","UT"
"661342",5.62505555555556,"Pablo Sandoval","SFG","UT"
"661512",4.80327777777778,"Pablo Sandoval","SFG","UT"
"661522",5.731,"Pablo Sandoval","SFG","UT"
"661333",4.24316666666667,"Pablo Sandoval","SFG","UT"
"661343",5.31088888888889,"Pablo Sandoval","SFG","UT"
"661513",4.28077777777778,"Pablo Sandoval","SFG","UT"
"661523",5.29505555555555,"Pablo Sandoval","SFG","UT"
"661352",1.91922222222222,"Kelby Tomlinson","SFG","MI"
"661362",2.30294444444444,"Kelby Tomlinson","SFG","MI"
"661532",2.73372222222222,"Kelby Tomlinson","SFG","MI"
