"","RFPred","Name","HTeam","Pos"
"65936",7.66822222222222,"Wilmer Difo","WSN","IF"
"65937",7.64305555555556,"Matt Wieters","WSN","C"
"65938",7.29122222222222,"Michael Taylor","WSN","CF"
"65939",7.27161111111111,"Howie Kendrick","WSN","2B"
"65940",9.93494444444445,"Ryan Zimmerman","WSN","1B"
"65941",18.5121666666667,"Bryce Harper","WSN","RF"
"65942",11.8512777777778,"Matt Adams","WSN","UT"
"65943",12.2436111111111,"Trea Turner","WSN","SS"
"65944",5.10588888888889,"Adrian Sanchez","WSN","3B"
"65945",2.915,"Pedro Severino","WSN","C"
"65946",1.88827777777778,"Rafael Bautista","WSN","OF"
"65947",1.98388888888889,"Moises Sierra","WSN","LF"
"65948",6.00922222222222,"Aaron Altherr","PHI","RF"
"65949",3.28233333333333,"Nick Williams","PHI","UT"
"65950",5.24788888888889,"Andrew Knapp","PHI","C"
"65951",2.17016666666667,"J.P. Crawford","PHI","SS"
"65952",3.86144444444445,"Jorge Alfaro","PHI","C"
"65953",5.617,"Scott Kingery","PHI","UT"
"65954",10.1350555555556,"Rhys Hoskins","PHI","LF"
"65955",5.04816666666667,"Maikel Franco","PHI","3B"
"65956",6.00705555555555,"Cesar Hernandez","PHI","2B"
"65957",5.62061111111111,"Carlos Santana","PHI","1B"
"65958",9.58661111111111,"Odubel Herrera","PHI","CF"
"65959",3.02327777777778,"Pedro Florimon","PHI","UT"
"65960",6.06777777777778,"James McCann","DET","C"
"65961",7.76905555555556,"Leonys Martin","DET","CF"
"65962",7.79361111111111,"Victor Martinez","DET","DH"
"65963",7.75194444444444,"Miguel Cabrera","DET","1B"
"65964",6.4435,"Jeimer Candelario","DET","3B"
"65965",6.60238888888889,"Nicholas Castellanos","DET","RF"
"65966",3.94077777777778,"Dixon Machado","DET","2B"
"65967",6.44433333333333,"Jose Iglesias","DET","SS"
"65968",1.80394444444444,"JaCoby Jones","DET","LF"
"65969",9.42588888888889,"Carlos Gomez","TBR","RF"
"65970",7.06733333333333,"Denard Span","TBR","LF"
"65971",12.2309444444444,"C.J. Cron","TBR","DH"
"65972",1.51344444444444,"Rob Refsnyder","TBR","UT"
"65973",3.33372222222222,"Brad Miller","TBR","1B"
"65974",13.1351666666667,"Daniel Robertson","TBR","UT"
"65975",1.77738888888889,"Johnny Field","TBR","OF"
"65976",9.28716666666666,"Wilson Ramos","TBR","C"
"65977",4.46344444444445,"Matt Duffy","TBR","3B"
"65978",6.04366666666667,"Jesus Sucre","TBR","C"
"65979",5.06083333333333,"Adeiny Hechavarria","TBR","SS"
"65980",4.7435,"Christian Yelich","MIL","OF"
"65981",2.40277777777778,"Eric Sogard","MIL","MI"
"65982",7.51038888888889,"Lorenzo Cain","MIL","CF"
"65983",4.435,"Jonathan Villar","MIL","2B"
"65984",5.52344444444445,"Manny Pina","MIL","C"
"65985",2.05005555555556,"Hernan Perez","MIL","UT"
"65986",6.90466666666667,"Orlando Arcia","MIL","SS"
"65987",11.4364444444444,"Ryan Braun","MIL","LF"
"65988",6.27022222222222,"Domingo Santana","MIL","RF"
"65989",10.0021111111111,"Jorge Soler","KCR","RF"
"65990",7.51294444444444,"Jorge Soler","KCR","RF"
"65995",10.0227222222222,"Jorge Soler","KCR","RF"
"65996",7.41422222222222,"Jorge Soler","KCR","RF"
"659891",10.0563333333333,"Jorge Soler","KCR","RF"
"659901",8.13311111111111,"Jorge Soler","KCR","RF"
"659951",10.0870555555556,"Jorge Soler","KCR","RF"
"659961",8.26638888888889,"Jorge Soler","KCR","RF"
"65991",6.36477777777778,"Drew Butera","KCR","C"
"65992",4.72666666666667,"Drew Butera","KCR","C"
"659911",6.89972222222222,"Drew Butera","KCR","C"
"659921",5.19288888888889,"Drew Butera","KCR","C"
"65993",11.909,"Whit Merrifield","KCR","2B"
"65994",10.0837777777778,"Whit Merrifield","KCR","2B"
"65997",11.4793333333333,"Whit Merrifield","KCR","2B"
"65998",10.0599444444444,"Whit Merrifield","KCR","2B"
"659931",11.8261111111111,"Whit Merrifield","KCR","2B"
"659941",10.1901666666667,"Whit Merrifield","KCR","2B"
"659971",11.5028888888889,"Whit Merrifield","KCR","2B"
"659981",9.852,"Whit Merrifield","KCR","2B"
"659892",10.173,"Jorge Soler","KCR","RF"
"659902",7.99055555555555,"Jorge Soler","KCR","RF"
"659952",10.1827777777778,"Jorge Soler","KCR","RF"
"659962",7.8825,"Jorge Soler","KCR","RF"
"659893",9.34944444444445,"Jorge Soler","KCR","RF"
"659903",7.63444444444445,"Jorge Soler","KCR","RF"
"659953",9.40955555555556,"Jorge Soler","KCR","RF"
"659963",7.5515,"Jorge Soler","KCR","RF"
"659932",12.159,"Whit Merrifield","KCR","2B"
"659942",10.6507222222222,"Whit Merrifield","KCR","2B"
"659972",11.6583888888889,"Whit Merrifield","KCR","2B"
"659982",10.8847777777778,"Whit Merrifield","KCR","2B"
"659933",12.3864444444444,"Whit Merrifield","KCR","2B"
"659943",10.4505,"Whit Merrifield","KCR","2B"
"659973",11.9404444444444,"Whit Merrifield","KCR","2B"
"659983",10.0400555555556,"Whit Merrifield","KCR","2B"
"65999",13.212,"Salvador Perez","KCR","UT"
"66000",14.5584444444444,"Salvador Perez","KCR","UT"
"66011",12.1816111111111,"Salvador Perez","KCR","UT"
"66012",13.9884444444444,"Salvador Perez","KCR","UT"
"659991",12.5703888888889,"Salvador Perez","KCR","UT"
"660001",13.4796111111111,"Salvador Perez","KCR","UT"
"660111",12.2949444444444,"Salvador Perez","KCR","UT"
"660121",12.4593333333333,"Salvador Perez","KCR","UT"
"66001",5.67177777777778,"Alcides Escobar","KCR","SS"
"66002",7.52,"Alcides Escobar","KCR","SS"
"66003",5.56838888888889,"Alcides Escobar","KCR","SS"
"66004",7.33438888888889,"Alcides Escobar","KCR","SS"
"660011",5.94883333333333,"Alcides Escobar","KCR","SS"
"660021",7.50777777777778,"Alcides Escobar","KCR","SS"
"660031",5.91405555555556,"Alcides Escobar","KCR","SS"
"660041",7.61461111111111,"Alcides Escobar","KCR","SS"
"660012",5.69972222222222,"Alcides Escobar","KCR","SS"
"660022",7.30466666666667,"Alcides Escobar","KCR","SS"
"660032",5.90638888888889,"Alcides Escobar","KCR","SS"
"660042",7.86783333333333,"Alcides Escobar","KCR","SS"
"660013",6.23522222222222,"Alcides Escobar","KCR","SS"
"660023",8.16661111111111,"Alcides Escobar","KCR","SS"
"660033",6.11544444444445,"Alcides Escobar","KCR","SS"
"660043",7.94466666666667,"Alcides Escobar","KCR","SS"
"66005",6.53694444444444,"Jon Jay","KCR","LF"
"66006",6.57133333333333,"Jon Jay","KCR","LF"
"660051",5.75627777777778,"Jon Jay","KCR","LF"
"660061",6.59877777777778,"Jon Jay","KCR","LF"
"66007",11.0407777777778,"Mike Moustakas","KCR","3B"
"66008",8.03761111111111,"Mike Moustakas","KCR","3B"
"66021",11.2725,"Mike Moustakas","KCR","3B"
"66022",9.27522222222222,"Mike Moustakas","KCR","3B"
"660071",11.0118333333333,"Mike Moustakas","KCR","3B"
"660081",8.10522222222222,"Mike Moustakas","KCR","3B"
"660211",11.8982222222222,"Mike Moustakas","KCR","3B"
"660221",9.49672222222222,"Mike Moustakas","KCR","3B"
"66009",4.44077777777778,"Alex Gordon","KCR","OF"
"66010",4.60433333333333,"Alex Gordon","KCR","OF"
"66019",4.28972222222222,"Alex Gordon","KCR","OF"
"66020",4.62494444444445,"Alex Gordon","KCR","OF"
"660091",4.89555555555556,"Alex Gordon","KCR","OF"
"660101",4.46883333333333,"Alex Gordon","KCR","OF"
"660191",4.94783333333333,"Alex Gordon","KCR","OF"
"660201",4.67666666666667,"Alex Gordon","KCR","OF"
"659992",13.1168888888889,"Salvador Perez","KCR","UT"
"660002",14.5928333333333,"Salvador Perez","KCR","UT"
"660112",12.5009444444444,"Salvador Perez","KCR","UT"
"660122",13.7891111111111,"Salvador Perez","KCR","UT"
"659993",13.5258333333333,"Salvador Perez","KCR","UT"
"660003",13.6625,"Salvador Perez","KCR","UT"
"660113",13.2046111111111,"Salvador Perez","KCR","UT"
"660123",12.1842777777778,"Salvador Perez","KCR","UT"
"66013",4.52,"Cheslor Cuthbert","KCR","DH"
"66014",4.17344444444444,"Cheslor Cuthbert","KCR","DH"
"660131",4.31655555555555,"Cheslor Cuthbert","KCR","DH"
"660141",3.66672222222222,"Cheslor Cuthbert","KCR","DH"
"66015",3.85955555555556,"Lucas Duda","KCR","1B"
"66016",4.74083333333333,"Lucas Duda","KCR","1B"
"66023",3.78155555555556,"Lucas Duda","KCR","1B"
"66024",5.03455555555556,"Lucas Duda","KCR","1B"
"660151",3.6685,"Lucas Duda","KCR","1B"
"660161",4.30166666666666,"Lucas Duda","KCR","1B"
"660231",4.39905555555556,"Lucas Duda","KCR","1B"
"660241",4.71377777777778,"Lucas Duda","KCR","1B"
"66017",6.47127777777778,"Abraham Almonte","KCR","CF"
