RFPred,Name,HTeam,Pos
9.684555556,Michael Taylor,WSN,CF
9.629611111,Matt Duffy,TBR,3B
9.627833333,C.J. Cron,TBR,DH
9.576555556,Miguel Rojas,MIA,SS
9.530611111,Carlos Correa,HOU,SS
9.499388889,Francisco Cervelli,PIT,C
9.488666667,Jeimer Candelario,DET,3B
9.472444444,Jorge Soler,KCR,RF
9.456388889,Manny Machado,BAL,SS
9.432777778,Cesar Hernandez,PHI,2B
9.403055556,Eddie Rosario,MIN,LF
9.371833333,Zack Cozart,LAA,IF
9.308833333,Starling Marte,PIT,CF
9.287388889,Derek Dietrich,MIA,LF
9.283555556,Corey Dickerson,PIT,LF
9.265722222,Christian Yelich,MIL,OF
9.265555556,Teoscar Hernandez,TOR,OF
9.172388889,Javier Baez,CHC,2B
9.157444444,Shohei Ohtani,LAA,DH
9.155055556,Matt Kemp,LAD,LF
9.067888889,Manuel Margot,SDP,CF
9.017944444,Rhys Hoskins,PHI,LF
8.998277778,Gleyber Torres,NYY,2B
8.950222222,Billy Hamilton,CIN,CF
8.940222222,Maikel Franco,PHI,3B
8.927055556,Nick Delmonico,CHW,LF
8.869944444,Jesse Winker,CIN,RF
8.843222222,Jason Heyward,CHC,RF
8.821166667,Odubel Herrera,PHI,CF
8.803555556,Albert Pujols,LAA,1B
8.782166667,Salvador Perez,KCR,UT
8.778277778,Victor Caratini,CHC,UT
8.715111111,Daniel Descalso,ARI,3B
8.611611111,Jose Abreu,CHW,1B
8.546222222,George Springer,HOU,UT
8.513055556,Andrelton Simmons,LAA,SS
8.506777778,Nick Ahmed,ARI,SS
8.487722222,Kole Calhoun,LAA,RF
8.480222222,Josh Donaldson,TOR,UT
8.462222222,Ben Zobrist,CHC,UT
8.446388889,Buster Posey,SFG,C
8.442611111,Wilmer Flores,NYM,IF
8.372222222,Jean Segura,SEA,SS
8.362166667,JiMan Choi,MIL,
8.309,Justin Smoak,TOR,1B
8.237611111,Jose Altuve,HOU,2B
8.229388889,Andrew Benintendi,BOS,LF
8.224388889,Corey Seager,LAD,SS
8.2175,Luis Valbuena,LAA,3B
8.184222222,Lewis Brinson,MIA,CF
8.130555556,Joey Votto,CIN,1B
8.071222222,Aaron Judge,NYY,RF
8.018388889,Trey Mancini,BAL,LF
7.867666667,Matt Davidson,CHW,DH
7.836444444,JaCoby Jones,DET,LF
7.819111111,Russell Martin,TOR,C
7.696722222,Byron Buxton,MIN,CF
7.653111111,Willson Contreras,CHC,C
7.595,Chris Taylor,LAD,CF
7.560388889,Craig Gentry,BAL,OF
7.553666667,Caleb Joseph,BAL,C
7.520277778,Jose Martinez,STL,1B
7.515055556,Mallex Smith,TBR,CF
7.506444444,Joc Pederson,LAD,LF
7.501888889,Nick Markakis,ATL,RF
7.478944444,Matt Wieters,WSN,C
7.462444444,Ryan Braun,MIL,LF
7.412444444,DJ LeMahieu,COL,2B
7.333944444,Michael Conforto,NYM,CF
7.316055556,Didi Gregorius,NYY,SS
7.314555556,Yuli Gurriel,HOU,1B
7.305388889,Martin Prado,MIA,3B
7.264111111,Luke Maile,TOR,C
7.260111111,Tommy Pham,STL,CF
7.214111111,Colin Moran,PIT,3B
7.202111111,Jose Pirela,SDP,LF
7.200388889,Miguel Sano,MIN,3B
7.148222222,Charlie Blackmon,COL,CF
7.142944444,Kyle Schwarber,CHC,LF
7.110722222,Bryce Harper,WSN,RF
7.090888889,Giancarlo Stanton,NYY,DH
7.053722222,Carlos Gonzalez,COL,RF
6.997833333,Mark Canha,OAK,CF
6.981277778,Max Muncy,LAD,UT
6.928944444,Jed Lowrie,OAK,2B
6.901444444,Gregory Polanco,PIT,RF
6.886777778,Brett Phillips,MIL,CF
6.864333333,Joe Mauer,MIN,1B
6.839444444,Manny Pina,MIL,C
6.8025,Chris Stewart,ATL,C
6.778,Ian Happ,CHC,UT
6.735611111,Kurt Suzuki,ATL,C
6.732944444,Randal Grichuk,TOR,RF
6.726666667,Brad Miller,TBR,1B
6.710944444,Anthony Santander,BAL,RF
6.608611111,Kevin Kiermaier,TBR,CF
6.595277778,Brock Holt,BOS,UT
6.573611111,Freddy Galvis,SDP,SS
6.542777778,Paul DeJong,STL,SS
6.517055556,Pedro Severino,WSN,C
6.480888889,Austin Romine,NYY,C
6.392333333,Jonathan Villar,MIL,2B
6.314055556,Nick Hundley,SFG,C
6.275055556,Brett Gardner,NYY,LF
6.261444444,Ben Gamel,SEA,LF
6.2575,Omar Narvaez,CHW,C
6.246277778,Max Moroff,PIT,2B
6.234944444,Cameron Maybin,MIA,RF
6.152055556,Avisail Garcia,CHW,RF
6.150777778,John Ryan Murphy,ARI,C
6.118555556,Justin Bour,MIA,1B
6.105833333,Trayce Thompson,CHW,CF
6.090222222,Cliff Pennington,CIN,IF
6.064166667,Sandy Leon,BOS,C
6.042944444,Travis Jankowski,SDP,OF
6.026944444,Chris Iannetta,COL,C
6.012277778,Stephen Piscotty,OAK,RF
5.992888889,Guillermo Heredia,SEA,UT
5.934777778,Andrew McCutchen,SFG,RF
5.929388889,Brandon Snyder,TBR,3B
5.888777778,Trayce Thompson,CHW,CF
5.879111111,Scott Kingery,PHI,UT
5.872611111,Rene Rivera,LAA,UT
5.869722222,Howie Kendrick,WSN,2B
5.858944444,Ryan Flaherty,ATL,3B
5.838666667,Jose Iglesias,DET,SS
5.824222222,Wilmer Difo,WSN,IF
5.760777778,Anthony Rendon,WSN,3B
5.725833333,Curtis Granderson,TOR,LF
5.720722222,Johan Camargo,ATL,IF
5.705555556,David Freese,PIT,CI
5.687055556,Marcus Semien,OAK,SS
5.668277778,Nicholas Castellanos,DET,RF
5.571388889,Brian Dozier,MIN,2B
5.553888889,Jesus Aguilar,MIL,1B
5.537333333,Lorenzo Cain,MIL,CF
5.489333333,A.J. Ellis,SDP,C
5.437277778,Alex Bregman,HOU,3B
5.398722222,Austin Jackson,SFG,CF
5.336,Jordy Mercer,PIT,SS
5.334388889,Denard Span,TBR,LF
5.277888889,Adam Frazier,PIT,UT
5.27,Juan Lagares,NYM,CF
5.260055556,Paul Goldschmidt,ARI,1B
5.243111111,Kolten Wong,STL,2B
5.170333333,Sean Rodriguez,PIT,UT
5.132333333,Jose Peraza,CIN,SS
5.115277778,Yadier Molina,STL,C
5.093888889,Freddie Freeman,ATL,1B
5.073722222,Josh Bell,PIT,1B
5.061666667,Aledmys Diaz,TOR,SS
5.041611111,Mike Moustakas,KCR,3B
5.024666667,Tim Beckham,BAL,3B
4.978166667,Matthew Joyce,OAK,LF
4.953777778,Domingo Santana,MIL,RF
4.950777778,Ketel Marte,ARI,2B
4.9155,Brandon Belt,SFG,1B
4.873777778,Enrique Hernandez,LAD,UT
4.688666667,Chris Owings,ARI,RF
4.672777778,David Peralta,ARI,LF
4.6505,Tyler Flowers,ATL,C
4.602888889,Matt Chapman,OAK,3B
4.499555556,Marcell Ozuna,STL,LF
4.484944444,Kevin Plawecki,NYM,C
4.459555556,Matt Adams,WSN,UT
4.444888889,Khris Davis,OAK,DH
4.431611111,Steve Pearce,TOR,UT
4.375055556,Eduardo Nunez,BOS,2B
4.354944444,Derek Fisher,HOU,LF
4.322444444,Gorkys Hernandez,SFG,UT
4.308944444,Anthony Rizzo,CHC,1B
4.299833333,Hernan Perez,MIL,UT
4.289444444,Joey Wendle,TBR,2B
4.288666667,Travis dArnaud,NYM,C
4.263277778,Ryan Zimmerman,WSN,1B
4.234388889,Bryan Holaday,MIA,C
4.224666667,Victor Martinez,DET,DH
4.177777778,Tucker Barnhart,CIN,C
4.107444444,Eric Thames,MIL,1B
4.057888889,Phillip Evans,NYM,
4.011611111,Tommy La Stella,CHC,IF
3.959666667,Tim Anderson,CHW,SS
3.946055556,Logan Morrison,MIN,DH
3.897666667,Christian Vazquez,BOS,C
3.891777778,Pablo Sandoval,SFG,UT
3.855055556,Martin Maldonado,LAA,C
3.849277778,David Bote,CHC,3B
3.825777778,Amed Rosario,NYM,SS
3.781166667,Miguel Cabrera,DET,1B
3.751444444,Jon Jay,KCR,LF
3.747833333,Josh Reddick,HOU,RF
3.719055556,Daniel Robertson,TBR,UT
3.702944444,Trevor Story,COL,SS
3.695666667,Efren Navarro,CHC,1B
3.680055556,Jarrod Dyson,ARI,OF
3.654833333,Josh Harrison,PIT,2B
3.598944444,Rafael Devers,BOS,3B
3.598,Preston Tucker,ATL,LF
3.587388889,Lucas Duda,KCR,1B
3.557388889,Jackie Bradley,BOS,CF
3.550888889,Welington Castillo,CHW,C
3.441222222,Adam Duvall,CIN,LF
3.423333333,Miguel Andujar,NYY,3B
3.420222222,Dansby Swanson,ATL,SS
3.417277778,Jose Lobaton,NYM,C
3.386277778,Rafael Lopez,SDP,
3.356833333,James McCann,DET,C
3.336444444,Adam Jones,BAL,CF
3.307333333,Austin Barnes,LAD,UT
3.280111111,Austin Hedges,SDP,C
3.264111111,Aaron Altherr,PHI,RF
3.243055556,Dexter Fowler,STL,RF
3.226777778,Adeiny Hechavarria,TBR,SS
3.224555556,Tyler Austin,NYY,1B
3.153222222,Jace Peterson,BAL,OF
3.042111111,Carlos Asuaje,SDP,2B
2.986611111,Shane Robinson,NYY,UT
2.957333333,Carlos Santana,PHI,1B
2.902944444,Chase Headley,SDP,UT
2.860555556,Chase Utley,LAD,2B
2.855722222,Jace Peterson,BAL,OF
2.836,Cody Bellinger,LAD,1B
2.793833333,Ryan McMahon,COL,CI
2.752444444,Aaron Hicks,NYY,CF
2.749444444,Travis Shaw,MIL,3B
2.699944444,Matt Carpenter,STL,3B
2.690666667,Jace Peterson,NYY,OF
2.689111111,Deven Marrero,ARI,IF
2.677722222,Tomas TelisDFA,MIA,UT
2.671611111,Joe Panik,SFG,2B
2.651277778,Jefry Marte,LAA,UT
2.594,Gerardo Parra,COL,LF
2.584833333,Francisco Pena,STL,C
2.581555556,Abraham Almonte,KCR,CF
2.577722222,Yolmer Sanchez,CHW,3B
2.548333333,Alex Verdugo,LAD,RF
2.518888889,Brandon Crawford,SFG,SS
2.501277778,Dixon Machado,DET,2B
2.481833333,Yasiel Puig,LAD,RF
2.467166667,Kyle Seager,SEA,3B
2.457777778,Gregor Blanco,SFG,OF
2.405833333,Chance Sisco,BAL,C
2.402222222,Adam Eaton,WSN,LF
2.3965,Matt Olson,OAK,1B
2.375833333,Chad Wallach,MIA,C
2.328444444,Devon Travis,TOR,2B
2.324,Carlos Gomez,TBR,RF
2.311333333,Pat Valaika,COL,IF
2.301777778,Cheslor Cuthbert,KCR,DH
2.300222222,Greg Garcia,STL,IF
2.270222222,Alex Gordon,KCR,OF
2.267111111,Jesus Sucre,TBR,C
2.262666667,Christian Walker,ARI,1B
2.256611111,Logan Forsythe,LAD,3B
2.203277778,Mike Tauchman,COL,OF
2.195555556,Niko Goodrum,DET,UT
2.170888889,Ronald Torreyes,NYY,IF
2.1445,Harrison Bader,STL,OF
2.114888889,John Hicks,DET,UT
2.111277778,Nick Williams,PHI,UT
2.100888889,Jace Peterson,NYY,OF
2.078111111,Jedd Gyorko,STL,3B
2.0585,Braxton Lee,MIA,OF
2.054222222,Andrew Stevenson,WSN,OF
2.031055556,Rob Refsnyder,TBR,UT
2.010833333,Paulo Orlando,KCR,UT
1.983222222,Drew Butera,KCR,C
1.978388889,Orlando Arcia,MIL,SS
1.976277778,Kendrys Morales,TOR,DH
1.899555556,Tyler Saladino,CHW,UT
1.8795,Nelson Cruz,SEA,DH
1.860722222,Scooter Gennett,CIN,2B
1.858555556,Ehire Adrianza,MIN,SS
1.838388889,Brandon Drury,NYY,3B
1.778388889,Engelb Vielma,BAL,MI
1.761833333,Yairo Munoz,STL,3B
1.7295,David Dahl,COL,OF
1.691,Cory Spangenberg,SDP,UT
1.684833333,Leonys Martin,DET,CF
1.668166667,Brian McCann,HOU,C
1.647611111,Mike Zunino,SEA,C
1.6425,Hunter Renfroe,SDP,RF
1.641333333,Kyle Farmer,LAD,3B
1.607611111,Garrett Cooper,MIA,UT
1.603777778,Wil Myers,SDP,UT
1.601666667,Johnny Field,TBR,OF
1.599777778,Franklin Barreto,OAK,2B
1.599666667,Daniel Vogelbach,SEA,1B
1.597722222,Alex Avila,ARI,C
1.563,Neil Walker,NYY,1B
1.510111111,Marwin Gonzalez,HOU,UT
1.490333333,Ryan LaMarre,MIN,UT
1.441222222,Tyler Wade,NYY,2B
1.421944444,Mikie Mahtook,DET,LF
1.414277778,Ryan Goins,KCR,2B
1.413777778,TzuWei Lin,BOS,MI
1.408944444,Chris Davis,BAL,1B
1.405444444,JB Shuck,MIA,OF
1.399722222,Andrew Knapp,PHI,C
1.386777778,Colby Rasmus,BAL,UT
1.373722222,Ian Desmond,COL,1B
1.363222222,Brian Goodwin,WSN,OF
1.358388889,Jake Smolinski,OAK,CF
1.358,Breyvic Valera,LAD,UT
1.345722222,Tony Wolters,COL,C
1.329166667,Kelby Tomlinson,SFG,MI
1.321111111,Phil Ervin,CIN,OF
1.238888889,Gift Ngoepe,TOR,IF
1.236055556,Carlos PerezDFA,ATL,C
1.220055556,Victor Reyes,DET,UT
1.203444444,Billy McKinney,NYY,LF
1.195777778,Blake Swihart,BOS,UT
1.179777778,Miguel MonteroDFA,WSN,C
1.171222222,Chris Young,LAA,UT
1.165777778,Adam Engel,CHW,CF
1.157388889,Jesmuel Valentin,PHI,
1.155944444,David Freitas,SEA,C
1.103,Jake Marisnick,HOU,CF
1.034722222,Cam Gallagher,KCR,UT
1.008611111,Luis Sardinas,BAL,2B
1.000333333,Adrian Sanchez,WSN,3B
0.998166667,Jacob Nottingham,MIL,C
0.989555556,Evan Gattis,HOU,DH
0.966888889,Tyler ONeill,STL,OF
0.966,Alex Blandino,CIN,IF
0.9625,Philip Gosselin,CIN,UT
0.892,Matt Szczur,SDP,OF
0.887277778,Lane Adams,ATL,OF
0.859611111,J.P. Crawford,PHI,SS
0.856555556,Austin Slater,SFG,OF
0.856222222,Mike Marjama,SEA,C
0.7865,Ryan Schimpf,LAA,UT
0.780333333,Rosell Herrera,CIN,
0.771333333,Max Stassi,HOU,C
0.728,Trayce Thompson,OAK,CF
0.703333333,Moises Sierra,WSN,LF
0.6995,Yadiel Rivera,MIA,UT
0.693111111,Charlie Culberson,ATL,IF
0.6885,Bruce Maxwell,OAK,C
0.670222222,Pedro Florimon,PHI,UT
0.669944444,Mike Gerber,DET,
0.655,Trayce Thompson,OAK,CF
0.613,Ichiro Suzuki,SEA,UT
0.607555556,Nolan Fontana,LAA,2B
0.606166667,Matt Reynolds,WSN,3B
0.543722222,Hunter Pence,SFG,LF
0.539611111,Peter Bourjos,ATL,OF
0.495777778,Rafael Bautista,WSN,OF
0.460944444,Eric Sogard,MIL,MI
0.459277778,Andrew Romine,SEA,UT
0.316444444,Jett Bandy,MIL,C
