,RFPred,Name,HTeam,Pos,Actual
1,5.819833333,Yasmani Grandal,LAD,C,0
2,9.362866667,Cody Bellinger,LAD,1B,0
3,4.6618,Chase Utley,LAD,2B,0
4,7.515166667,Corey Seager,LAD,SS,0
5,5.029866667,Matt Kemp,LAD,LF,0
6,6.603266667,Chris Taylor,LAD,CF,0
7,6.374266667,Yasiel Puig,LAD,RF,0
8,3.895566667,Joc Pederson,LAD,OF,0
9,4.930766667,Enrique Hernandez,LAD,UT,0
10,4.157066667,Austin Barnes,LAD,UT,0
11,3.165533333,Logan Forsythe,LAD,IF,0
12,2.599066667,Kyle Farmer,LAD,3B,0
13,0.491066667,Breyvic Valera,LAD,UT,0
14,3.848166667,Max Muncy,LAD,3B,0
15,3.1862,Alex Verdugo,LAD,OF,0
16,1.074433333,Tim Locastro,LAD,CF,0
17,7.4355,Justin Turner,LAD,3B,0
18,11.40716667,Justin Bour,MIA,1B,0
19,9.905033333,Starlin Castro,MIA,2B,0
20,5.359733333,Miguel Rojas,MIA,SS,0
21,5.8085,Brian Anderson,MIA,3B,0
22,4.456666667,Derek Dietrich,MIA,LF,0
23,3.191666667,Lewis Brinson,MIA,CF,0
24,7.363733333,Cameron Maybin,MIA,RF,0
25,1.176366667,Yadiel Rivera,MIA,MI,0
26,1.5716,Chad Wallach,MIA,C,0
27,2.294633333,Tomas Telis,MIA,UT,0
28,4.408333333,Garrett Cooper,MIA,UT,0
29,2.658533333,Bryan Holaday,MIA,C,0
30,0.924733333,Braxton Lee,MIA,OF,0
31,1.579266667,JB Shuck,MIA,OF,0
32,11.82823333,J.T. Realmuto,MIA,C,0
33,5.743833333,Martin Prado,MIA,3B,0
34,4.826566667,Austin Hedges,SDP,C,0
35,8.731833333,Eric Hosmer,SDP,1B,0
36,1.672766667,Carlos Asuaje,SDP,2B,0
37,5.782233333,Freddy Galvis,SDP,SS,0
38,8.1737,Jose Pirela,SDP,LF,0
39,7.1608,Manuel Margot,SDP,CF,0
40,7.128733333,Hunter Renfroe,SDP,RF,0
41,3.1538,Cory Spangenberg,SDP,UT,0
42,1.261033333,Chase HeadleyDFA,SDP,UT,0
43,3.209866667,Matt Szczur,SDP,OF,0
44,4.9803,Wil Myers,SDP,UT,0
45,3.344333333,Rafael Lopez,SDP,C,0
46,4.223466667,Christian Villanueva,SDP,3B,0
47,4.5207,A.J. Ellis,SDP,C,0
48,5.900666667,Franchy Cordero,SDP,OF,0
49,7.3253,Travis Jankowski,SDP,OF,0
50,1.254,Franmil Reyes,SDP,RF,0
51,8.520233333,Francisco Cervelli,PIT,C,0
52,4.810366667,Josh Bell,PIT,1B,0
53,4.4705,Adam Frazier,PIT,2B,0
54,8.578333333,Jordy Mercer,PIT,SS,0
55,6.5178,Colin Moran,PIT,3B,0
56,9.3978,Corey Dickerson,PIT,LF,0
57,7.8425,Starling Marte,PIT,CF,0
58,9.558233333,Gregory Polanco,PIT,RF,0
59,7.956633333,Josh Harrison,PIT,2B,0
60,6.1218,Sean Rodriguez,PIT,UT,0
61,5.066266667,David Freese,PIT,CI,0
62,7.016533333,Elias Diaz,PIT,C,0
63,3.07,Max Moroff,PIT,2B,0
64,6.2901,Jose Osuna,PIT,UT,0
65,4.321366667,Jonathan Lucroy,OAK,C,0
66,9.192433333,Matt Olson,OAK,1B,0
67,7.808666667,Jed Lowrie,OAK,2B,0
68,10.3108,Marcus Semien,OAK,SS,0
69,5.7716,Matt Chapman,OAK,3B,0
70,6.5537,Matthew Joyce,OAK,LF,0
71,5.4633,Stephen Piscotty,OAK,RF,0
72,11.03696667,Khris Davis,OAK,DH,0
73,4.044233333,Boog Powell,OAK,CF,0
74,7.683733333,Chad Pinder,OAK,UT,0
75,2.290066667,Jake Smolinski,OAK,CF,0
76,4.302766667,Bruce Maxwell,OAK,UT,0
77,4.3872,Trayce Thompson,OAK,CF,0
222,4.768,Trayce Thompson,CHW,CF,0
78,3.222033333,Mark Canha,OAK,CF,0
79,10.51333333,Franklin Barreto,OAK,2B,0
80,3.419466667,Dustin Fowler,OAK,CF,0
81,4.846166667,Russell Martin,TOR,C,0
82,9.9671,Justin Smoak,TOR,1B,0
83,3.4981,Devon Travis,TOR,2B,0
84,3.308333333,Aledmys Diaz,TOR,SS,0
85,5.660133333,Curtis Granderson,TOR,LF,0
86,6.4918,Kevin Pillar,TOR,CF,0
87,4.323133333,Randal Grichuk,TOR,RF,0
88,2.923533333,Kendrys Morales,TOR,DH,0
89,9.157,Josh Donaldson,TOR,UT,0
90,4.6944,Steve Pearce,TOR,UT,0
91,3.3693,Yangervis Solarte,TOR,3B,0
92,0.717,Gift Ngoepe,TOR,UT,0
93,5.3893,Luke Maile,TOR,C,0
