"","RFPred","Name","HTeam","Pos"
"73",4.64,"Derek Dietrich","MIA","LF"
"74",3.328,"Lewis Brinson","MIA","CF"
"75",7.51566666666667,"Cameron Maybin","MIA","RF"
"76",2.19255555555555,"Chad Wallach","MIA","C"
"77",0.989666666666667,"Tomas Telis","MIA","UT"
"78",0.901777777777778,"Yadiel Rivera","MIA","MI"
"79",5.00916666666667,"Garrett Cooper","MIA","UT"
"80",0,"Chris OGrady","MIA",""
"81",3.2585,"Bryan Holaday","MIA",""
"82",0.5745,"Braxton Lee","MIA","OF"
"83",0,"Brad Ziegler","MIA","CL"
"84",0.055,"Odrisamer Despaigne","MIA",""
"85",0,"Jacob Turner","MIA",""
"86",0,"Tyler Cloyd","MIA",""
"87",1.78911111111111,"JB Shuck","MIA","OF"
"88",7.44588888888889,"J.T. Realmuto","MIA","C"
"89",0,"Merandy Gonzalez","MIA",""
"90",0,"Nick Wittgren","MIA",""
"91",3.25055555555556,"Martin Prado","MIA","3B"
"92",0,"WeiYin Chen","MIA",""
"93",2.4,"Dan Straily","MIA",""
"94",4.74338888888889,"Willson Contreras","CHC","C"
"95",4.46027777777778,"Anthony Rizzo","CHC","1B"
"96",9.956,"Javier Baez","CHC","2B"
"97",2.87244444444444,"Addison Russell","CHC","SS"
"98",9.32655555555555,"Kris Bryant","CHC","3B"
"99",6.79438888888889,"Kyle Schwarber","CHC","LF"
"100",3.03294444444445,"Albert Almora","CHC","CF"
"101",5.10055555555556,"Jason Heyward","CHC","RF"
"102",4.39977777777778,"Ian Happ","CHC","OF"
"103",3.24894444444444,"Tommy La Stella","CHC","IF"
"104",0,"Mike Montgomery","CHC",""
"105",0,"Justin Wilson","CHC",""
"106",3.07355555555556,"Ben Zobrist","CHC","UT"
"107",4.15166666666667,"Victor Caratini","CHC","UT"
"108",0,"Brandon Morrow","CHC","CL"
"109",0.136666666666667,"Eddie Butler","CHC",""
"110",3.16027777777778,"Efren Navarro","CHC","1B"
"111",2.27333333333333,"David Bote","CHC","3B"
"112",0,"Luke Farrell","CHC",""
"113",6.23738888888889,"James McCann","DET","C"
"114",6.05505555555556,"Miguel Cabrera","DET","1B"
"115",3.75661111111111,"Dixon Machado","DET","2B"
"116",5.48461111111111,"Jose Iglesias","DET","SS"
"117",9.70061111111111,"Jeimer Candelario","DET","3B"
"118",2.42877777777778,"JaCoby Jones","DET","LF"
"119",6.78555555555555,"Leonys Martin","DET","CF"
"120",8.14333333333333,"Nicholas Castellanos","DET","RF"
"121",6.28838888888889,"Victor Martinez","DET","DH"
"122",3.96466666666667,"Mikie Mahtook","DET","LF"
"123",1.87488888888889,"Niko Goodrum","DET","UT"
"124",5.46683333333333,"John Hicks","DET","UT"
"125",2.17955555555556,"Victor Reyes","DET","UT"
"126",0,"Mike Gerber","DET",""
"127",0,"Shane Greene","DET","CL"
"128",0,"Daniel Norris","DET",""
"129",0,"Warwick Saupold","DET",""
"130",0,"Artie Lewicki","DET",""
"131",3,"Grayson Greiner","DET","C"
"132",4.34783333333334,"Robinson Chirinos","TEX","C"
"133",11.0084444444444,"Joey Gallo","TEX","1B"
"134",6.29366666666666,"Adrian Beltre","TEX","3B"
"135",4.46516666666667,"Ryan Rua","TEX","LF"
"136",10.9546111111111,"Delino DeShields","TEX","CF"
"137",6.42088888888889,"Nomar Mazara","TEX","RF"
"138",5.93105555555556,"ShinSoo Choo","TEX","DH"
"139",6.81488888888889,"Elvis Andrus","TEX","SS"
"140",5.73494444444444,"Rougned Odor","TEX","UT"
"141",4.61161111111111,"Jurickson Profar","TEX","SS"
"142",3.49416666666667,"Drew Robinson","TEX","UT"
"143",2.4235,"Juan CentenoDFA","TEX","C"
"144",1.35544444444444,"Carlos Tocci","TEX","CF"
"145",4.81661111111111,"Isiah KinerFalefa","TEX","2B"
"146",3.04622222222222,"Ronald Guzman","TEX","1B"
"147",3.82138888888889,"Renato Nunez","TEX","UT"
"148",0.776,"Carlos Perez","TEX","C"
"149",4.02277777777778,"Adrian Gonzalez","NYM","1B"
"150",7.532,"Asdrubal Cabrera","NYM","2B"
"151",3.51961111111111,"Amed Rosario","NYM","SS"
"152",5.89766666666667,"Todd Frazier","NYM","3B"
"153",7.64288888888889,"Yoenis Cespedes","NYM","LF"
"154",6.49838888888889,"Jay Bruce","NYM","RF"
"155",5.30744444444444,"Wilmer Flores","NYM","IF"
"156",2.75722222222222,"Brandon Nimmo","NYM","OF"
"157",6.47305555555556,"Juan Lagares","NYM","CF"
"158",3.84916666666667,"Kevin Plawecki","NYM","C"
"159",0,"Jeurys Familia","NYM","CL"
"160",0,"Anthony Swarzak","NYM",""
"161",4.66283333333333,"Travis dArnaud","NYM","C"
"162",4.92666666666667,"Jose Reyes","NYM","IF"
"163",1.45805555555556,"Phillip Evans","NYM",""
"164",0,"Paul Sewald","NYM",""
"165",0,"Jacob Rhame","NYM",""
"166",0.658833333333333,"Matt HarveyDFA","NYM",""
"167",0,"Hansel Robles","NYM",""
"168",7.43027777777778,"Michael Conforto","NYM","CF"
"169",2.37222222222222,"Tomas Nido","NYM","C"
"170",5.17427777777778,"Jose Lobaton","NYM","C"
"171",0,"Gerson Bautista","NYM",""
"172",0,"Corey Oswalt","NYM",""
