"RFPred","Name","HTeam","Pos","Actual","H","SB","HR","HRSplitL30","HSplitL30","HRSplit","HSplit","SplitsGood","Splits30Good","Date"
6.4077,"Aaron Altherr","PHI","RF",7,1.08333333333333,0,1,0.5,0.647058823529412,0.653846153846154,0.623188405797101,1,0,"2018-5-4"
11.1808333333333,"Aaron Hicks","NYY","CF",0,0.692307692307692,3,0,0.666666666666667,0.642857142857143,0.526315789473684,0.518518518518518,1,1,"2018-5-4"
12.2856666666667,"Aaron Judge","NYY","RF",23,0.928571428571429,0,2,0.714285714285714,0.689655172413793,0.682539682539683,0.699507389162562,1,1,"2018-5-4"
8.989,"Adam Duvall","CIN","LF",15,0.5,2,1,0.5,0.6875,0.764705882352941,0.797687861271676,1,0,"2018-5-4"
6.418,"Adam Frazier","PIT","2B",0,0.733333333333333,0,0,0.5,0.666666666666667,0.777777777777778,0.794326241134752,1,0,"2018-5-4"
6.98383333333333,"Adam Jones","BAL","CF",23,0.909090909090909,0,1,0.666666666666667,0.666666666666667,0.766666666666667,0.751219512195122,1,1,"2018-5-4"
3.40606666666667,"Adeiny Hechavarria","TBR","SS",3,1.2,0,2,0,0.428571428571429,0.315789473684211,0.248780487804878,0,0,"2018-5-4"
5.1809,"Albert Almora","CHC","CF",8,1.18181818181818,0,0,0,0.523809523809524,0.545454545454545,0.591666666666667,1,0,"2018-5-4"
10.1471333333333,"Albert Pujols","LAA","1B",10,0.8,0,3,0.333333333333333,0.625,0.828571428571429,0.707692307692308,1,0,"2018-5-4"
5.8653,"Alcides Escobar","KCR","SS",12,0.894736842105263,0,0,0.333333333333333,0.37037037037037,0.2,0.212871287128713,0,0,"2018-5-4"
6.86523333333333,"Aledmys Diaz","TOR","SS",15,0.466666666666667,0,2,0.6,0.470588235294118,0.866666666666667,0.780952380952381,1,0,"2018-5-4"
3.8589,"Alen Hanson","SFG","2B",11,0.666666666666667,2,0,0,0.8,0.727272727272727,0.864864864864865,1,0,"2018-5-4"
6.04416666666667,"Alex Blandino","CIN","IF",4,1.2,0,1,0.5,0.785714285714286,0.5,0.785714285714286,0,0,"2018-5-4"
7.91506666666667,"Alex Bregman","HOU","3B",8,1,1,0,0,0,0,0.00961538461538462,0,0,"2018-5-4"
12.5727666666667,"Alex Gordon","KCR","LF",5,1.53846153846154,0,2,0.333333333333333,0.0869565217391304,0.0769230769230769,0.157894736842105,0,0,"2018-5-4"
4.41993333333333,"Alex Verdugo","LAD","OF",6,1.33333333333333,0,0,0,0.222222222222222,0,0.2,0,0,"2018-5-4"
7.1605,"Amed Rosario","NYM","SS",8,0.7,0,0,0,0.625,0.714285714285714,0.746478873239437,1,0,"2018-5-4"
6.88936666666667,"Andrelton Simmons","LAA","SS",12,1.22222222222222,2,2,0.5,0.608695652173913,0.7,0.691943127962085,1,0,"2018-5-4"
7.4864,"Andrew Benintendi","BOS","LF",0,0.909090909090909,3,0,0.5,0.833333333333333,0.777777777777778,0.778325123152709,1,0,"2018-5-4"
6.65646666666667,"Andrew McCutchen","SFG","RF",9,0.642857142857143,0,1,0,0.391304347826087,0.484848484848485,0.654822335025381,0,0,"2018-5-4"
6.8021,"Anthony Rizzo","CHC","1B",3,0.666666666666667,0,2,0.333333333333333,0.666666666666667,0.657142857142857,0.706214689265537,1,0,"2018-5-4"
7.90383333333333,"Asdrubal Cabrera","NYM","2B",28,1.2,0,1,0.666666666666667,0.709677419354839,0.782608695652174,0.774869109947644,1,1,"2018-5-4"
5.38703333333333,"Austin Jackson","SFG","CF",6,0.833333333333333,1,0,0,0.368421052631579,0.7,0.454545454545455,0,0,"2018-5-4"
6.65293333333333,"Ben Gamel","SEA","LF",0,0.454545454545455,0,0,0,0.666666666666667,0.928571428571429,0.826923076923077,1,0,"2018-5-4"
4.21093333333333,"Ben Zobrist","CHC","UT",3,0.4,0,0,0.5,0.307692307692308,0.857142857142857,0.735537190082645,1,0,"2018-5-4"
8.57483333333334,"Billy Hamilton","CIN","CF",7,0.615384615384615,1,0,0.5,0.777777777777778,0.833333333333333,0.795180722891566,1,0,"2018-5-4"
12.5205666666667,"Brandon Belt","SFG","1B",6,1.21428571428571,0,3,0.666666666666667,0.75,0.730769230769231,0.795081967213115,1,1,"2018-5-4"
4.8897,"Brandon Crawford","SFG","SS",23,0.571428571428571,0,1,0.5,0.647058823529412,0.882352941176471,0.826086956521739,1,0,"2018-5-4"
5.75843333333333,"Brandon Nimmo","NYM","OF",7,0.333333333333333,0,0,0.5,0.666666666666667,0.875,0.758064516129032,1,0,"2018-5-4"
9.48653333333333,"Brett Gardner","NYY","LF",7,0.333333333333333,1,0,0,0.705882352941177,0.833333333333333,0.771144278606965,1,0,"2018-5-4"
4.46906666666666,"Brian Anderson","MIA","3B",6,1.08333333333333,1,1,0,0.285714285714286,0.333333333333333,0.313725490196078,0,0,"2018-5-4"
11.7955333333333,"Brian Dozier","MIN","2B",29,0.769230769230769,0,0,0,0.7,0.523809523809524,0.655660377358491,1,0,"2018-5-4"
7.99986666666666,"Bryce Harper","WSN","RF",30,0.692307692307692,2,2,0.625,0.708333333333333,0.738095238095238,0.745664739884393,1,1,"2018-5-4"
7.5315,"Buster Posey","SFG","C",8,0.9,0,0,0,0.571428571428571,0.263157894736842,0.69,0,0,"2018-5-4"
4.33683333333333,"Caleb Joseph","BAL","C",6,0.714285714285714,0,0,0,0.428571428571429,0.666666666666667,0.74025974025974,1,0,"2018-5-4"
11.4584,"Carlos Correa","HOU","SS",14,1.25,0,3,0,0.0740740740740741,0,0.010752688172043,0,0,"2018-5-4"
9.64653333333333,"Carlos Gomez","TBR","RF",0,0.909090909090909,3,2,0.25,0.3,0.285714285714286,0.258333333333333,0,0,"2018-5-4"
4.7692,"Carlos Gonzalez","COL","RF",2,0.5,0,0,0.25,0.25,0.142857142857143,0.227272727272727,0,0,"2018-5-4"
10.9317666666667,"Carlos Santana","PHI","1B",21,0.583333333333333,0,0,0,0.5,0.678571428571429,0.621359223300971,1,0,"2018-5-4"
