"","RFPred","Name","HTeam","Pos","Actual","H","SB","HR","HRSplitL30","HSplitL30","HRSplit","HSplit"
"64625",6.3559,"Kole Calhoun","LAA","RF",0,1.1,1,0,0,0.3125,0.15,0.258823529411765
"64626",8.85856666666667,"Zack Cozart","LAA","3B",2,1,0,1,0,0.210526315789474,0.259259259259259,0.186666666666667
"64627",9.357,"Mike Trout","LAA","CF",7,1,1,5,0.166666666666667,0.166666666666667,0.260869565217391,0.306748466257669
"64629",9.6826,"Ian Kinsler","LAA","2B",0,2,2,0,0,0,0.2,0.176056338028169
"64630",7.43016666666666,"Justin Upton","LAA","LF",3,1.36363636363636,2,4,0,0.1,0.37037037037037,0.258953168044077
"64633",6.34893333333333,"Yadier Molina","STL","C",5,1.09090909090909,1,3,0.6,0.611111111111111,0.64,0.740963855421687
"64634",4.45343333333333,"Greg Garcia","STL","IF",5,0.666666666666667,0,2,0,0.142857142857143,0.4,0.883116883116883
"64635",6.32463333333333,"Dexter Fowler","STL","RF",8,1,1,2,0.666666666666667,0.692307692307692,0.791666666666667,0.826388888888889
"64637",7.8564,"Paul DeJong","STL","SS",15,0.583333333333333,0,1,0.6,0.666666666666667,0.724137931034483,0.77536231884058
"64638",9.65073333333333,"Marcell Ozuna","STL","LF",2,1.36363636363636,0,2,0.333333333333333,0.8,0.893617021276596,0.820627802690583
"64639",8.16236666666666,"Tommy Pham","STL","CF",9,1.25,4,2,0.666666666666667,0.65,0.791666666666667,0.782608695652174
"64641",6.96813333333333,"Matt Carpenter","STL","3B",11,0.363636363636364,0,1,0,0.444444444444444,0.814814814814815,0.787234042553192
"64642",6.5252,"Jose Martinez","STL","1B",2,1.25,0,2,0.333333333333333,0.428571428571429,0.818181818181818,0.79646017699115
"64643",11.1646666666667,"Matt Olson","OAK","1B",5,0.916666666666667,1,2,0.666666666666667,0.6875,0.758620689655172,0.757142857142857
"64644",8.90616666666667,"Matthew Joyce","OAK","LF",10,0.583333333333333,0,2,0.333333333333333,0.5,0.724137931034483,0.791666666666667
"64645",10.4912333333333,"Jed Lowrie","OAK","2B",18,1.58333333333333,0,4,0.8,0.56,0.833333333333333,0.705583756345178
"64646",6.56646666666667,"Stephen Piscotty","OAK","RF",14,1.09090909090909,0,1,0,0.529411764705882,0.7,0.755102040816326
"64647",8.9803,"Jonathan Lucroy","OAK","C",11,0.777777777777778,0,0,0,0.666666666666667,0.8,0.697674418604651
"64648",6.7872,"Mark Canha","OAK","CF",18,0.8,0,1,0,0.4,0.5,0.476190476190476
"64649",8.47353333333333,"Marcus Semien","OAK","SS",0,1.08333333333333,0,1,0.5,0.65,0.75,0.655172413793103
"64650",6.02723333333334,"Khris Davis","OAK","DH",10,1,0,4,0.6,0.833333333333333,0.702127659574468,0.73224043715847
"64652",6.2863,"Matt Chapman","OAK","3B",10,1.16666666666667,0,3,0.666666666666667,0.523809523809524,0.652173913043478,0.623762376237624
"64653",7.62263333333333,"Domingo Santana","MIL","RF",0,1,0,0,0,0.222222222222222,0.142857142857143,0.222857142857143
"64654",9.2591,"Travis Shaw","MIL","3B",5,0.928571428571429,0,2,0,0.142857142857143,0.210526315789474,0.258241758241758
"64655",6,"Jacob Nottingham","MIL","C",0,0,0,0,0,0,0,0
"64657",11.3371333333333,"Ryan Braun","MIL","LF",9,0.692307692307692,3,2,0,0.181818181818182,0.19047619047619,0.217054263565891
"64659",7.064,"Orlando Arcia","MIL","SS",6,0.692307692307692,0,2,0,0.166666666666667,0.0952380952380952,0.216867469879518
"64660",2.34423333333333,"Eric Sogard","MIL","MI",3,0.357142857142857,0,0,0,0,0,0.175
"64661",6.27756666666667,"Lorenzo Cain","MIL","CF",7,0.666666666666667,1,0,0,0.277777777777778,0.176470588235294,0.204444444444444
"64662",7.09733333333334,"Eric Thames","MIL","1B",15,0.666666666666667,0,4,0,0,0.230769230769231,0.176470588235294
"64663",7.68983333333334,"Joe Mauer","MIN","1B",4,1.5,0,0,0,0.533333333333333,0.75,0.773869346733668
"64664",9.52176666666666,"Logan Morrison","MIN","DH",2,0.5,0,0,0,0.25,0.634146341463415,0.748201438848921
"64665",8.15096666666667,"Eddie Rosario","MIN","LF",3,0.714285714285714,1,1,0,0.444444444444444,0.806451612903226,0.726315789473684
"64666",5.43436666666666,"Eduardo Escobar","MIN","3B",0,0.833333333333333,1,0,0,0.636363636363636,0.608695652173913,0.648648648648649
"64667",9.8547,"Brian Dozier","MIN","2B",9,1,1,1,0.4,0.5,0.523809523809524,0.64321608040201
"64668",5.84923333333334,"Max Kepler","MIN","RF",10,0.714285714285714,0,2,0,0.5,0.739130434782609,0.845637583892617
"64669",8.72923333333334,"Miguel Sano","MIN","3B",3,1.16666666666667,0,1,0,0.636363636363636,0.764705882352941,0.762589928057554
"64670",7.07433333333333,"Robbie Grossman","MIN","RF",0,0.25,0,0,0,0,0.833333333333333,0.730434782608696
"64671",8.58529999999999,"Jason Castro","MIN","C",3,0.6,0,0,0,0.6,0.785714285714286,0.774509803921569
"64672",7.15913333333333,"Corey Dickerson","PIT","LF",0,1.72727272727273,2,1,0.5,0.80952380952381,0.939393939393939,0.805
"64673",5.94863333333334,"Jordy Mercer","PIT","SS",9,0.818181818181818,0,0,0,0.666666666666667,0.538461538461538,0.712328767123288
"64674",2.35203333333333,"Sean Rodriguez","PIT","UT",0,0.4,0,1,0,0.25,0.666666666666667,0.722222222222222
"64675",2.27276666666667,"Colin Moran","PIT","3B",3,1.1,0,0,0,0.733333333333333,0,0.789473684210526
"64676",8.24616666666667,"Starling Marte","PIT","CF",5,1.25,4,2,0.6,0.727272727272727,0.583333333333333,0.781818181818182
"64677",6.44426666666667,"Francisco Cervelli","PIT","C",0,1.1,0,2,0.666666666666667,0.8125,0.75,0.744186046511628
"64679",5.662,"Josh Bell","PIT","1B",0,0.916666666666667,0,1,0.5,0.727272727272727,0.818181818181818,0.790960451977401
"64680",5.03316666666667,"Gregory Polanco","PIT","RF",2,0.636363636363636,0,4,0.8,0.785714285714286,0.888888888888889,0.672566371681416
"64681",0.777966666666667,"Luis Sardinas","BAL","2B",2,NA,0,0,0,0,0,0.8
"64683",5.99666666666667,"Adam Jones","BAL","CF",6,1,0,2,0,0.333333333333333,0.206896551724138,0.236842105263158
"64684",5.59273333333334,"Danny Valencia","BAL","UT",2,0.333333333333333,0,1,0.5,0.5,0.15,0.204724409448819
"64686",5.15473333333333,"Chris Davis","BAL","1B",2,0.5,0,0,0,0,0.185185185185185,0.274336283185841
"64687",5.3862,"Tim Beckham","BAL","3B",2,0.909090909090909,1,0,0,0.333333333333333,0.313725490196078,0.273809523809524
"64688",5.4732,"Caleb Joseph","BAL","C",0,0.4,0,0,0,0.5,0.222222222222222,0.222222222222222
"64689",5.12853333333333,"Craig Gentry","BAL","OF",2,0.75,3,0,0,0.857142857142857,0.666666666666667,0.648648648648649
"64691",7.81103333333334,"Trey Mancini","BAL","LF",18,1.45454545454545,0,0,0,0.421052631578947,0.115384615384615,0.296296296296296
"64692",6.51543333333333,"Manny Machado","BAL","SS",5,1.18181818181818,0,1,0.5,0.4375,0.2,0.25668449197861
"64693",10.8300333333333,"Jean Segura","SEA","SS",3,1.5,1,1,0,0.157894736842105,0.307692307692308,0.272222222222222
"64694",9.11843333333333,"Kyle Seager","SEA","3B",0,1.4,0,3,0.25,0.1875,0.264705882352941,0.208333333333333
"64695",7.89166666666666,"Mitch Haniger","SEA","RF",0,0.8,0,2,0,0.0909090909090909,0.19047619047619,0.206896551724138
"64696",2.1251,"Ichiro Suzuki","SEA","UT",3,0.666666666666667,0,0,0,0,0,0.169230769230769
"64697",8.77956666666667,"Robinson Cano","SEA","2B",15,0.9,0,0,0,0.133333333333333,0.153846153846154,0.178571428571429
"64698",8.84513333333334,"Nelson Cruz","SEA","DH",0,0.5,0,0,0,0,0.272727272727273,0.179775280898876
"64699",5.48233333333333,"Mike Marjama","SEA","C",0,0.5,0,0,0,0.25,0,0.142857142857143
"64700",8.00886666666667,"Dee Gordon","SEA","CF",0,1.4,7,0,0,0.111111111111111,0,0.209205020920502
"64701",10.6864,"Daniel Vogelbach","SEA","UT",2,1,0,2,0,0,0,0
"64704",6.61283333333333,"Luke Maile","TOR","C",10,1.66666666666667,0,0,0,0.5,0,0.291666666666667
"64705",7.8151,"Luke Maile","TOR","C",10,1.66666666666667,0,0,0,0.5,0,0.291666666666667
"647041",6.78826666666667,"Luke Maile","TOR","C",10,1.66666666666667,0,0,0,0.5,0,0.291666666666667
"647051",7.84493333333333,"Luke Maile","TOR","C",10,1.66666666666667,0,0,0,0.5,0,0.291666666666667
"64726",7.98666666666667,"Russell Martin","TOR","C",4,0.5,0,1,0.333333333333333,0.5,0.176470588235294,0.265822784810127
"64727",11.7642,"Russell Martin","TOR","C",4,0.5,0,1,0.333333333333333,0.5,0.176470588235294,0.265822784810127
"647261",9.2021,"Russell Martin","TOR","C",4,0.5,0,1,0.333333333333333,0.5,0.176470588235294,0.265822784810127
"647271",12.9392,"Russell Martin","TOR","C",4,0.5,0,1,0.333333333333333,0.5,0.176470588235294,0.265822784810127
"64736",3.83386666666667,"Devon Travis","TOR","2B",7,0.285714285714286,0,0,0,0.5,0.166666666666667,0.360655737704918
"64737",4.5173,"Devon Travis","TOR","2B",7,0.285714285714286,0,0,0,0.5,0.166666666666667,0.360655737704918
"64738",3.80443333333334,"Devon Travis","TOR","2B",6,0.285714285714286,0,0,0,0.5,0.166666666666667,0.360655737704918
"64739",4.50276666666667,"Devon Travis","TOR","2B",6,0.285714285714286,0,0,0,0.5,0.166666666666667,0.360655737704918
"647361",3.9013,"Devon Travis","TOR","2B",7,0.285714285714286,0,0,0,0.5,0.166666666666667,0.360655737704918
"647371",4.67643333333333,"Devon Travis","TOR","2B",7,0.285714285714286,0,0,0,0.5,0.166666666666667,0.360655737704918
"647381",4.03943333333333,"Devon Travis","TOR","2B",6,0.285714285714286,0,0,0,0.5,0.166666666666667,0.360655737704918
"647391",4.7661,"Devon Travis","TOR","2B",6,0.285714285714286,0,0,0,0.5,0.166666666666667,0.360655737704918
"647362",3.91953333333333,"Devon Travis","TOR","2B",7,0.285714285714286,0,0,0,0.5,0.166666666666667,0.360655737704918
"647372",4.48533333333333,"Devon Travis","TOR","2B",7,0.285714285714286,0,0,0,0.5,0.166666666666667,0.360655737704918
"647382",3.92903333333333,"Devon Travis","TOR","2B",6,0.285714285714286,0,0,0,0.5,0.166666666666667,0.360655737704918
"647392",4.5445,"Devon Travis","TOR","2B",6,0.285714285714286,0,0,0,0.5,0.166666666666667,0.360655737704918
"647363",3.51613333333333,"Devon Travis","TOR","2B",7,0.285714285714286,0,0,0,0.5,0.166666666666667,0.360655737704918
"647373",4.5934,"Devon Travis","TOR","2B",7,0.285714285714286,0,0,0,0.5,0.166666666666667,0.360655737704918
"647383",3.6611,"Devon Travis","TOR","2B",6,0.285714285714286,0,0,0,0.5,0.166666666666667,0.360655737704918
"647393",4.7086,"Devon Travis","TOR","2B",6,0.285714285714286,0,0,0,0.5,0.166666666666667,0.360655737704918
"64747",6.96723333333333,"Christian Vazquez","BOS","C",14,0.714285714285714,0,0,0,0.1,0.166666666666667,0.15929203539823
"64748",13.3482333333333,"Eduardo Nunez","BOS","2B",7,1.125,0,1,0,0.0714285714285714,0.117647058823529,0.286144578313253
"64750",5.6315,"Rafael Devers","BOS","3B",18,0.9,0,1,0,0.0666666666666667,0.272727272727273,0.252873563218391
"64751",11.6154333333333,"J.D. Martinez","BOS","DH",3,1.2,0,3,0,0,0.259259259259259,0.264026402640264
"64752",7.4981,"Hanley Ramirez","BOS","UT",3,1.33333333333333,1,2,0,0.111111111111111,0.290322580645161,0.228758169934641
"64753",3.39676666666667,"Brock Holt","BOS","UT",18,0.571428571428571,0,0,0,0,0,0.25
"64754",6.7775,"Jackie Bradley","BOS","CF",23,0.888888888888889,1,0,0,0,0.0952380952380952,0.156028368794326
"64755",8.50766666666666,"Mookie Betts","BOS","RF",49,1.33333333333333,1,1,0,0,0.129032258064516,0.214634146341463
"64756",15.4036333333333,"Andrew Benintendi","BOS","LF",0,1.44444444444444,2,0,0,0,0.192307692307692,0.172774869109948
"64759",7.70426666666667,"Cory Spangenberg","SDP","UT",2,0.461538461538462,1,0,0.5,0.777777777777778,0.866666666666667,0.810606060606061
"64760",8.32826666666667,"Eric Hosmer","SDP","1B",17,0.916666666666667,0,1,0.5,0.555555555555556,0.774193548387097,0.794979079497908
"64761",9.68093333333333,"Christian Villanueva","SDP","3B",5,1.15384615384615,0,3,0.5,0.5,0.5,0.571428571428571
"64762",8.83366666666667,"Hunter Renfroe","SDP","RF",0,0.75,0,2,0,0.363636363636364,0.53125,0.691056910569106
"64763",3.19573333333333,"A.J. Ellis","SDP","C",0,0.75,0,0,0,0.25,0.714285714285714,0.735294117647059
"64764",7.52753333333333,"Freddy Galvis","SDP","SS",3,0.928571428571429,0,0,0,0.473684210526316,0.625,0.668449197860963
"64766",7.70293333333334,"Jose Pirela","SDP","LF",2,1.35714285714286,2,0,0,0.52,0.7,0.65
"64767",7.1378,"Franchy Cordero","SDP","OF",9,1,1,1,0.5,0.714285714285714,0.4,0.75
"64769",5.2346,"Carlos Asuaje","SDP","2B",8,0.571428571428571,0,1,0.5,0.692307692307692,0.625,0.798076923076923
"64770",7.26723333333333,"Miguel Andujar","NYY","3B",21,0.875,0,0,0,0,0,0.384615384615385
"64771",13.592,"Brett Gardner","NYY","LF",4,1.4,1,0,0,0.294117647058824,0.125,0.204081632653061
"64772",11.4921666666667,"Aaron Hicks","NYY","CF",2,1,0,2,0,0.333333333333333,0.315789473684211,0.448979591836735
"64773",15.946,"Aaron Judge","NYY","RF",4,1.54545454545455,2,4,0.4,0.428571428571429,0.283333333333333,0.285714285714286
"64774",11.8776,"Giancarlo Stanton","NYY","DH",0,0.909090909090909,1,1,0.5,0.733333333333333,0.267605633802817,0.256281407035176
"64775",7.92333333333333,"Neil Walker","NYY","1B",0,0.75,0,0,0,0.4,0.129032258064516,0.241071428571429
"64776",7.7759,"Tyler Austin","NYY","1B",0,1,1,0,0,0.166666666666667,0.333333333333333,0.285714285714286
"64777",12.4922666666667,"Gary Sanchez","NYY","C",3,1,0,3,0.75,0.454545454545455,0.342105263157895,0.273291925465839
"64778",9.72946666666667,"Didi Gregorius","NYY","SS",10,1.09090909090909,2,5,0.166666666666667,0.235294117647059,0.138888888888889,0.269430051813472
"64780",11.9133666666667,"Billy Hamilton","CIN","CF",0,0.818181818181818,4,1,0.5,0.727272727272727,0.833333333333333,0.791139240506329
"64781",5.3879,"Jesse Winker","CIN","RF",4,0.777777777777778,0,0,0,0.9,0.857142857142857,0.875
"64782",6.3422,"Jose Peraza","CIN","SS",0,1.27272727272727,2,0,0,0.8,0.4,0.737931034482759
"64784",4.13166666666667,"Cliff Pennington","CIN","IF",0,0.285714285714286,0,0,0,0.75,0.75,0.745454545454545
"64786",8.567,"Adam Duvall","CIN","LF",0,0.818181818181818,0,2,0.333333333333333,0.583333333333333,0.757575757575758,0.790419161676647
"64787",9.02033333333334,"Joey Votto","CIN","1B",5,1.2,0,0,0,0.8125,0.552631578947368,0.782608695652174
"64789",17.2919333333333,"Scooter Gennett","CIN","2B",0,1.09090909090909,1,0,0,0.857142857142857,0.862068965517241,0.853658536585366
"64791",6.94356666666666,"Yan Gomes","CLE","C",3,0.666666666666667,0,1,0.5,0.571428571428571,0.666666666666667,0.715686274509804
"64792",5.46786666666667,"Jason Kipnis","CLE","2B",7,0.6,0,0,0,0.6,0.6875,0.645454545454546
"64793",7.90306666666667,"Edwin Encarnacion","CLE","DH",0,0.3,0,0,0.75,0.875,0.708333333333333,0.681081081081081
"64794",11.8135333333333,"Francisco Lindor","CLE","SS",15,1.1,2,1,0.5,0.733333333333333,0.51219512195122,0.575757575757576
"64795",7.84033333333333,"Yonder Alonso","CLE","1B",15,0.5,0,0,0.5,0.7,0.85,0.865979381443299
"64796",3.86653333333333,"Bradley Zimmer","CLE","CF",14,0.888888888888889,1,1,0,0.727272727272727,0.7,0.721649484536082
"64798",10.4001,"Jose Ramirez","CLE","3B",21,0.8,2,3,0.5,0.444444444444444,0.738095238095238,0.604081632653061
"64800",7.04283333333333,"Michael Brantley","CLE","LF",24,1,1,0,0,0.714285714285714,0.6,0.709677419354839
"64801",2.72096666666667,"Moises SierraDFA","WSN","OF",13,0.5,0,0,0,0.25,0,0.25
"64802",7.4068,"Michael Taylor","WSN","CF",14,0.785714285714286,3,0,0,0.214285714285714,0.260869565217391,0.283582089552239
"64803",2.46886666666667,"Pedro Severino","WSN","C",3,0.8,1,0,0,0.272727272727273,0,0.294117647058824
"64804",11.9503,"Bryce Harper","WSN","RF",4,1.07142857142857,2,6,0.5,0.285714285714286,0.25,0.23780487804878
"64805",7.7535,"Trea Turner","WSN","SS",26,0.785714285714286,7,0,0,0.3125,0.0769230769230769,0.251851851851852
"64807",12.909,"Howie Kendrick","WSN","2B",3,1.16666666666667,0,2,0.333333333333333,0.25,0.555555555555556,0.345679012345679
"64808",8.93223333333334,"Ryan Zimmerman","WSN","1B",5,0.357142857142857,0,1,0,0.285714285714286,0.394736842105263,0.323863636363636
"64809",9.16206666666666,"Wilmer Difo","WSN","IF",3,0.692307692307692,1,0,0,0.333333333333333,0.428571428571429,0.342105263157895
"64811",1.96873333333333,"Tomas Telis","MIA","UT",9,0.2,0,0,0,0.6,0,0.875
"64812",8.24076666666666,"J.T. Realmuto","MIA","C",20,NA,0,0,0,0,0.789473684210526,0.822784810126582
"64813",3.29803333333333,"Brian Anderson","MIA","3B",6,0.727272727272727,0,0,0,0.5,0,0.631578947368421
"64814",10.5081666666667,"Justin Bour","MIA","1B",7,0.909090909090909,0,4,0.4,0.642857142857143,0.774193548387097,0.824427480916031
"64815",4.47063333333333,"Miguel Rojas","MIA","SS",7,1.27272727272727,1,2,0.333333333333333,0.65,0.5,0.784313725490196
"64816",4.622,"Cameron Maybin","MIA","RF",2,0.454545454545455,1,0,0,0.363636363636364,0.761904761904762,0.613953488372093
"64817",7.5122,"Starlin Castro","MIA","2B",10,0.909090909090909,1,0,0,0.526315789473684,0.45,0.636904761904762
"64820",3.86676666666667,"Derek Dietrich","MIA","LF",8,1.18181818181818,0,0,0.5,0.5,0.875,0.7890625
"64821",6.271,"JB Shuck","MIA","OF",0,1.25,0,0,0,0.833333333333333,0,0.833333333333333
"64822",11.1287,"Jose Abreu","CHW","1B",3,0.8,0,3,0.5,0.285714285714286,0.75609756097561,0.715596330275229
"64824",14.5847333333333,"Nick Delmonico","CHW","LF",3,0.9,0,1,0.5,0.8,0.866666666666667,0.792452830188679
"64825",8.63836666666667,"Yolmer Sanchez","CHW","3B",0,1,0,1,0,0.769230769230769,0.75,0.792207792207792
"64826",7.43406666666667,"Avisail Garcia","CHW","RF",3,0.9,0,1,0,0.571428571428571,0.80952380952381,0.718592964824121
"64827",6.89393333333333,"Yoan Moncada","CHW","2B",28,0.7,1,0,0,0.636363636363636,0.888888888888889,0.724137931034483
"64828",8.5785,"Matt Davidson","CHW","DH",3,0.444444444444444,0,2,0.666666666666667,0.555555555555556,0.733333333333333,0.679245283018868
"64829",9.27993333333333,"Leury Garcia","CHW","UT",3,0.571428571428571,2,0,0,0.666666666666667,0.909090909090909,0.709677419354839
"64830",6.66056666666667,"Omar Narvaez","CHW","C",5,0.5,0,0,0,0.75,0.666666666666667,0.824324324324324
"64831",7.5347,"Tim Anderson","CHW","SS",9,0.9,5,1,0,0.461538461538462,0.619047619047619,0.674418604651163
"64832",5.52903333333333,"Dansby Swanson","ATL","SS",6,1.6,1,1,0,0.863636363636364,0.75,0.837837837837838
"64834",4.69883333333333,"Nick Markakis","ATL","RF",2,1.09090909090909,0,1,0,0.823529411764706,0.454545454545455,0.83419689119171
"64836",9.1473,"Ender Inciarte","ATL","CF",11,0.5,6,0,0,0.833333333333333,0.823529411764706,0.852459016393443
"64839",9.92303333333333,"Ozzie Albies","ATL","2B",2,2.09090909090909,1,5,0.666666666666667,0.884615384615385,0.846153846153846,0.836734693877551
"64840",2.7554,"Preston Tucker","ATL","LF",3,0.545454545454545,0,3,0.75,0.923076923076923,0.75,0.923076923076923
"64841",7.37223333333333,"Freddie Freeman","ATL","1B",2,1.27272727272727,2,1,0.5,0.894736842105263,0.909090909090909,0.805882352941176
"64844",3.00956666666667,"Ryan Flaherty","ATL","3B",5,0.888888888888889,2,0,0,0.941176470588235,0,0.96
"64845",1.01156666666667,"Ryan McMahon","COL","CI",3,0.153846153846154,0,0,0,0.666666666666667,0,0.833333333333333
"64846",12.1959333333333,"Charlie Blackmon","COL","CF",3,1.11111111111111,1,3,0.571428571428571,0.294117647058824,0.782608695652174,0.735177865612648
"64847",7.40993333333333,"Carlos Gonzalez","COL","RF",2,0.714285714285714,1,3,0.5,0.5,0.80952380952381,0.75
"64848",8.95946666666667,"Trevor Story","COL","SS",14,0.785714285714286,2,4,0.4,0.307692307692308,0.709677419354839,0.732394366197183
"64849",6.70753333333333,"Ian Desmond","COL","1B",4,0.384615384615385,1,2,0.25,0.272727272727273,0.666666666666667,0.745614035087719
"64850",4.36296666666667,"Gerardo Parra","COL","LF",4,0.692307692307692,1,0,0,0.666666666666667,0.727272727272727,0.797202797202797
"64851",2.66766666666667,"Tony Wolters","COL","C",0,0.6,0,0,0,0.75,0,0.819672131147541
"64852",9.69866666666667,"DJ LeMahieu","COL","2B",8,1.21428571428571,0,3,0.6,0.523809523809524,0.461538461538462,0.730088495575221
"64853",2.25606666666667,"Kyle Farmer","LAD","3B",8,0.714285714285714,0,0,0,0,0,0.0833333333333333
"64856",11.0584666666667,"Yasiel Puig","LAD","RF",10,0.8,0,0,0,0,0.2,0.176470588235294
"64857",15.6158333333333,"Corey Seager","LAD","SS",8,0.9,0,1,0,0,0.32,0.268817204301075
"64858",13.0708666666667,"Chris Taylor","LAD","CF",9,0.9,0,3,0,0,0.32,0.23463687150838
"64859",4.9914,"Matt Kemp","LAD","LF",15,1.1,0,2,0,0.0666666666666667,0.0833333333333333,0.163265306122449
"64861",5.45976666666666,"Chase Utley","LAD","2B",11,1,1,1,0,0,0.0909090909090909,0.0459770114942529
"64862",10.3332,"Yasmani Grandal","LAD","C",8,1.125,0,2,0,0,0.08,0.140740740740741
"64864",12.1858666666667,"Cody Bellinger","LAD","1B",13,1.2,0,1,0,0,0.217391304347826,0.183544303797468
"64865",8.35183333333334,"Jose Altuve","HOU","2B",3,0.916666666666667,0,0,0,0.363636363636364,0.2,0.256809338521401
"64866",6.96033333333333,"Carlos Correa","HOU","SS",8,0.727272727272727,1,1,0.333333333333333,0.375,0.379310344827586,0.36144578313253
"64868",7.9359,"Josh Reddick","HOU","RF",0,1.1,1,3,0,0,0.1,0.129533678756477
"64869",5.6698,"Alex Bregman","HOU","3B",5,0.916666666666667,1,1,0,0.2,0.16,0.33160621761658
"64870",6.14156666666667,"Yuli Gurriel","HOU","1B",11,0.75,0,0,0,0.25,0.19047619047619,0.263736263736264
"64871",8.8214,"George Springer","HOU","OF",0,0.833333333333333,0,3,0.75,0.4375,0.404761904761905,0.323232323232323
"64872",6.49616666666667,"Brian McCann","HOU","C",21,0.714285714285714,0,0,0,0.636363636363636,0.315789473684211,0.269230769230769
"64873",6.6644,"Evan Gattis","HOU","DH",10,0.3,0,0,0,0.2,0.357142857142857,0.291666666666667
"64874",5.0536,"Jake Marisnick","HOU","CF",0,0.4,2,0,0,0.428571428571429,0.238095238095238,0.36986301369863
"64875",6.17523333333333,"Daniel Descalso","ARI","3B",0,0.545454545454545,0,2,0.333333333333333,0.625,0.5,0.868131868131868
"64876",7.57343333333333,"David Peralta","ARI","LF",3,1.5,0,2,0.333333333333333,0.611111111111111,0.764705882352941,0.813559322033898
"64877",6.7282,"Nick Ahmed","ARI","SS",0,0.25,0,1,0.5,0.636363636363636,0.75,0.649122807017544
"64878",6.37496666666667,"Alex Avila","ARI","C",3,0.333333333333333,0,1,0,0,0.888888888888889,0.845744680851064
"64879",9.19006666666666,"Jarrod Dyson","ARI","OF",7,0.571428571428571,0,0,0,0.857142857142857,0.833333333333333,0.838383838383838
"64880",5.93293333333334,"Ketel Marte","ARI","2B",0,1.18181818181818,0,0,0,0.611111111111111,0.714285714285714,0.768292682926829
"64881",11.4777666666667,"Paul Goldschmidt","ARI","1B",2,1.09090909090909,0,4,0.2,0.428571428571429,0.795454545454545,0.751269035532995
"64882",12.5151,"A.J. Pollock","ARI","CF",0,0.818181818181818,3,3,0.25,0.6875,0.777777777777778,0.77536231884058
"64884",10.7438333333333,"Kris Bryant","CHC","3B",2,1.33333333333333,0,1,0.5,0.55,0.696969696969697,0.706806282722513
"64885",10.109,"Ian Happ","CHC","OF",2,1,2,1,0,0.636363636363636,0.653846153846154,0.723809523809524
"64886",5.74943333333333,"Jason Heyward","CHC","RF",3,0.555555555555556,0,1,0,0.6,0.615384615384615,0.729508196721312
"64888",7.66503333333333,"Addison Russell","CHC","SS",7,0.555555555555556,0,0,0,0.363636363636364,0.538461538461538,0.56701030927835
"64890",6.5772,"Willson Contreras","CHC","C",5,1.375,0,0,0,0.5625,0.666666666666667,0.709923664122137
