Fernando Salas,R,,RP,477,53,May 28 2018,ARI,NULL,CIN,W125,66,NULL,1,1.0,0,0,0,0,1,0,0,4.72,3,9,6,2,1,0,2,1,0,0,NULL,0,0,0,0,0,3,0,0,0,0,0,0,.47,0.038,0.57,4.25,6.00,0,0,
Fernando Salas,R,,RP,478,55,May 30 2018,ARI,NULL,CIN,L47,77,NULL,1,1.0,1,0,0,0,1,0,0,4.55,4,15,9,4,1,3,0,0,0,0,NULL,0,0,0,0,0,4,0,0,0,0,0,0,.55,0.041,0.57,3.65,6.00,0,0,
Archie Bradley,R,,RP,98,1,Mar 29 2018,ARI,NULL,COL,W82,78,H1,99,1.2,0,0,0,0,2,0,0,0.00,4,21,15,3,2,1,1,0,0,0,NULL,2,0,0,0,0,4,0,0,0,1,0,0,.47,0.073,1.55,7.75,11.00,0,0,
Archie Bradley,R,,RP,99,2,Mar 30 2018,ARI,NULL,COL,W98,77,H2,0,1.0,2,1,1,0,1,0,0,3.38,5,15,14,3,0,1,3,1,0,0,NULL,0,0,0,0,0,5,1,0,0,0,0,0,1.46,0.021,0.43,1.05,3.00,0,0,
Archie Bradley,R,,RP,100,4,Apr 2 2018,ARI,NULL,LAD,W87,1112,NULL,2,2.0,1,0,0,1,2,0,0,1.93,8,36,22,8,3,3,2,2,0,0,NULL,0,0,0,0,0,7,0,0,0,0,0,0,2.65,0.302,1.14,7.30,12.00,0,0,
Archie Bradley,R,,RP,101,6,Apr 4 2018,ARI,NULL,LAD,W30,88,H3,1,0.2,0,0,0,0,1,0,0,1.69,2,12,7,2,2,0,1,0,1,0,NULL,1,0,0,0,0,2,0,0,0,0,0,0,.95,0.052,0.58,3.50,5.00,0,0,
Archie Bradley,R,,RP,102,7,Apr 5 2018,ARI,1,STL,W31,88,H4,0,0.1,0,0,0,0,1,0,0,1.59,1,5,3,1,0,0,0,0,0,0,NULL,1,0,0,0,0,1,0,0,0,0,0,0,1.51,0.043,0.23,2.75,4.00,0,0,
Archie Bradley,R,,RP,103,9,Apr 8 2018,ARI,1,STL,W41,88,H5,2,1.0,1,0,0,0,1,0,0,1.35,4,16,11,1,1,1,2,2,0,0,NULL,0,0,0,0,0,4,0,0,0,0,0,0,1.30,0.052,0.51,3.65,6.00,0,0,
Archie Bradley,R,,RP,104,10,Apr 9 2018,ARI,1,SFG,W21,9GF,S1,0,1.0,0,0,0,0,2,0,0,1.17,3,15,11,4,1,0,1,0,0,0,NULL,0,0,0,0,0,3,0,0,0,0,0,0,2.62,0.199,0.50,6.25,9.00,0,9benda1,
Archie Bradley,R,,RP,105,12,Apr 11 2018,ARI,1,SFG,W73,88,NULL,1,1.0,0,0,0,0,0,0,0,1.04,3,12,9,1,2,2,1,0,0,0,NULL,0,0,0,0,0,3,0,0,0,0,0,0,.36,0.028,0.50,2.25,3.00,0,0,
Archie Bradley,R,,RP,106,13,Apr 13 2018,ARI,1,LAD,W87,78,H6,1,1.1,3,2,2,2,0,0,0,2.70,8,29,17,6,1,3,3,1,0,0,NULL,2,1,0,0,0,6,0,0,0,1,0,0,2.97,0.087,2.00,4.00,2.00,0,0,
Archie Bradley,R,,RP,107,17,Apr 18 2018,ARI,NULL,SFG,L34,99,NULL,4,1.0,0,0,0,2,1,0,0,2.45,5,24,12,2,2,2,0,0,0,0,NULL,0,0,0,0,0,3,0,0,0,0,0,0,.78,0.046,0.57,3.05,6.00,0,0,
Archie Bradley,R,,RP,108,18,Apr 19 2018,ARI,NULL,SFG,W31,88,H7,0,1.0,0,0,0,0,3,0,0,2.25,3,15,10,3,4,0,0,0,0,0,NULL,0,0,0,0,0,3,0,0,0,0,0,0,1.04,0.083,0.57,8.25,12.00,0,0,
Archie Bradley,R,,RP,109,21,Apr 22 2018,ARI,NULL,SDP,W42,8GF,S2,2,1.1,1,0,0,0,2,0,0,2.02,5,18,15,3,2,3,0,0,0,0,NULL,0,0,0,0,0,5,1,0,0,0,0,0,1.37,0.100,0.69,6.40,10.00,0,9tenda2,
Archie Bradley,R,,RP,110,25,Apr 27 2018,ARI,1,WSN,W54,88,H8,4,1.0,0,0,0,0,1,0,0,1.88,3,11,10,4,1,2,0,0,0,0,NULL,0,0,0,0,0,3,0,0,0,0,0,0,1.89,0.147,0.53,4.25,6.00,0,0,
Archie Bradley,R,,RP,111,26,Apr 28 2018,ARI,1,WSN,W43,88,NULL,0,1.0,0,0,0,0,1,0,0,1.76,3,6,5,1,1,1,1,0,1,0,NULL,0,0,0,0,0,3,0,0,0,0,0,0,1.43,0.111,0.53,4.25,6.00,0,0,
Archie Bradley,R,,RP,112,28,Apr 30 2018,ARI,NULL,LAD,W85,88,H9,1,0.1,1,0,0,0,0,0,0,1.72,2,15,11,1,2,1,1,0,1,0,NULL,1,1,0,0,0,2,0,0,0,0,0,0,1.09,0.010,0.61,0.15,1.00,0,0,
