,RFPred,Name,HTeam,Pos,Actual
69500,9.379944444,Isiah KinerFalefa,TEX,2B,0
69507,9.134055556,Robinson Chirinos,TEX,C,0
69502,8.163666667,Jurickson Profar,TEX,SS,0
69499,8.113388889,Delino DeShields,TEX,CF,6
69505,7.916055556,Drew Robinson,TEX,UT,0
69503,7.343222222,Nomar Mazara,TEX,RF,21
69501,7.269777778,ShinSoo Choo,TEX,DH,2
69504,5.628388889,Ronald Guzman,TEX,1B,0
69506,5.329388889,Joey Gallo,TEX,1B,0
69708,19.233,Teoscar Hernandez,TOR,OF,0
69713,15.11355556,Josh Donaldson,TOR,UT,2
69707,11.86533333,Kevin Pillar,TOR,CF,0
69716,11.38066667,Curtis Granderson,TOR,LF,8
69714,7.762444444,Aledmys Diaz,TOR,SS,15
69712,7.519111111,Yangervis Solarte,TOR,3B,0
69709,7.189666667,Kendrys Morales,TOR,DH,0
69711,6.842444444,Lourdes Gurriel,TOR,MI,0
69715,5.354444444,Luke Maile,TOR,C,3
69651,11.3355,Bryce Harper,WSN,RF,30
69650,8.988722222,Trea Turner,WSN,SS,11
69649,7.526333333,Wilmer Difo,WSN,IF,13
69646,6.203944444,Michael Taylor,WSN,CF,0
69647,5.489,Howie Kendrick,WSN,2B,5
69644,4.800222222,Matt Adams,WSN,UT,21
69653,4.377388889,Ryan Zimmerman,WSN,1B,5
69652,3.902555556,Matt Wieters,WSN,C,3
69645,1.647666667,Moises Sierra,WSN,LF,0
69648,0.856611111,Rafael Bautista,WSN,OF,0
