"","RFPred","Name","HTeam","Pos","Actual"
"68942",7.00753333333333,"Cody Bellinger","LAD","1B",6
"68943",7.61456666666667,"Yasmani Grandal","LAD","C",2
"68944",5.99536666666667,"Chase Utley","LAD","2B",0
"68945",2.329,"Enrique Hernandez","LAD","UT",2
"68946",7.44276666666667,"Matt Kemp","LAD","LF",3
"68947",9.96336666666667,"Chris Taylor","LAD","CF",0
"68948",5.4314,"Joc Pederson","LAD","OF",2
"68949",6.2474,"Max Muncy","LAD","3B",3
"68950",2.79426666666666,"Alex Verdugo","LAD","OF",16
"68951",2.6611,"Kyle Farmer","LAD","3B",0
"68952",2.86506666666667,"Austin Barnes","LAD","UT",2
"68953",6.48036666666667,"Todd Frazier","NYM","3B",0
"68954",4.20563333333333,"Juan Lagares","NYM","CF",0
"68955",5.9317,"Amed Rosario","NYM","SS",3
"68956",6.84673333333334,"Asdrubal Cabrera","NYM","2B",2
"68957",3.95276666666667,"Jose Lobaton","NYM","C",0
"68958",8.4218,"Jay Bruce","NYM","RF",0
"68959",3.08373333333333,"Brandon Nimmo","NYM","OF",0
"68960",3.0688,"Wilmer Flores","NYM","IF",6
"68961",8.41653333333333,"Yoenis Cespedes","NYM","LF",6
"68962",3.96916666666667,"Chris Young","LAA","UT",2
"68963",5.2293,"Martin Maldonado","LAA","C",28
"68964",5.50013333333333,"Ryan Schimpf","LAA","UT",0
"68965",9.41830000000001,"Ian Kinsler","LAA","2B",2
"68966",5.5694,"Andrelton Simmons","LAA","SS",16
"68967",4.2284,"Luis Valbuena","LAA","3B",0
"68968",2.54036666666667,"Jefry Marte","LAA","1B",0
"68969",10.9306666666667,"Shohei Ohtani","LAA","DH",2
"68970",4.2947,"Kole Calhoun","LAA","RF",0
"68971",10.2718333333333,"Mike Trout","LAA","CF",21
"68972",8.63386666666667,"Zack Cozart","LAA","3B",4
"68973",8.05166666666667,"Justin Upton","LAA","LF",15
"68974",6.12653333333333,"Albert Pujols","LAA","1B",21
"68975",10.7214,"Jorge Soler","KCR","RF",12
"68976",7.55646666666667,"Alcides Escobar","KCR","SS",5
"68977",5.10013333333333,"Drew Butera","KCR","C",6
"68978",9.47633333333334,"Mike Moustakas","KCR","3B",3
"68979",5.04,"Cheslor Cuthbert","KCR","DH",20
"68980",10.4749,"Alex Gordon","KCR","OF",8
"68981",4.71523333333333,"Jon Jay","KCR","LF",5
"68982",8.55863333333333,"Whit Merrifield","KCR","2B",4
"68983",11.9380333333333,"Salvador Perez","KCR","C",0
"68984",9.33993333333333,"Lucas Duda","KCR","1B",0
"68985",13.6335333333333,"Charlie Blackmon","COL","CF",11
"68986",3.43336666666667,"Pat Valaika","COL","IF",6
"68987",8.06163333333334,"David Dahl","COL","OF",6
"68988",0,"Daniel Castro","COL","2B",3
"68989",5.8732,"Chris Iannetta","COL","C",17
"68990",5.54596666666667,"Trevor Story","COL","SS",20
"68991",5.2983,"Gerardo Parra","COL","LF",24
"68992",3.24273333333333,"Noel Cuevas","COL","OF",8
"68993",9.26256666666667,"Nolan Arenado","COL","3B",36
"68994",8.83743333333334,"Dexter Fowler","STL","RF",15
"68995",11.0732666666667,"Jose Martinez","STL","1B",0
"68996",8.00783333333333,"Paul DeJong","STL","SS",0
"68997",10.3806666666667,"Tommy Pham","STL","CF",9
"68998",5.09196666666667,"Greg Garcia","STL","IF",0
"68999",6.79376666666667,"Kolten Wong","STL","2B",0
"69000",10.6656333333333,"Matt Carpenter","STL","3B",4
"69001",8.41506666666667,"Yadier Molina","STL","C",8
"69002",10.3636333333333,"Marcell Ozuna","STL","LF",0
"69003",7.82443333333333,"Ryan Braun","MIL","LF",0
"69004",10.1913666666667,"Lorenzo Cain","MIL","CF",2
"69005",6.29543333333333,"Orlando Arcia","MIL","SS",9
"69006",7.53646666666667,"Travis Shaw","MIL","3B",0
"69007",3.16206666666667,"Jesus Aguilar","MIL","1B",8
"69008",5.22993333333333,"Jonathan Villar","MIL","2B",8
"69009",2.31363333333333,"Jett Bandy","MIL","C",3
"69010",7.18196666666667,"Christian Yelich","MIL","OF",21
"69011",3.4377,"Hernan Perez","MIL","UT",5
"69012",5.74026666666667,"Domingo Santana","MIL","RF",6
"69013",6.529,"Manny Pina","MIL","C",0
"69014",3.50623333333333,"Brett Phillips","MIL","OF",0
"69015",4.87286666666666,"Ryan Rua","TEX","LF",0
"69016",5.59993333333333,"Drew Robinson","TEX","UT",8
"69017",10.7349666666667,"Delino DeShields","TEX","CF",3
"69018",2.81743333333333,"Juan Centeno","TEX","C",15
"69019",7.01366666666667,"Nomar Mazara","TEX","RF",17
"69020",5.2572,"Renato Nunez","TEX","UT",0
"69021",11.9237333333333,"Joey Gallo","TEX","1B",15
"69022",3.48613333333334,"Ronald Guzman","TEX","1B",3
"69023",7.42423333333333,"Isiah KinerFalefa","TEX","2B",0
"69024",8.7274,"Jurickson Profar","TEX","SS",0
"69025",9.7504,"ShinSoo Choo","TEX","DH",6
"69026",5.6623,"Willson Contreras","CHC","C",4
"69027",4.3023,"Albert Almora","CHC","CF",0
"69028",4.47473333333334,"Addison Russell","CHC","SS",0
"69029",7.15743333333333,"Anthony Rizzo","CHC","1B",18
"69030",9.40226666666667,"Kris Bryant","CHC","3B",15
"69031",6.8624,"Javier Baez","CHC","2B",6
"69032",7.85923333333333,"Ian Happ","CHC","OF",0
"69033",3.20213333333333,"Victor Caratini","CHC","UT",0
"69034",6.12196666666666,"Jason Heyward","CHC","RF",0
"69035",6.28313333333333,"Ben Zobrist","CHC","UT",0
"69036",4.8441,"Brad Miller","TBR","1B",5
"69037",6.83193333333333,"C.J. Cron","TBR","DH",3
"69038",3.99386666666667,"Joey Wendle","TBR","2B",0
"69039",6.72083333333333,"Daniel Robertson","TBR","IF",2
"69040",5.5018,"Matt Duffy","TBR","3B",0
"69041",9.18683333333332,"Carlos Gomez","TBR","RF",8
"69042",8.81976666666667,"Wilson Ramos","TBR","C",9
"69043",6.02126666666667,"Denard Span","TBR","LF",6
"69044",4.77033333333333,"Mallex Smith","TBR","CF",5
"69045",3.8955,"Adeiny Hechavarria","TBR","SS",0
"69046",3.906,"Neil Walker","NYY","1B",0
"69047",5.61893333333333,"Didi Gregorius","NYY","SS",5
"69048",4.7211,"Gleyber Torres","NYY","2B",6
"69049",4.07473333333333,"Miguel Andujar","NYY","3B",0
"69050",3.7958,"Austin Romine","NYY","C",6
"69051",9.1303,"Gary Sanchez","NYY","C",2
"69052",5.82063333333333,"Tyler Austin","NYY","1B",0
"69053",9.35376666666667,"Aaron Judge","NYY","RF",6
"69054",12.8976333333333,"Giancarlo Stanton","NYY","DH",36
"69055",6.4786,"Aaron Hicks","NYY","CF",13
"69056",8.5479,"Eduardo Nunez","BOS","2B",3
"69057",7.88613333333333,"J.D. Martinez","BOS","DH",18
"69058",8.60876666666667,"Xander Bogaerts","BOS","SS",3
"69059",7.1146,"Mookie Betts","BOS","RF",48
"69060",6.41493333333334,"Jackie Bradley","BOS","CF",0
"69061",10.6286,"Rafael Devers","BOS","3B",3
"69062",7.3265,"Andrew Benintendi","BOS","LF",0
"69063",2.75803333333333,"Sandy Leon","BOS","C",0
"69064",6.76153333333333,"Hanley Ramirez","BOS","UT",10
"69065",5.27196666666667,"Jace Peterson","BAL","UT",13
"69073",5.601,"Jace Peterson","BAL","OF",13
"69066",11.2674,"Manny Machado","BAL","SS",0
"69067",4.35296666666667,"Caleb Joseph","BAL","C",3
"69068",4.15326666666667,"Anthony Santander","BAL","RF",4
"69069",7.85246666666667,"Trey Mancini","BAL","LF",2
"69070",14.1683,"Adam Jones","BAL","CF",0
"69071",6.01646666666667,"Mark Trumbo","BAL","UT",8
"69072",6.59356666666667,"Chris Davis","BAL","1B",8
"690651",5.0448,"Jace Peterson","BAL","UT",13
"690731",4.91916666666667,"Jace Peterson","BAL","OF",13
"69074",1.82976666666667,"Craig Gentry","BAL","OF",13
"69075",4.1702,"Pedro Alvarez","BAL","DH",3
"69076",0,"Engelb Vielma","BAL","MI",7
"69077",4.74426666666667,"Danny Valencia","BAL","UT",7
"69078",6.7672,"Daniel Descalso","ARI","3B",4
"69079",8.65666666666667,"David Peralta","ARI","LF",8
"69080",5.2645,"Nick Ahmed","ARI","SS",0
"69081",4.93416666666667,"Jarrod Dyson","ARI","RF",5
"69082",5.9056,"John Ryan Murphy","ARI","C",9
"69083",7.72616666666667,"Paul Goldschmidt","ARI","1B",2
"69084",4.28986666666667,"Christian Walker","ARI","1B",0
"69085",2.48876666666667,"Chris Owings","ARI","RF",3
"69086",9.2447,"A.J. Pollock","ARI","CF",9
"69087",5.1023,"Deven Marrero","ARI","3B",0
"69088",3.00956666666667,"Alex Avila","ARI","C",0
"69089",5.48266666666667,"Ketel Marte","ARI","2B",2
"69090",3.59606666666667,"Pedro Florimon","PHI","UT",11
"69091",7.66123333333333,"Rhys Hoskins","PHI","LF",5
"69092",4.04326666666667,"Aaron Altherr","PHI","RF",8
"69093",0,"Jesmuel Valentin","PHI","UT",0
"69094",9.39643333333333,"Odubel Herrera","PHI","CF",5
"69095",6.52373333333333,"Carlos Santana","PHI","1B",0
"69096",10.5812666666667,"Cesar Hernandez","PHI","2B",20
"69097",5.02673333333333,"Jorge Alfaro","PHI","C",5
"69098",3.03553333333334,"Maikel Franco","PHI","3B",14
"69099",3.93913333333333,"Adam Duvall","CIN","LF",0
"69100",3.47993333333333,"Devin Mesoraco","CIN","C",6
"69103",3.55826666666667,"Devin Mesoraco","CIN","C",6
"69101",8.42896666666667,"Scott Schebler","CIN","RF",0
"69102",4.30863333333333,"Scooter Gennett","CIN","2B",0
"691001",3.60613333333333,"Devin Mesoraco","CIN","C",6
"691031",4.01963333333333,"Devin Mesoraco","CIN","C",6
"69104",5.2058,"Jesse Winker","CIN","RF",2
"69105",8.25813333333334,"Joey Votto","CIN","1B",0
"69106",4.73113333333333,"Alex Blandino","CIN","IF",7
"69107",7.89676666666667,"Jose Peraza","CIN","SS",3
"69108",9.09916666666667,"Billy Hamilton","CIN","CF",3
"69109",9.17413333333333,"Eugenio Suarez","CIN","3B",6
"69110",3.47873333333333,"Lourdes Gurriel","TOR","MI",0
"69111",6.06943333333333,"Russell Martin","TOR","C",2
"69112",17.6784,"Kendrys Morales","TOR","DH",3
"69113",6.0656,"Curtis Granderson","TOR","LF",2
"69114",6.2091,"Aledmys Diaz","TOR","SS",8
"69115",7.299,"Justin Smoak","TOR","1B",3
"69116",14.7036,"Teoscar Hernandez","TOR","OF",3
"69117",6.6219,"Yangervis Solarte","TOR","3B",0
"69118",12.1455666666667,"Kevin Pillar","TOR","CF",8
"69119",7.5292,"Tyler Flowers","ATL","C",0
"69120",9.93023333333334,"Freddie Freeman","ATL","1B",11
"69121",5.44316666666666,"Nick Markakis","ATL","RF",14
"69122",11.6545666666667,"Ronald Acuna","ATL","LF",0
"69123",5.88046666666667,"Dansby Swanson","ATL","SS",0
"69124",7.99106666666667,"Johan Camargo","ATL","IF",15
"69125",4.9167,"Ryan Flaherty","ATL","3B",15
"69126",11.8602333333333,"Ender Inciarte","ATL","CF",23
"69127",10.4075666666667,"Ozzie Albies","ATL","2B",0
"69128",3.56746666666667,"Preston Tucker","ATL","LF",0
"69129",6.0497,"Guillermo Heredia","SEA","OF",0
"69130",6.04073333333333,"Mike Zunino","SEA","C",2
"69131",9.18399999999999,"Kyle Seager","SEA","3B",6
"69132",7.14353333333333,"Dee Gordon","SEA","CF",6
"69133",7.80756666666667,"Robinson Cano","SEA","2B",2
"69134",4.19856666666667,"Andrew Romine","SEA","UT",0
"69135",2.2692,"Ichiro Suzuki","SEA","UT",4
"69136",9.1282,"Mitch Haniger","SEA","RF",3
"69137",12.619,"Ryon Healy","SEA","1B",18
"69138",5.4878,"Nelson Cruz","SEA","DH",0
"69139",9.4633,"Jean Segura","SEA","SS",9
"69140",7.48043333333333,"Cameron Maybin","MIA","RF",3
"69141",9.50326666666667,"Miguel Rojas","MIA","SS",3
"69142",6.55326666666667,"Derek Dietrich","MIA","LF",0
"69143",3.09973333333333,"Lewis Brinson","MIA","CF",5
"69144",5.22286666666667,"Starlin Castro","MIA","2B",0
"69145",5.3446,"Brian Anderson","MIA","3B",0
"69146",2.4461,"JB Shuck","MIA","OF",0
"69147",1.00133333333333,"Yadiel Rivera","MIA","MI",0
"69148",8.369,"Justin Bour","MIA","1B",0
"69149",2.35113333333333,"Martin Prado","MIA","3B",3
"69150",6.77513333333333,"J.T. Realmuto","MIA","C",3
"69151",7.87086666666667,"Wilmer Difo","WSN","IF",9
