"","RFPred","Name","HTeam","Pos","Actual"
"68764",4.10543333333334,"Ketel Marte","ARI","2B",2
"68765",3.6413,"Alex Avila","ARI","C",0
"68766",7.35743333333333,"A.J. Pollock","ARI","CF",22
"68767",3.9158,"Daniel Descalso","ARI","3B",14
"68769",5.58886666666666,"Chris Owings","ARI","RF",3
"68770",6.8979,"Paul Goldschmidt","ARI","1B",0
"68773",6.6886,"Nick Ahmed","ARI","SS",3
"68774",1.64603333333333,"Deven Marrero","ARI","3B",10
"68776",11.6903,"Rhys Hoskins","PHI","LF",8
"68777",7.49236666666667,"Odubel Herrera","PHI","CF",3
"68778",2.53913333333333,"Jorge Alfaro","PHI","C",8
"68779",3.81953333333333,"Scott Kingery","PHI","UT",2
"68782",5.90246666666667,"Maikel Franco","PHI","3B",0
"68783",6.3055,"Carlos Santana","PHI","1B",10
"68784",6.78596666666667,"Cesar Hernandez","PHI","2B",3
"68786",8.41086666666667,"Aaron Altherr","PHI","RF",3
"68788",6.93923333333333,"Adam Duvall","CIN","LF",2
"68792",5.74713333333334,"Jose Peraza","CIN","SS",22
"68793",0,"Rosell Herrera","CIN","UT",3
"68794",11.8412666666667,"Joey Votto","CIN","1B",7
"68795",7.6703,"Eugenio Suarez","CIN","3B",17
"68796",4.42536666666667,"Tucker Barnhart","CIN","C",9
"68797",8.7047,"Billy Hamilton","CIN","CF",6
"68798",8.05646666666666,"Scott Schebler","CIN","RF",3
"68800",3.24973333333333,"Luke Maile","TOR","C",9
"68801",12.6984666666667,"Teoscar Hernandez","TOR","OF",8
"68803",6.94613333333334,"Yangervis Solarte","TOR","3B",6
"68804",6.0035,"Kendrys Morales","TOR","DH",42
"68805",4.62753333333333,"Lourdes Gurriel","TOR","MI",0
"68806",5.1941,"Aledmys Diaz","TOR","SS",3
"68807",7.96493333333334,"Kevin Pillar","TOR","CF",21
"68808",5.86436666666667,"Curtis Granderson","TOR","LF",4
"68809",8.30376666666667,"Justin Smoak","TOR","1B",9
"68810",6.52116666666667,"Nick Markakis","ATL","RF",6
"68811",13.1140666666667,"Ender Inciarte","ATL","CF",3
