"","RFPred","Name","HTeam","Pos","Actual"
"69244",7.7408,"Chris Taylor","LAD","CF",4
"69245",6.0503,"Matt Kemp","LAD","LF",13
"69246",2.97883333333333,"Kyle Farmer","LAD","3B",3
"69247",4.27196666666667,"Yasmani Grandal","LAD","C",0
"69248",2.74,"Tim Locastro","LAD","CF",7
"69249",7.296,"Chase Utley","LAD","2B",5
"69250",6.28366666666667,"Alex Verdugo","LAD","OF",6
"69251",5.8795,"Austin Barnes","LAD","UT",21
"69252",5.06596666666667,"Enrique Hernandez","LAD","UT",0
"69253",6.1345,"Joc Pederson","LAD","OF",0
"69254",5.05196666666667,"Cody Bellinger","LAD","1B",6
"69255",5.46706666666667,"Wilmer Flores","NYM","IF",0
"69256",6.20536666666667,"Jose Reyes","NYM","IF",0
"69257",6.68276666666667,"Asdrubal Cabrera","NYM","2B",6
"69258",7.3894,"Yoenis Cespedes","NYM","LF",2
"69259",5.41536666666667,"Amed Rosario","NYM","SS",0
"69260",2.2723,"Tomas Nido","NYM","C",0
"69261",2.13003333333333,"Brandon Nimmo","NYM","OF",2
"69262",5.86283333333333,"Michael Conforto","NYM","CF",2
"69263",2.17336666666667,"Jose Lobaton","NYM","C",0
"69264",6.23543333333334,"Jay Bruce","NYM","RF",0
"69265",4.7126,"Juan Lagares","NYM","CF",3
"69266",3.8672,"Adrian Gonzalez","NYM","1B",3
"69267",12.0464333333333,"Mike Trout","LAA","CF",18
"69268",8.09736666666667,"Andrelton Simmons","LAA","SS",16
"69269",4.38873333333333,"Chris Young","LAA","UT",0
"69270",4.4767,"Luis Valbuena","LAA","3B",9
"69271",9.07863333333333,"Ian Kinsler","LAA","2B",12
"69272",4.5331,"Martin Maldonado","LAA","C",2
"69273",10.3706666666667,"Justin Upton","LAA","LF",18
"69274",7.83630000000001,"Kole Calhoun","LAA","RF",3
"69275",8.00456666666666,"Shohei Ohtani","LAA","DH",12
"69276",7.10036666666667,"Jefry Marte","LAA","1B",0
"69277",4.15943333333333,"Albert Pujols","LAA","1B",10
"69278",6.8181,"Jurickson Profar","TEX","SS",19
"69279",6.7354,"Nomar Mazara","TEX","RF",21
"69280",5.7311,"Robinson Chirinos","TEX","C",11
"69281",8.84229999999999,"Joey Gallo","TEX","1B",4
"69282",2.16003333333333,"Ryan Rua","TEX","LF",5
"69283",7.58576666666666,"ShinSoo Choo","TEX","DH",8
"69284",2.38366666666667,"Renato Nunez","TEX","UT",2
"69285",4.0272,"Isiah KinerFalefa","TEX","2B",7
"69286",10.2352666666667,"Delino DeShields","TEX","CF",10
"69287",6.2262,"Joe Mauer","MIN","1B",3
