,RFPred,Name,HTeam,Pos,Actual
264,8.951466667,Albert Almora,CHC,CF,21
258,8.3136,Willson Contreras,CHC,C,0
260,8.166766667,Javier Baez,CHC,2B,0
259,7.137433333,Anthony Rizzo,CHC,1B,4
263,6.924133333,Kyle Schwarber,CHC,LF,9
265,5.930766667,Jason Heyward,CHC,RF,3
268,5.7212,Ben Zobrist,CHC,UT,3
261,5.648766667,Addison Russell,CHC,SS,2
271,4.488633333,David Bote,CHC,IF,0
270,4.099433333,Efren Navarro,CHC,1B,0
266,3.2169,Ian Happ,CHC,OF,2
267,2.689266667,Tommy La Stella,CHC,IF,5
272,2.2611,Mark Zagunis,CHC,RF,0
269,1.9652,Victor Caratini,CHC,UT,5
82,10.68503333,Daniel Palka,CHW,UT,0
70,9.992433333,Jose Abreu,CHW,1B,5
69,8.312166667,Welington Castillo,CHW,C,5
76,7.626266667,Avisail Garcia,CHW,RF,3
71,7.1896,Yoan Moncada,CHW,2B,2
72,7.001,Tim Anderson,CHW,SS,4
74,6.7795,Nick Delmonico,CHW,LF,13
77,5.256333333,Matt Davidson,CHW,DH,18
78,4.887666667,Leury Garcia,CHW,UT,3
79,4.2167,Tyler Saladino,CHW,MI,2
73,4.112833333,Yolmer Sanchez,CHW,3B,3
791,4.0422,Tyler Saladino,CHW,MI,2
81,3.936266667,Trayce Thompson,CHW,CF,0
811,3.9321,Trayce Thompson,CHW,CF,0
83,3.9232,Jose Rondon,CHW,2B,0
75,3.648466667,Adam Engel,CHW,CF,5
80,3.385,Omar Narvaez,CHW,C,0
469,12.36193333,Scott Schebler,CIN,RF,28
462,11.75506667,Joey Votto,CIN,1B,3
466,9.198766667,Adam Duvall,CIN,LF,20
463,8.7036,Scooter Gennett,CIN,2B,0
465,8.379,Eugenio Suarez,CIN,3B,0
468,8.361833333,Jesse Winker,CIN,RF,11
461,8.202233333,Tucker Barnhart,CIN,C,20
467,7.5649,Billy Hamilton,CIN,CF,5
464,5.9382,Jose Peraza,CIN,SS,3
4711,5.303066667,Phil Ervin,CIN,OF,2
470,4.747666667,Devin Mesoraco,CIN,C,0
4701,4.293466667,Devin Mesoraco,CIN,C,0
472,3.801833333,Cliff Pennington,CIN,IF,3
474,2.680166667,Alex Blandino,CIN,IF,0
476,2.52,Tony Cruz,CIN,C,6
473,1.586566667,Philip Gosselin,CIN,UT,4
475,0.492,Rosell Herrera,CIN,UT,0
202,12.20973333,Jose Ramirez,CLE,3B,19
212,10.90136667,Greg Allen,CLE,CF,19
201,10.28443333,Francisco Lindor,CLE,SS,3
211,6.573133333,Michael Brantley,CLE,LF,3
207,6.466533333,Lonnie Chisenhall,CLE,RF,0
198,5.8386,Yan Gomes,CLE,C,0
209,5.237033333,Roberto Perez,CLE,C,6
200,4.850266667,Jason Kipnis,CLE,2B,2
204,4.797066667,Edwin Encarnacion,CLE,DH,6
206,4.295566667,Rajai Davis,CLE,UT,0
199,4.265633333,Yonder Alonso,CLE,1B,0
205,3.626,Tyler Naquin,CLE,RF,8
208,2.9586,Brandon Guyer,CLE,RF,2
203,2.8912,Bradley Zimmer,CLE,CF,0
210,2.720266667,Erik Gonzalez,CLE,IF,5
4,16.7518,Trevor Story,COL,SS,0
8,12.19783333,Carlos Gonzalez,COL,RF,0
6,11.60906667,Gerardo Parra,COL,LF,15
7,11.1784,Charlie Blackmon,COL,CF,10
1,10.52646667,Chris Iannetta,COL,C,5
5,8.109233333,Nolan Arenado,COL,3B,11
2,7.3656,Ian Desmond,COL,1B,5
10,7.262133333,Mike Tauchman,COL,OF,11
15,6.8621,Daniel Castro,COL,2B,15
11,6.7476,Pat Valaika,COL,IF,3
3,6.457966667,DJ LeMahieu,COL,2B,5
13,5.9133,David Dahl,COL,OF,20
12,4.524233333,Tony Wolters,COL,C,15
14,3.948633333,Noel Cuevas,COL,OF,15
9,1.4896,Ryan McMahon,COL,CI,0
224,17.72173333,Niko Goodrum,DET,UT,30
219,13.1778,Leonys Martin,DET,CF,25
220,11.5111,Nicholas Castellanos,DET,RF,2
223,8.107933333,John Hicks,DET,UT,12
214,7.6229,Miguel Cabrera,DET,1B,3
218,7.4709,JaCoby Jones,DET,LF,0
217,7.438133333,Jeimer Candelario,DET,3B,2
221,7.392966667,Victor Martinez,DET,DH,2
216,6.711,Jose Iglesias,DET,SS,18
222,6.4006,Mikie Mahtook,DET,LF,8
215,5.6592,Dixon Machado,DET,2B,3
226,5.45,Grayson Greiner,DET,C,8
213,4.4216,James McCann,DET,C,6
227,4.203,Pete Kozma,DET,IF,3
225,1.454166667,Victor Reyes,DET,UT,0
398,9.661,Jose Altuve,HOU,2B,3
404,8.404966667,Evan Gattis,HOU,DH,6
408,8.285033333,J.D. Davis,HOU,1B,12
397,7.211966667,Brian McCann,HOU,C,18
399,6.955066667,Carlos Correa,HOU,SS,7
400,6.525,Alex Bregman,HOU,3B,0
405,6.1811,George Springer,HOU,OF,3
403,6.006433333,Josh Reddick,HOU,RF,8
409,4.943666667,Yuli Gurriel,HOU,1B,0
407,4.694333333,Max Stassi,HOU,C,3
401,3.774233333,Marwin Gonzalez,HOU,LF,0
406,2.5672,Derek Fisher,HOU,LF,0
402,1.4575,Jake Marisnick,HOU,CF,0
352,11.95416667,Whit Merrifield,KCR,2B,21
354,11.8626,Mike Moustakas,KCR,3B,3
3481,10.3132,Salvador Perez,KCR,C,2
353,10.05256667,Alcides Escobar,KCR,SS,5
3631,9.957333333,Salvador Perez,KCR,C,2
351,8.408433333,Lucas Duda,KCR,1B,3
362,8.133833333,Abraham Almonte,KCR,CF,0
3511,7.7694,Lucas Duda,KCR,1B,3
3381,7.5522,Alcides Escobar,KCR,SS,5
3621,7.524,Abraham Almonte,KCR,CF,0
338,7.5106,Alcides Escobar,KCR,SS,5
357,7.2518,Cheslor Cuthbert,KCR,DH,0
341,7.241966667,Jorge Soler,KCR,RF,2
3411,7.043466667,Jorge Soler,KCR,RF,2
3431,6.969466667,Alex Gordon,KCR,OF,0
342,6.962566667,Cheslor Cuthbert,KCR,DH,0
343,6.8967,Alex Gordon,KCR,OF,0
356,6.842666667,Jorge Soler,KCR,RF,2
355,6.8162,Jon Jay,KCR,LF,11
3561,6.777033333,Jorge Soler,KCR,RF,2
3601,6.714333333,Ryan Goins,KCR,IF,0
3581,6.671766667,Alex Gordon,KCR,OF,0
358,6.4403,Alex Gordon,KCR,OF,0
336,6.292666667,Lucas Duda,KCR,1B,3
360,6.284266667,Ryan Goins,KCR,IF,0
3551,6.057,Jon Jay,KCR,LF,11
3361,6.008633333,Lucas Duda,KCR,1B,3
347,5.964233333,Abraham Almonte,KCR,CF,0
3571,5.898766667,Cheslor Cuthbert,KCR,DH,0
340,5.8613,Jon Jay,KCR,LF,11
3451,5.722766667,Ryan Goins,KCR,IF,0
3471,5.669033333,Abraham Almonte,KCR,CF,0
345,5.474,Ryan Goins,KCR,IF,0
3421,5.429566667,Cheslor Cuthbert,KCR,DH,0
3401,5.308933333,Jon Jay,KCR,LF,11
3441,5.087333333,Paulo Orlando,KCR,UT,4
344,4.624066667,Paulo Orlando,KCR,UT,4
3591,4.4017,Paulo Orlando,KCR,UT,4
359,4.0692,Paulo Orlando,KCR,UT,4
350,3.451433333,Drew Butera,KCR,C,5
3501,3.306633333,Drew Butera,KCR,C,5
335,2.787533333,Drew Butera,KCR,C,5
3351,2.670966667,Drew Butera,KCR,C,5
3611,2.0978,Cam Gallagher,KCR,UT,0
3461,2.046233333,Cam Gallagher,KCR,UT,0
346,1.936033333,Cam Gallagher,KCR,UT,0
361,1.924066667,Cam Gallagher,KCR,UT,0
349,0,Hunter Dozier,KCR,1B,0
364,0,Hunter Dozier,KCR,1B,0
3491,0,Hunter Dozier,KCR,1B,0
3641,0,Hunter Dozier,KCR,1B,0
413,10.988,Zack Cozart,LAA,3B,0
422,9.5284,Rene Rivera,LAA,C,2
410,9.049366667,Martin Maldonado,LAA,C,4
421,7.993,Ian Kinsler,LAA,2B,0
417,7.956433333,Shohei Ohtani,LAA,DH,3
412,7.218366667,Andrelton Simmons,LAA,SS,10
414,6.7652,Justin Upton,LAA,LF,6
411,6.294533333,Albert Pujols,LAA,1B,0
415,5.733033333,Mike Trout,LAA,CF,2
424,5.478266667,Ryan Schimpf,LAA,UT,0
418,5.139166667,Luis Valbuena,LAA,3B,3
420,5.0368,Chris Young,LAA,UT,4
426,4.874133333,Jabari Blash,LAA,RF,3
416,4.0635,Kole Calhoun,LAA,RF,0
423,2.932966667,Nolan Fontana,LAA,2B,0
419,2.680433333,Jefry Marte,LAA,1B,2
425,2.253566667,Juan Graterol,LAA,C,3
167,10.7021,Cody Bellinger,LAD,1B,5
172,9.939333333,Yasiel Puig,LAD,RF,15
169,9.272833333,Corey Seager,LAD,SS,3
176,7.450633333,Logan Forsythe,LAD,IF,0
166,6.627666667,Yasmani Grandal,LAD,C,18
171,5.8727,Chris Taylor,LAD,CF,0
175,5.823266667,Austin Barnes,LAD,UT,0
170,5.565,Matt Kemp,LAD,LF,3
174,4.581433333,Joc Pederson,LAD,OF,0
180,4.355333333,Alex Verdugo,LAD,OF,5
179,4.3199,Max Muncy,LAD,3B,0
168,4.069066667,Chase Utley,LAD,2B,0
173,3.980466667,Enrique Hernandez,LAD,UT,0
177,3.015633333,Kyle Farmer,LAD,3B,0
181,1.4822,Tim Locastro,LAD,CF,0
178,0.2405,Breyvic Valera,LAD,UT,0
182,9.387133333,Justin Bour,MIA,1B,15
184,6.1041,Miguel Rojas,MIA,SS,4
183,5.827833333,Starlin Castro,MIA,2B,5
196,5.6315,J.T. Realmuto,MIA,C,0
192,4.542633333,Garrett Cooper,MIA,UT,0
188,4.1342,Cameron Maybin,MIA,RF,0
185,4.001233333,Brian Anderson,MIA,3B,6
186,3.9483,Derek Dietrich,MIA,LF,0
193,2.661166667,Bryan Holaday,MIA,C,15
197,2.4989,Martin Prado,MIA,3B,4
187,2.230733333,Lewis Brinson,MIA,CF,0
195,1.981666667,JB Shuck,MIA,OF,5
190,0.929166667,Chad Wallach,MIA,C,0
189,0.8281,Yadiel Rivera,MIA,MI,2
194,0.816066667,Braxton Lee,MIA,OF,0
191,0.715333333,Tomas Telis,MIA,UT,0
367,13.38416667,Jonathan Villar,MIL,2B,30
381,10.79676667,Tyler Saladino,MIL,MI,15
3811,10.66466667,Tyler Saladino,MIL,MI,15
365,8.067366667,Manny Pina,MIL,C,11
372,7.974,Domingo Santana,MIL,RF,0
373,7.704866667,Christian Yelich,MIL,OF,13
368,6.9995,Orlando Arcia,MIL,SS,8
369,6.577833333,Travis Shaw,MIL,3B,2
371,6.118266667,Lorenzo Cain,MIL,CF,7
375,5.735833333,Eric Thames,MIL,1B,3
370,5.1632,Ryan Braun,MIL,LF,0
374,4.644166667,Hernan Perez,MIL,UT,3
380,4.313433333,Nick Franklin,MIL,2B,0
378,4.049733333,Brett Phillips,MIL,OF,0
377,3.7556,Jett Bandy,MIL,C,2
376,3.621533333,Eric Sogard,MIL,MI,0
366,3.4302,Jesus Aguilar,MIL,1B,0
379,2.268,Jacob Nottingham,MIL,C,0
314,7.356666667,Miguel Sano,MIN,3B,5
307,7.286333333,Brian Dozier,MIN,2B,0
312,6.743266667,Logan Morrison,MIN,DH,3
309,6.117033333,Eddie Rosario,MIN,LF,0
306,5.801133333,Joe Mauer,MIN,1B,3
317,5.0214,Mitch Garver,MIN,C,6
316,4.936266667,Ehire Adrianza,MIN,SS,3
311,4.765533333,Max Kepler,MIN,RF,0
313,3.8549,Robbie Grossman,MIN,RF,0
308,3.842666667,Eduardo Escobar,MIN,3B,0
305,3.7871,Jason Castro,MIN,C,2
310,3.502533333,Byron Buxton,MIN,CF,0
318,2.538066667,Gregorio Petit,MIN,MI,0
315,1.689,Ryan LaMarre,MIN,UT,0
319,1.310666667,Bobby Wilson,MIN,C,2
153,8.982366667,Yoenis Cespedes,NYM,LF,18
150,8.4912,Asdrubal Cabrera,NYM,2B,9
152,6.844466667,Todd Frazier,NYM,3B,0
156,6.5349,Brandon Nimmo,NYM,OF,12
161,6.501,Michael Conforto,NYM,CF,3
149,6.303333333,Adrian Gonzalez,NYM,1B,5
151,6.2978,Amed Rosario,NYM,SS,3
159,5.167333333,Travis dArnaud,NYM,C,0
154,4.715,Jay Bruce,NYM,RF,0
1641,3.5749,Devin Mesoraco,NYM,C,0
157,3.555066667,Juan Lagares,NYM,CF,0
164,3.5472,Devin Mesoraco,NYM,C,0
155,3.455466667,Wilmer Flores,NYM,IF,5
160,3.2715,Jose Reyes,NYM,IF,0
163,2.935733333,Jose Lobaton,NYM,C,6
158,2.8218,Kevin Plawecki,NYM,C,6
165,2.388,Luis Guillorme,NYM,3B,3
162,0.915366667,Tomas Nido,NYM,C,0
38,12.11966667,Aaron Judge,NYY,RF,15
33,11.38106667,Gary Sanchez,NYY,C,4
37,7.6709,Aaron Hicks,NYY,CF,8
39,7.257866667,Giancarlo Stanton,NYY,DH,27
34,6.5629,Neil Walker,NYY,1B,8
35,6.3674,Didi Gregorius,NYY,SS,4
36,5.900166667,Brett Gardner,NYY,LF,8
49,5.712933333,Gleyber Torres,NYY,2B,0
44,5.363066667,Miguel Andujar,NYY,3B,13
42,5.267933333,Brandon Drury,NYY,3B,0
45,4.454033333,Austin Romine,NYY,C,3
46,3.1851,Ronald Torreyes,NYY,IF,6
471,2.618266667,Jace Peterson,NYY,OF,0
47,2.604166667,Jace Peterson,NYY,OF,0
40,2.4672,Tyler Austin,NYY,1B,0
48,2.309466667,Shane Robinson,NYY,UT,7
41,1.837866667,Tyler Wade,NYY,2B,0
43,1.29,Billy McKinney,NYY,LF,0
235,12.27236667,Khris Davis,OAK,DH,18
233,8.6448,Matthew Joyce,OAK,LF,18
229,7.604566667,Matt Olson,OAK,1B,20
228,7.126966667,Jonathan Lucroy,OAK,C,8
242,6.2783,Franklin Barreto,OAK,2B,0
231,6.1001,Marcus Semien,OAK,SS,3
232,5.333366667,Matt Chapman,OAK,3B,8
243,5.085366667,Dustin Fowler,OAK,CF,11
230,5.062133333,Jed Lowrie,OAK,2B,0
236,4.7306,Boog Powell,OAK,CF,8
241,4.335766667,Mark Canha,OAK,CF,0
237,4.127666667,Chad Pinder,OAK,UT,0
2401,4.0955,Trayce Thompson,OAK,CF,0
240,3.8615,Trayce Thompson,OAK,CF,0
234,3.413366667,Stephen PiscottyBrvList,OAK,RF,6
239,2.978466667,Bruce Maxwell,OAK,UT,5
238,0.784133333,Jake Smolinski,OAK,CF,0
98,11.87706667,Carlos Santana,PHI,1B,25
99,11.8058,Cesar Hernandez,PHI,2B,4
103,9.0572,Odubel Herrera,PHI,CF,5
102,7.0222,Rhys Hoskins,PHI,LF,6
104,6.614666667,Aaron Altherr,PHI,RF,2
108,5.878666667,Jorge Alfaro,PHI,C,9
109,5.297333333,Scott Kingery,PHI,UT,4
105,5.242366667,Nick Williams,PHI,RF,15
101,4.395366667,Maikel Franco,PHI,3B,2
106,4.235366667,Andrew Knapp,PHI,C,9
100,3.197566667,J.P. Crawford,PHI,SS,0
107,3.178466667,Pedro Florimon,PHI,UT,0
110,0.563,Jesmuel Valentin,PHI,UT,0
91,12.43493333,Gregory Polanco,PIT,RF,19
92,10.4349,Josh Harrison,PIT,2B,2
84,10.2768,Francisco Cervelli,PIT,C,8
87,10.20536667,Jordy Mercer,PIT,SS,2
85,8.5056,Josh Bell,PIT,1B,2
90,7.4594,Starling Marte,PIT,CF,9
88,6.9236,Colin Moran,PIT,3B,0
95,6.4604,Elias Diaz,PIT,C,8
94,5.696866667,David Freese,PIT,CI,3
86,5.179766667,Adam Frazier,PIT,2B,0
97,4.667433333,Jose Osuna,PIT,UT,9
89,4.563233333,Corey Dickerson,PIT,LF,6
96,2.782,Max Moroff,PIT,2B,0
93,2.3328,Sean Rodriguez,PIT,UT,4
19,11.03103333,Freddy Galvis,SDP,SS,24
17,9.6978,Eric Hosmer,SDP,1B,13
20,7.747233333,Jose Pirela,SDP,LF,0
27,7.646733333,Rafael Lopez,SDP,C,4
22,7.2607,Hunter Renfroe,SDP,RF,0
30,5.907833333,Franchy Cordero,SDP,OF,2
31,5.790133333,Travis Jankowski,SDP,OF,2
16,5.7367,Austin Hedges,SDP,C,0
26,5.6564,Wil Myers,SDP,UT,0
21,5.224266667,Manuel Margot,SDP,CF,3
23,4.819866667,Cory Spangenberg,SDP,UT,0
28,4.6685,Christian Villanueva,SDP,3B,3
29,3.129266667,A.J. Ellis,SDP,C,3
25,2.0946,Matt Szczur,SDP,OF,8
18,1.6701,Carlos Asuaje,SDP,2B,0
24,0.824533333,Chase HeadleyDFA,SDP,UT,0
32,0,Franmil Reyes,SDP,RF,0
450,11.03536667,Nelson Cruz,SEA,DH,5
444,9.147733333,Ryon Healy,SEA,1B,6
445,8.513233333,Robinson Cano,SEA,2B,2
448,8.165733333,Dee Gordon,SEA,CF,8
446,7.8281,Jean Segura,SEA,SS,9
449,6.9129,Mitch Haniger,SEA,RF,0
447,6.4916,Kyle Seager,SEA,3B,0
459,6.2362,Mike Zunino,SEA,C,0
457,6.1147,Taylor Motter,SEA,UT,6
458,5.026866667,Ben Gamel,SEA,LF,8
451,4.9069,Guillermo Heredia,SEA,OF,0
455,4.1833,David Freitas,SEA,C,4
456,4.0337,Andrew Romine,SEA,UT,3
452,3.332233333,Ichiro Suzuki,SEA,UT,4
454,3.125733333,Daniel Vogelbach,SEA,UT,4
460,2.394366667,Gordon Beckham,SEA,2B,0
453,1.8476,Mike Marjama,SEA,C,0
492,10.62603333,Alen Hanson,SFG,2B,22
478,9.3786,Brandon Belt,SFG,1B,26
484,9.083766667,Andrew McCutchen,SFG,RF,16
481,8.638233333,Evan Longoria,SFG,3B,11
490,8.169066667,Mac Williamson,SFG,LF,18
477,7.9595,Buster Posey,SFG,C,15
483,5.908933333,Austin Jackson,SFG,CF,2
489,5.206266667,Nick Hundley,SFG,C,15
480,4.326233333,Brandon Crawford,SFG,SS,16
491,4.230133333,Austin Slater,SFG,OF,17
479,3.820133333,Joe Panik,SFG,2B,0
482,3.613566667,Hunter Pence,SFG,LF,0
486,3.5524,Pablo Sandoval,SFG,UT,0
488,3.105666667,Gregor Blanco,SFG,OF,5
485,2.336933333,Gorkys Hernandez,SFG,UT,15
487,1.791233333,Kelby Tomlinson,SFG,MI,3
299,8.790966667,Jedd Gyorko,STL,3B,2
295,7.370566667,Marcell Ozuna,STL,LF,6
290,7.111766667,Yadier Molina,STL,C,2
296,7.0572,Tommy Pham,STL,CF,4
301,6.9406,Harrison Bader,STL,OF,28
293,6.5919,Paul DeJong,STL,SS,2
297,5.9997,Dexter Fowler,STL,RF,0
291,5.608366667,Jose Martinez,STL,1B,5
294,5.199266667,Matt Carpenter,STL,3B,0
292,4.929,Kolten Wong,STL,2B,5
302,3.862866667,Francisco Pena,STL,C,3
300,2.490066667,Greg Garcia,STL,IF,3
304,1.603666667,Carson Kelly,STL,C,3
298,1.0058,Yairo Munoz,STL,3B,0
303,0.358,Tyler ONeill,STL,OF,0
325,9.042533333,Denard Span,TBR,LF,17
324,8.5147,Matt Duffy,TBR,3B,9
328,8.3979,C.J. Cron,TBR,DH,8
327,7.5645,Carlos Gomez,TBR,RF,3
330,7.245633333,Kevin Kiermaier,TBR,CF,5
329,4.7508,Daniel Robertson,TBR,IF,0
326,4.7374,Mallex Smith,TBR,CF,0
333,4.502666667,Johnny Field,TBR,OF,3
323,3.9553,Adeiny Hechavarria,TBR,SS,11
320,3.760633333,Wilson Ramos,TBR,C,0
321,3.103133333,Brad Miller,TBR,1B,0
332,2.685766667,Jesus Sucre,TBR,C,0
322,2.495866667,Joey Wendle,TBR,2B,0
334,2.124,Brandon Snyder,TBR,3B,6
331,1.421666667,Rob Refsnyder,TBR,UT,0
428,11.17893333,Joey Gallo,TEX,1B,0
434,10.23463333,Elvis Andrus,TEX,SS,4
435,9.9075,Rougned Odor,TEX,2B,3
432,9.840366667,Nomar Mazara,TEX,RF,0
431,8.277333333,Delino DeShields,TEX,CF,0
440,8.087333333,Isiah KinerFalefa,TEX,2B,0
429,6.940466667,Adrian Beltre,TEX,3B,5
436,6.8275,Jurickson Profar,TEX,SS,6
433,6.6057,ShinSoo Choo,TEX,DH,6
441,5.954,Ronald Guzman,TEX,1B,15
427,5.5069,Robinson Chirinos,TEX,C,0
443,5.009433333,Carlos Perez,TEX,C,15
430,4.401466667,Ryan Rua,TEX,LF,0
4431,4.144533333,Carlos Perez,TEX,C,15
437,3.769366667,Drew Robinson,TEX,UT,0
442,3.258933333,Renato Nunez,TEX,UT,5
438,2.5467,Juan Centeno,TEX,C,15
439,2.140666667,Carlos Tocci,TEX,CF,2
142,10.4359,Teoscar Hernandez,TOR,OF,5
134,10.3964,Kevin Pillar,TOR,CF,0
137,10.0942,Josh Donaldson,TOR,UT,11
130,8.924733333,Justin Smoak,TOR,1B,12
131,6.678833333,Devon Travis,TOR,2B,0
141,6.604466667,Luke Maile,TOR,C,0
136,6.354933333,Kendrys Morales,TOR,DH,7
133,6.254933333,Curtis Granderson,TOR,LF,0
135,6.100566667,Randal Grichuk,TOR,RF,6
132,5.718266667,Aledmys Diaz,TOR,SS,3
129,5.526233333,Russell Martin,TOR,C,12
138,5.0422,Steve Pearce,TOR,UT,3
139,5.030366667,Yangervis Solarte,TOR,3B,5
144,4.9937,Dwight Smith,TOR,LF,12
143,4.6241,Lourdes Gurriel,TOR,MI,0
146,3.483733333,Anthony Alford,TOR,LF,0
148,3.338666667,Gio Urshela,TOR,SS,3
140,2.868566667,Gift Ngoepe,TOR,UT,2
147,1.965466667,Richard Urena,TOR,MI,3
145,0.778666667,Dalton Pompey,TOR,LF,0
68,21.37673333,Mark Reynolds,WSN,1B,33
55,15.30166667,Bryce Harper,WSN,RF,15
52,12.39616667,Trea Turner,WSN,SS,26
59,9.856666667,Brian Goodwin,WSN,OF,0
53,7.8667,Anthony Rendon,WSN,3B,2
57,6.427466667,Matt Wieters,WSN,C,3
54,6.063366667,Michael Taylor,WSN,CF,0
50,5.9,Ryan Zimmerman,WSN,1B,8
56,5.141466667,Matt Adams,WSN,UT,6
51,4.656066667,Howie Kendrick,WSN,2B,8
60,4.194266667,Wilmer Difo,WSN,IF,0
66,4.107966667,Adrian Sanchez,WSN,3B,0
62,3.868266667,Pedro Severino,WSN,C,6
58,3.776666667,Adam Eaton,WSN,LF,2
65,1.3852,Andrew Stevenson,WSN,OF,0
63,1.384433333,Matt Reynolds,WSN,3B,0
64,1.312366667,Moises Sierra,WSN,LF,0
67,1.264433333,Rafael Bautista,WSN,OF,2
61,0.433333333,Miguel MonteroDFA,WSN,C,0
