"Bummer, A",607481,https://baseballsavant.mlb.com/player?player_id=592454&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Carle, S",641438,https://baseballsavant.mlb.com/player?player_id=458676&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Chafin, A",605177,https://baseballsavant.mlb.com/player?player_id=532077&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Chargois, J",608638,https://baseballsavant.mlb.com/player?player_id=467008&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"De La Rosa, J",407822,https://baseballsavant.mlb.com/player?player_id=592779&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Despaigne, O",628333,https://baseballsavant.mlb.com/player?player_id=518397&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Devenski, C",606965,https://baseballsavant.mlb.com/player?player_id=621112&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Diekman, J",518617,https://baseballsavant.mlb.com/player?player_id=458006&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Doolittle, S",448281,https://baseballsavant.mlb.com/player?player_id=592422&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Drake, O",543118,https://baseballsavant.mlb.com/player?player_id=453265&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Duke, Z",435043,https://baseballsavant.mlb.com/player?player_id=543557&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Dunn, M",445197,https://baseballsavant.mlb.com/player?player_id=518617&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Farquhar, D",543144,https://baseballsavant.mlb.com/player?player_id=622491&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Gearrin, C",518715,https://baseballsavant.mlb.com/player?player_id=446399&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Giles, K",571704,https://baseballsavant.mlb.com/player?player_id=607215&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Goody, N",580792,https://baseballsavant.mlb.com/player?player_id=476589&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Green, C",643338,https://baseballsavant.mlb.com/player?player_id=573046&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Greene, S",572888,https://baseballsavant.mlb.com/player?player_id=488748&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Gsellman, R",607229,https://baseballsavant.mlb.com/player?player_id=605540&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Hatcher, C",501822,https://baseballsavant.mlb.com/player?player_id=488984&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Hembree, H",592390,https://baseballsavant.mlb.com/player?player_id=622161&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Hendriks, L",521230,https://baseballsavant.mlb.com/player?player_id=457429&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Herrera, K",516969,https://baseballsavant.mlb.com/player?player_id=502004&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Hildenberger, T",657610,https://baseballsavant.mlb.com/player?player_id=571948&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Hill, T",657612,https://baseballsavant.mlb.com/player?player_id=594992&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Hughes, J",453172,https://baseballsavant.mlb.com/player?player_id=543726&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Infante, G",500872,https://baseballsavant.mlb.com/player?player_id=519240&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Jansen, K",445276,https://baseballsavant.mlb.com/player?player_id=453343&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
"Johnson, P",572955,https://baseballsavant.mlb.com/player?player_id=542947&pos=P&player_type=pitcher&season=2017&tab=zone_chart_tab#
