"Semien, M",543760,https://baseballsavant.mlb.com/player?player_id=543760&pos=SS&player_type=batter&season=2017&tab=zone_chart_tab#,SS
"Schoop, J",570731,https://baseballsavant.mlb.com/player?player_id=570731&pos=2B&player_type=batter&season=2017&tab=zone_chart_tab#,2B
"Gallo, J",608336,https://baseballsavant.mlb.com/player?player_id=608336&pos=3B&player_type=batter&season=2017&tab=zone_chart_tab#,3B
"Jones, A",430945,https://baseballsavant.mlb.com/player?player_id=430945&pos=CF&player_type=batter&season=2017&tab=zone_chart_tab#,CF
"Cozart, Z",446359,https://baseballsavant.mlb.com/player?player_id=446359&pos=SS&player_type=batter&season=2017&tab=zone_chart_tab#,SS
"Lowrie, J",476704,https://baseballsavant.mlb.com/player?player_id=476704&pos=2B&player_type=batter&season=2017&tab=zone_chart_tab#,2B
"Andrus, E",462101,https://baseballsavant.mlb.com/player?player_id=462101&pos=SS&player_type=batter&season=2017&tab=zone_chart_tab#,SS
"Beckham, T",542921,https://baseballsavant.mlb.com/player?player_id=542921&pos=3B&player_type=batter&season=2017&tab=zone_chart_tab#,3B
"Pirela, J",517369,https://baseballsavant.mlb.com/player?player_id=517369&pos=LF&player_type=batter&season=2017&tab=zone_chart_tab#,LF
"Gardner, B",458731,https://baseballsavant.mlb.com/player?player_id=458731&pos=LF&player_type=batter&season=2017&tab=zone_chart_tab#,LF
"Machado, M",592518,https://baseballsavant.mlb.com/player?player_id=592518&pos=SS&player_type=batter&season=2017&tab=zone_chart_tab#,SS
"Pujols, A",405395,https://baseballsavant.mlb.com/player?player_id=405395&pos=DH&player_type=batter&season=2017&tab=zone_chart_tab#,DH
"Simmons, A",592743,https://baseballsavant.mlb.com/player?player_id=592743&pos=SS&player_type=batter&season=2017&tab=zone_chart_tab#,SS
"Stanton, G",519317,https://baseballsavant.mlb.com/player?player_id=519317&pos=RF&player_type=batter&season=2017&tab=zone_chart_tab#,RF
"Albies, O",645277,https://baseballsavant.mlb.com/player?player_id=645277&pos=2B&player_type=batter&season=2017&tab=zone_chart_tab#,2B
"Brinson, L",621446,https://baseballsavant.mlb.com/player?player_id=621446&pos=CF&player_type=batter&season=2017&tab=zone_chart_tab#,CF
"Cain, L",456715,https://baseballsavant.mlb.com/player?player_id=456715&pos=CF&player_type=batter&season=2017&tab=zone_chart_tab#,CF
"Calhoun, K",594777,https://baseballsavant.mlb.com/player?player_id=594777&pos=RF&player_type=batter&season=2017&tab=zone_chart_tab#,RF
"Dietrich, D",518618,https://baseballsavant.mlb.com/player?player_id=518618&pos=OF&player_type=batter&season=2017&tab=zone_chart_tab#,OF
"Trout, M",545361,https://baseballsavant.mlb.com/player?player_id=545361&pos=CF&player_type=batter&season=2017&tab=zone_chart_tab#,CF
"Chapman, M",656305,https://baseballsavant.mlb.com/player?player_id=656305&pos=3B&player_type=batter&season=2017&tab=zone_chart_tab#,3B
"Choo, S",425783,https://baseballsavant.mlb.com/player?player_id=425783&pos=RF&player_type=batter&season=2017&tab=zone_chart_tab#,RF
"Duffy, M",622110,https://baseballsavant.mlb.com/player?player_id=622110&pos=3B&player_type=batter&season=2017&tab=zone_chart_tab#,3B
"Garcia, A",541645,https://baseballsavant.mlb.com/player?player_id=541645&pos=RF&player_type=batter&season=2017&tab=zone_chart_tab#,RF
"Davis, K",501981,https://baseballsavant.mlb.com/player?player_id=501981&pos=LF&player_type=batter&season=2017&tab=zone_chart_tab#,LF
"Hosmer, E",543333,https://baseballsavant.mlb.com/player?player_id=543333&pos=1B&player_type=batter&season=2017&tab=zone_chart_tab#,1B
"Inciarte, E",542255,https://baseballsavant.mlb.com/player?player_id=542255&pos=CF&player_type=batter&season=2017&tab=zone_chart_tab#,CF
"Mancini, T",641820,https://baseballsavant.mlb.com/player?player_id=641820&pos=LF&player_type=batter&season=2017&tab=zone_chart_tab#,LF
"Olson, M",621566,https://baseballsavant.mlb.com/player?player_id=621566&pos=1B&player_type=batter&season=2017&tab=zone_chart_tab#,1B
"Puig, Y",624577,https://baseballsavant.mlb.com/player?player_id=624577&pos=RF&player_type=batter&season=2017&tab=zone_chart_tab#,RF
"Shaw, T",543768,https://baseballsavant.mlb.com/player?player_id=543768&pos=3B&player_type=batter&season=2017&tab=zone_chart_tab#,3B
"Springer, G",543807,https://baseballsavant.mlb.com/player?player_id=543807&pos=CF&player_type=batter&season=2017&tab=zone_chart_tab#,CF
"Taylor, C",621035,https://baseballsavant.mlb.com/player?player_id=621035&pos=LF&player_type=batter&season=2017&tab=zone_chart_tab#,LF
"Upton, J",457708,https://baseballsavant.mlb.com/player?player_id=457708&pos=LF&player_type=batter&season=2017&tab=zone_chart_tab#,LF
"Altuve, J",514888,https://baseballsavant.mlb.com/player?player_id=514888&pos=2B&player_type=batter&season=2017&tab=zone_chart_tab#,2B
"Beltre, A",134181,https://baseballsavant.mlb.com/player?player_id=134181&pos=3B&player_type=batter&season=2017&tab=zone_chart_tab#,3B
"Bogaerts, X",593428,https://baseballsavant.mlb.com/player?player_id=593428&pos=SS&player_type=batter&season=2017&tab=zone_chart_tab#,SS
"Bregman, A",608324,https://baseballsavant.mlb.com/player?player_id=608324&pos=3B&player_type=batter&season=2017&tab=zone_chart_tab#,3B
"Donaldson, J",518626,https://baseballsavant.mlb.com/player?player_id=518626&pos=3B&player_type=batter&season=2017&tab=zone_chart_tab#,3B
"Fowler, D",451594,https://baseballsavant.mlb.com/player?player_id=451594&pos=CF&player_type=batter&season=2017&tab=zone_chart_tab#,CF
"Harrison, J",543281,https://baseballsavant.mlb.com/player?player_id=543281&pos=2B&player_type=batter&season=2017&tab=zone_chart_tab#,2B
"Judge, A",592450,https://baseballsavant.mlb.com/player?player_id=592450&pos=RF&player_type=batter&season=2017&tab=zone_chart_tab#,RF
"LeMahieu, D",518934,https://baseballsavant.mlb.com/player?player_id=518934&pos=2B&player_type=batter&season=2017&tab=zone_chart_tab#,2B
"Marte, K",606466,https://baseballsavant.mlb.com/player?player_id=606466&pos=2B&player_type=batter&season=2017&tab=zone_chart_tab#,2B
"Ozuna, M",542303,https://baseballsavant.mlb.com/player?player_id=542303&pos=LF&player_type=batter&season=2017&tab=zone_chart_tab#,LF
"Rendon, A",543685,https://baseballsavant.mlb.com/player?player_id=543685&pos=3B&player_type=batter&season=2017&tab=zone_chart_tab#,3B
"Story, T",596115,https://baseballsavant.mlb.com/player?player_id=596115&pos=SS&player_type=batter&season=2017&tab=zone_chart_tab#,SS
"Arenado, N",571448,https://baseballsavant.mlb.com/player?player_id=571448&pos=3B&player_type=batter&season=2017&tab=zone_chart_tab#,3B
"Bryant, K",592178,https://baseballsavant.mlb.com/player?player_id=592178&pos=3B&player_type=batter&season=2017&tab=zone_chart_tab#,3B
"Castro, S",516770,https://baseballsavant.mlb.com/player?player_id=516770&pos=2B&player_type=batter&season=2017&tab=zone_chart_tab#,2B
"Margot, M",622534,https://baseballsavant.mlb.com/player?player_id=622534&pos=CF&player_type=batter&season=2017&tab=zone_chart_tab#,CF
"Markakis, N",455976,https://baseballsavant.mlb.com/player?player_id=455976&pos=RF&player_type=batter&season=2017&tab=zone_chart_tab#,RF
